"","scenario","crop","value"
"1","gl_hi_ex_ssp1_gfdl_2p6","biomass-grass",9.70293385162646
"2","gl_hi_ex_ssp1_gfdl_2p6","biomass-tree",2.29497734183168
"3","gl_hi_ex_ssp1_gfdl_2p6","Corn",199.531542587953
"4","gl_hi_ex_ssp1_gfdl_2p6","FiberCrop",31.533287534565
"5","gl_hi_ex_ssp1_gfdl_2p6","FodderGrass",31.900020056426
"6","gl_hi_ex_ssp1_gfdl_2p6","FodderHerb",427.716519241477
"7","gl_hi_ex_ssp1_gfdl_2p6","MiscCrop",512.182962968787
"8","gl_hi_ex_ssp1_gfdl_2p6","OilCrop",46.5327721967706
"9","gl_hi_ex_ssp1_gfdl_2p6","OtherGrain",43.7987111377479
"10","gl_hi_ex_ssp1_gfdl_2p6","PalmFruit",4.64242332221925
"11","gl_hi_ex_ssp1_gfdl_2p6","Rice",432.626451240356
"12","gl_hi_ex_ssp1_gfdl_2p6","RootTuber",181.454513622388
"13","gl_hi_ex_ssp1_gfdl_2p6","SugarCrop",856.626628260609
"14","gl_hi_ex_ssp1_gfdl_2p6","Wheat",232.531070960617
"15","gl_hi_ex_ssp1_gfdl_4p5","biomass-grass",3.52914827671752
"16","gl_hi_ex_ssp1_gfdl_4p5","biomass-tree",0.791934764665806
"17","gl_hi_ex_ssp1_gfdl_4p5","Corn",241.559735452825
"18","gl_hi_ex_ssp1_gfdl_4p5","FiberCrop",35.98241379525
"19","gl_hi_ex_ssp1_gfdl_4p5","FodderGrass",34.915680779972
"20","gl_hi_ex_ssp1_gfdl_4p5","FodderHerb",227.024484607225
"21","gl_hi_ex_ssp1_gfdl_4p5","MiscCrop",555.095141338272
"22","gl_hi_ex_ssp1_gfdl_4p5","OilCrop",68.6442835887739
"23","gl_hi_ex_ssp1_gfdl_4p5","OtherGrain",44.1165846042554
"24","gl_hi_ex_ssp1_gfdl_4p5","PalmFruit",2.4875964291853
"25","gl_hi_ex_ssp1_gfdl_4p5","Rice",478.97033129643
"26","gl_hi_ex_ssp1_gfdl_4p5","RootTuber",170.127795029332
"27","gl_hi_ex_ssp1_gfdl_4p5","SugarCrop",1008.71547187393
"28","gl_hi_ex_ssp1_gfdl_4p5","Wheat",253.973588863765
"29","gl_hi_ex_ssp1_gfdl_6p0","biomass-grass",3.55736889419882
"30","gl_hi_ex_ssp1_gfdl_6p0","biomass-tree",0.826524285697103
"31","gl_hi_ex_ssp1_gfdl_6p0","Corn",252.591217759132
"32","gl_hi_ex_ssp1_gfdl_6p0","FiberCrop",33.0003445152232
"33","gl_hi_ex_ssp1_gfdl_6p0","FodderGrass",33.1795496648324
"34","gl_hi_ex_ssp1_gfdl_6p0","FodderHerb",162.009991322109
"35","gl_hi_ex_ssp1_gfdl_6p0","MiscCrop",503.051569136961
"36","gl_hi_ex_ssp1_gfdl_6p0","OilCrop",68.0733578043466
"37","gl_hi_ex_ssp1_gfdl_6p0","OtherGrain",35.2814554425056
"38","gl_hi_ex_ssp1_gfdl_6p0","PalmFruit",2.144557364181
"39","gl_hi_ex_ssp1_gfdl_6p0","Rice",462.36110008832
"40","gl_hi_ex_ssp1_gfdl_6p0","RootTuber",133.624897423393
"41","gl_hi_ex_ssp1_gfdl_6p0","SugarCrop",1004.76534886196
"42","gl_hi_ex_ssp1_gfdl_6p0","Wheat",237.092075915336
"43","gl_hi_ex_ssp2_gfdl_2p6","biomass-grass",8.16528715564243
"44","gl_hi_ex_ssp2_gfdl_2p6","biomass-tree",1.65714356447439
"45","gl_hi_ex_ssp2_gfdl_2p6","Corn",219.598798327579
"46","gl_hi_ex_ssp2_gfdl_2p6","FiberCrop",51.7274076562772
"47","gl_hi_ex_ssp2_gfdl_2p6","FodderGrass",64.9834639655137
"48","gl_hi_ex_ssp2_gfdl_2p6","FodderHerb",756.784967151496
"49","gl_hi_ex_ssp2_gfdl_2p6","MiscCrop",773.720493705756
"50","gl_hi_ex_ssp2_gfdl_2p6","OilCrop",44.0277936930821
"51","gl_hi_ex_ssp2_gfdl_2p6","OtherGrain",49.3898530321511
"52","gl_hi_ex_ssp2_gfdl_2p6","PalmFruit",3.59011623378106
"53","gl_hi_ex_ssp2_gfdl_2p6","Rice",575.970558681991
"54","gl_hi_ex_ssp2_gfdl_2p6","RootTuber",307.149466362197
"55","gl_hi_ex_ssp2_gfdl_2p6","SugarCrop",921.500051786047
"56","gl_hi_ex_ssp2_gfdl_2p6","Wheat",266.265300036134
"57","gl_hi_ex_ssp2_gfdl_4p5","biomass-grass",5.5730622772754
"58","gl_hi_ex_ssp2_gfdl_4p5","biomass-tree",1.04437784239835
"59","gl_hi_ex_ssp2_gfdl_4p5","Corn",265.916804314139
"60","gl_hi_ex_ssp2_gfdl_4p5","FiberCrop",56.0902521141215
"61","gl_hi_ex_ssp2_gfdl_4p5","FodderGrass",74.645196615279
"62","gl_hi_ex_ssp2_gfdl_4p5","FodderHerb",702.782348252557
"63","gl_hi_ex_ssp2_gfdl_4p5","MiscCrop",758.443199625013
"64","gl_hi_ex_ssp2_gfdl_4p5","OilCrop",53.0732765111166
"65","gl_hi_ex_ssp2_gfdl_4p5","OtherGrain",52.9576894322491
"66","gl_hi_ex_ssp2_gfdl_4p5","PalmFruit",3.2160297634397
"67","gl_hi_ex_ssp2_gfdl_4p5","Rice",628.08496942381
"68","gl_hi_ex_ssp2_gfdl_4p5","RootTuber",289.658344161259
"69","gl_hi_ex_ssp2_gfdl_4p5","SugarCrop",847.86081219546
"70","gl_hi_ex_ssp2_gfdl_4p5","Wheat",283.461477321728
"71","gl_hi_ex_ssp2_gfdl_6p0","biomass-grass",3.43676336836419
"72","gl_hi_ex_ssp2_gfdl_6p0","biomass-tree",0.688317219134786
"73","gl_hi_ex_ssp2_gfdl_6p0","Corn",266.435206817596
