basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
60,"Spain - Portugal, Atlantic Coast",19.69,30.44,28.43,25.85,24.94,29.86,27.8,22.75,28.21,25.74,18.98,29.48,27.5,24.73,23.81,28.72,26.62,21.76,27.16,24.37
61,"France, South Coast",3.71,5.16,4.35,4.92,4.67,4.2,4.17,3.49,4.88,4.76,3.54,4.97,4.14,4.74,4.48,4.03,3.98,3.35,4.7,4.35
62,Rhone,35.96,42.5,39.43,39.64,46.02,43.33,38.82,34.36,40.82,44.21,34.56,41.09,38.05,37.91,44.19,42.14,37.95,33.22,39.49,41.43
63,Mediterranean Sea Islands,7.18,6.98,6.98,7.55,6.97,6.92,7.14,6.27,7.35,6.68,6.84,6.72,6.66,7,6.5,6.56,6.59,5.93,6.87,5.9
64,Gironde,13.37,17.32,16.13,15.24,15.51,17.15,14.25,13.84,16.84,15.22,12.62,16.79,15.54,14.49,14.97,16.46,13.61,12.98,16.37,13.77
65,North and South Korea,58.5,52.87,54.66,59.28,42.53,48.71,59.52,53.19,47.01,56.84,60.19,54.42,56.88,61.22,44.69,51.09,62.5,55.49,49.47,72.74
66,"Bo Hai - Korean Bay, North Coast",84.03,74.79,76.21,73.99,66.72,60.16,84.17,66.77,76.56,69.73,86.19,77.9,79.66,76.67,70.21,63.15,88.84,69.14,81.43,75.92
67,"Spain, South and East Coast",10.16,12.07,11.54,12.9,9.66,9.56,9.4,11.6,12.07,9.8,9.04,10.93,10.58,11.7,8.37,8.35,8.15,9.98,10.32,8.02
68,Lake Balkash,34.21,40.9,35.6,35.04,31.07,37.08,38.36,36.06,33.37,38.62,35.22,41.01,36.06,36.64,32.55,37.99,39.72,37.17,35.24,39.96
69,Tiber,4.27,5.07,4.86,4.33,4.35,5.51,4.96,4.21,4.39,4.08,4.01,4.75,4.47,4.02,3.97,5.05,4.59,3.83,4.03,3.41
70,"Black Sea, South Coast",54.95,53.99,54.58,57.36,49.05,54.74,51.11,53.66,49.93,51.05,50.1,48.19,49.43,50.55,42.79,48.38,44.6,46.83,43.23,43.52
71,Tagus,9.04,14.43,14.82,11.61,11.33,12.61,11.6,10.67,14.31,9.54,8.15,13.04,13.46,10.22,9.86,11.33,10.08,9.11,12.78,8.17
72,"Caspian Sea, South West Coast",43.61,38.14,46.31,43.74,42.82,44.07,42.44,43.61,40.88,38.58,39.28,33.45,41.28,38.21,37.14,38.26,37.03,38.01,34.38,31.84
73,Ebro,14.88,21.92,19.85,19.38,16.9,19.69,16.34,17.2,19.15,18.24,13.71,20.47,18.36,17.63,15.22,17.65,14.82,15.31,17.12,16.14
74,Douro,14.5,28.61,24.97,21.73,20.55,24.77,21.99,18.75,24.5,19.88,13.31,26.5,23.37,19.78,18.49,23.14,20.17,16.99,22.48,18.28
75,"Mediterranean Sea, East Coast",41.3,38.6,45.15,44.32,35.5,46.03,41.04,37.67,40.21,39.47,38.56,35.51,41.56,40.33,31.57,41.6,36.57,33.43,35.41,34.55
76,Syr Darya,94.92,103.22,98.26,101.06,85.4,104.24,103.38,102.35,93.3,92.9,97.68,104.91,100.21,104.79,90.37,107.52,108.2,106.3,98.82,97.38
77,"Ziya He, Interior",51.83,47.09,42.47,44.1,50.98,41.73,44.83,46.54,47.42,43.09,54.2,49.76,47.08,46.59,53.9,46.01,48.03,50.81,52.76,46.75
78,China Coast,137.92,142.54,118.2,124.82,145.48,122.31,130.63,130.18,130.83,138.66,139.63,144.03,119.82,127,147.99,124.4,133.52,133.15,133.38,141.76
79,Huang He,104.14,117.1,114.61,110.64,117.54,107.96,116.14,120.07,118.65,120.05,115.76,128.1,127.29,122.75,131.41,123.61,133.8,137.39,132.35,136.46
80,Mediterranean South Coast,26.45,23.63,24.13,24.85,24.99,24.73,23.43,24.88,23.98,22.41,24.46,21.67,21.46,22.67,22.01,21.95,20.44,21.11,20.62,18.88
81,Guadiana,9.34,11.41,13.18,11.53,10.24,10.91,11.18,10.23,13.48,8.71,8.33,9.97,11.92,10.06,8.73,9.73,9.43,8.44,11.64,7.1
82,Central Iran,22.04,13.99,14.26,18.49,18.77,20.8,17.57,19.17,16.82,17.46,20.47,12.61,13.26,16.95,17.09,19.41,15.7,17.58,14.79,15.01
83,Guadalquivir,6.47,8.52,9.18,8.98,6.81,7.03,7.19,8.19,10.33,6.6,5.58,7.38,8.22,7.83,5.65,6.09,6.1,6.58,8.58,5.1
84,Tigris - Euphrates,75.62,50.65,66.66,79.22,59.78,68.82,62.05,70.96,60.72,54.54,67.65,44.38,58.05,68.6,50.45,58.74,53.1,60.25,50.36,38.95
85,Tarim Interior,29.17,24,30.88,29.45,32.53,31.05,31.37,36.49,33.08,34.64,37.1,33.33,40.06,39.64,44.27,43.6,44.93,49.71,46.81,45.39
86,"Africa, North West Coast",27.86,19.22,25.94,27.23,18.16,17.46,14.81,20.65,26.46,21.12,25.55,17.05,22.88,24.12,16.47,14.94,12.42,18,22.26,17.03
87,Nile,426,445.85,429.75,360.4,379.16,348.96,319.77,397.61,383.27,398.36,406.51,427.45,410.5,342.97,365.16,336.22,305.6,383.28,368.75,395.96
88,Persian Gulf Coast,7.23,4.91,5.12,5.2,5.67,7.27,4.72,5.21,5.34,5.73,6.59,4.41,4.72,4.61,5.03,6.59,4.08,4.77,4.85,4.73
89,Indus,98.82,88.61,83.02,71.59,103.52,101.11,83.65,95.22,90.21,69.3,101.17,91.64,85.66,76.08,110.82,109.5,92.44,103.57,101.34,82.11
90,Farahrud,2.48,2.11,1.09,1.83,2.24,2.76,1.47,2.26,1.91,1.62,2.28,1.99,0.95,1.59,2.1,2.48,1.42,2.1,1.67,1.33
91,Baja California,0.29,0.83,0.81,0.3,0.81,1.15,1.18,0.5,0.5,0.55,0.33,0.85,0.81,0.35,0.76,1.16,1.21,0.51,0.49,0.31
92,Plateau of Tibet Interior,32.21,33.32,40.6,41.02,50.81,50.41,47.03,58.25,43.33,55.99,42.47,43.96,55.33,56.8,69.24,69.71,66.38,81.57,64.95,75.81
93,"Red Sea, East Coast",2.6,2.07,3.18,1.43,2.42,1.05,1.48,2.09,2.7,2.74,2.92,2.23,3.58,1.74,2.84,1.71,1.96,2.64,3.11,2.72
94,Arabian Peninsula,3.64,3.58,4.11,3.85,6.02,3.3,2.72,3.4,4.72,2.96,4.16,4.08,4.83,4.67,6.8,5.05,4.69,6.01,7.6,6.55
95,Dead Sea,2.59,0.84,1.79,1.8,1.37,1.65,1.28,2.12,1.42,1.11,2.43,0.71,1.6,1.59,1.15,1.45,1.08,1.9,1.19,0.64
96,"Mexico, Northwest Coast",20.11,30.94,26.45,29.34,25.39,28.11,34.84,35.42,25.88,16.82,19,28.33,24.42,27.05,23.52,25.74,31.89,32.34,23.24,16.72
97,Helmand,10.53,10.2,7.02,7.36,9.27,12.62,7.8,11.39,7.3,7.2,9.89,9.3,6.43,6.65,8.4,11.42,6.96,10.46,6.66,6.16
98,Sinai Peninsula,0.01,0,0.02,0.03,0.02,0.02,0.01,0.06,0.01,0,0.01,0,0.02,0.02,0.01,0.01,0,0.04,0,0
99,Eastern Jordan - Syria,1.53,0.85,1.2,1.2,0.95,1.21,0.98,1.09,1.3,0.86,1.31,0.65,0.97,0.95,0.73,0.91,0.73,0.81,0.99,0.28
100,"Africa, Red Sea - Gulf of Aden Coast",3.98,2.15,4.28,3.02,5.18,3.84,1.66,3.7,4.41,3.36,4.32,2.73,4.82,3.64,5.89,4.6,2.55,4.39,4.97,4.34
101,Caribbean,34.21,37.04,32.48,38.23,28.73,37.31,27.08,29.02,33.66,35.21,32.76,35.23,30.84,35.95,27.16,34.83,25.61,27.19,31.78,31.56
102,Hamun-i-Mashkel,1.43,1.11,0.5,0.92,1.16,1.93,0.92,1.62,1.15,1.09,1.5,1.26,0.65,1.1,1.36,2.15,1.22,1.86,1.49,1.29
103,Taiwan,12.09,14.02,9.68,14.2,15.4,11.99,13.25,14.23,10.88,14.92,12.03,14.05,9.74,14.17,15.34,12.09,13.28,14.34,11.13,14.91
104,Arabian Sea Coast,2.65,2.49,0.96,1.75,1.9,2.64,1.63,2.74,2.41,2.25,2.98,2.95,1.45,2.15,2.68,3.17,2.76,3.29,3.26,3.26
105,North Gulf,11.19,12.14,11.43,12.93,13.38,10.94,11.11,12.16,10.69,11.07,10.51,11.49,10.63,11.94,12.34,10.17,10.14,11.13,9.89,10.51
106,Yangtze,555.04,513.38,513.79,514.5,552.4,519.74,534.66,519.17,512.78,551.57,567.89,527.92,534.25,532.87,578.37,545.5,562.46,551.19,543.88,595.57
107,Sabarmati,15.93,14.31,11.76,9.18,17.05,13.27,9.44,11.06,15.4,10.78,18.54,17.15,14.41,11.9,21.76,17.19,12.8,15.84,20.62,16.25
108,Xun Jiang,96.79,99.56,83.92,107.01,110.69,103.01,91.13,86.96,108.1,106.61,99.15,102.41,87.08,110.63,115.14,108.1,96.79,91.81,114.36,109.33
109,Hong (Red River),54.42,52.62,52.32,65.03,59.43,63.78,58.73,46.46,65.62,58.7,55.09,53.6,53.38,65.97,60.66,65.45,60.5,48.76,67.33,59.19
110,Ganges - Bramaputra,660.07,666.97,603.26,640.06,696.85,670.08,699.26,709.87,670.19,740.9,735.35,750.5,692.75,740.03,812.91,787.39,820.36,841.23,807.6,853.94
111,Yucat§n Peninsula,55.68,52.09,50.5,43.2,44.77,51.28,40.33,52.48,45.84,43.74,51.93,48.52,46.45,39,40.16,45.83,35.7,47.25,40.93,33.01
112,South China Sea Coast,16.15,17.98,16.16,20.23,19.56,19.82,19.53,15.43,20.73,19.23,16.49,18.48,16.7,20.75,20.39,20.7,20.44,16.24,21.57,18.81
113,Mahi,7.53,6.47,5.36,5.75,7.45,5.81,5.13,6.07,7.51,5.06,8.29,7.36,6.26,6.55,8.59,6.82,6.05,7.33,8.97,6.8
114,"Mexico, Interior",3.45,6.03,5.84,6.71,6.68,6.41,6.27,6.45,5.96,4.76,2.93,5.66,5.28,6.31,6.08,6.16,5.93,6.05,5.3,5.41
115,Pacific Central Coast,9.83,10.55,10.15,10.96,8.17,7.87,9.74,8.28,8.76,10.84,9.65,10.29,9.89,10.79,7.9,7.68,9.34,8.05,8.6,10.02
116,"Bay of Bengal, North East Coast",107.7,102.01,102.54,102.65,106.46,92.27,102.08,98.48,107.52,114.25,109.16,103.69,104.46,104.51,108.53,94.62,104.43,101.01,110.34,107.05
117,Tapti,20.45,21.7,18.61,19.3,22.43,18.91,19.44,20.5,21.2,17.77,21.36,22.84,19.65,20.5,23.87,20.38,20.87,22.1,22.98,21.47
118,Yasai,18.47,19.63,17.18,23.97,20.04,19.52,20.21,21.76,21.78,18.66,20.16,21.36,19.16,26.18,22.47,22.02,22.79,24.34,24.43,20.2
119,Philippines,129.95,132.41,119.21,119.5,119.12,94.16,128.85,127.31,112.31,133.26,131.06,133.38,120.86,121.41,121.23,96.2,131.09,130.27,115.25,139.9
120,Brahamani,10.77,12.01,10.4,13.76,11.57,11.31,11.97,12.63,12.9,10.22,11.99,13.21,11.8,15.24,13.21,13.02,13.85,14.52,14.82,11.36
121,North Marina Islands and Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Mahandi,41.92,43.93,37.58,42.74,40.26,43.25,42.61,44.87,42.77,37.08,45.07,47.52,41.56,47.02,44.67,48.09,47.54,50.11,48.4,40.98
123,Godavari,90.41,86.33,69.35,71.23,75.02,82.25,73.84,82.23,77.6,68.83,94.68,91.23,74.86,76.52,81.48,88.47,79.98,89.76,85.36,81.56
124,Hainan,14.6,13.6,14.81,14.25,14.96,17.01,12.7,15.52,15.4,15.87,14.95,13.98,15.2,14.78,15.49,17.64,13.25,16.1,15.9,15.18
125,Mekong,332.9,341.1,344.34,317.82,314.93,312.52,295.46,310.2,342.59,353.59,329.11,339.58,342.44,315.68,315.01,312.51,297.94,312.72,342.78,332.76
126,"Viet Nam, Coast",67.07,64.93,64.82,61.06,65.12,68,62.22,62.22,63.56,70.12,66.7,64.67,64.52,60.92,64.95,68,62.12,62.18,63.58,66.74
127,Salween,77.89,70.76,64.22,71.88,74.38,62.1,66.66,66.08,79.13,82.01,82.71,76,71.16,78.84,81.69,71.72,76,77.2,89.3,83.08
128,India North East Coast,7.57,8.16,6.15,5.27,6.38,6.63,5.73,7.28,7,6.76,8.08,8.86,6.91,5.91,7.18,7.47,6.57,8.3,8.03,6.87
129,India West Coast,77.51,84.33,70.56,59.93,70.48,68.12,60.95,73.53,74.51,63.94,79.89,86.8,73.4,63.1,73.93,71.7,64.76,77.41,78.7,69.9
130,Papaloapan,31.21,35.76,30.64,33.4,30.43,30.47,28.22,33.64,29.53,31.74,29.49,33.86,28.76,31.37,28.34,28.25,26.08,31.23,27,28.59
131,Rio Lerma,19.08,23.59,23.24,23.58,23.52,18.58,20.08,21.3,19.19,20.21,18.29,22.53,22.49,22.85,21.97,17.74,19.75,20.77,19.02,20.64
132,Rio Verde,12.49,13.43,14.91,17.18,19.17,11.26,12.4,13.55,11.69,13.65,11.75,12.57,14.07,15.64,17.6,10.64,11.24,12.7,11.08,13.43
133,Grijalva - Usumacinta,111.45,119.51,106.15,101.19,97.78,103.11,85.57,112.77,101.12,98.1,105.55,113.04,99.42,94.24,90.84,94.99,78.33,103.75,92.95,78.96
134,Rio Balsas,37.12,37.21,33.91,33.4,36.8,28.83,31.8,29.86,29.97,30.59,35.15,34.98,32.18,31,34.7,26.21,28.7,27.74,27.71,29.78
135,Southern Central America,253.74,242.95,231.77,269.06,226.15,273.25,202.22,256.89,235.93,240.21,237.06,224.98,213.57,248.48,206.51,248.93,182.15,233.78,213.6,215.26
136,Isthmus of Tehuantepec,22.59,27.88,24.67,25.48,24.68,23.02,16.13,26.55,22.32,22.93,20.6,25.58,22.27,22.93,22.09,20.08,13.79,23.35,19.17,18.45
137,Irrawaddy,247.25,231.16,218.83,217.35,241.18,199.56,218.95,228.28,239.42,252.33,253.25,237.84,226.71,225.78,250.69,211.5,230.16,240.58,252.77,235.06
138,Sittang,28.74,27.22,23.83,29.68,28,22.87,22.07,24.29,29.87,29.54,29.72,28.06,24.99,30.94,29.37,24.33,23.45,25.94,31.51,27.34
139,Peninsula Malaysia,279.36,252.83,269.22,262.36,251.28,240.78,247.22,237.65,257.18,289.58,278.48,252.62,268.8,262.97,252.19,242.39,247.81,239.24,258.97,300.88
140,Krishna,73.23,68.58,59.15,49.14,71.4,60.65,50.17,66.85,62.77,53.12,80.19,75.03,66.77,55.98,81.38,68.72,58.23,78.07,74.78,70.55
141,Andaman - Nicobar Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Africa, West Coast",459.94,415.01,444.54,378.94,343.45,355.42,319.42,367.31,388.45,413.32,445.2,401.44,427.82,364,328.88,341.44,304.23,351.52,372.08,372.92
143,Caribbean Coast,98.64,90.9,98.52,101.74,115.72,115.4,103.88,96.46,95.17,106.43,92.05,83.83,90.69,91.98,106.02,103.67,93.46,85.97,84.91,109.05
144,"Africa, North Interior",19.51,17.06,16.61,12.68,12.6,11.57,11.43,14.86,13.42,13.69,17.86,15.83,14.93,10.81,10.88,10.29,10.28,13.58,12.67,11.41
145,India East Coast,4.38,5.01,6.25,4.92,6.73,5.3,5.74,4.99,7.18,2.6,4.46,5.23,6.43,5.21,7.21,5.6,6.1,5.15,7.59,3.47
146,Chao Phraya,46.71,48.86,44.35,45.65,49.98,41.67,38.52,44.8,49.42,55.13,48.52,51.01,46.82,47.83,52.57,44.12,41.88,48.94,53.19,53.64
147,Pennar,5.34,4.78,4.64,4.8,5.77,5.38,4.73,4.42,6.11,3.79,5.43,4.99,4.75,5.09,6.15,5.62,5.01,4.63,6.56,4.47
148,Gulf of Thailand Coast,38.67,35.45,35.18,30.89,29.54,31.97,34.18,31.09,33.12,37.16,37.88,35.03,34.39,30.09,28.76,31.17,33.45,30.51,32.21,35.86
149,Niger,401.92,360.87,370.9,324.89,297.62,307.1,239.75,316.89,353.57,356.02,387.43,346.96,357.82,311.47,285.89,294.67,231.78,305.14,339.01,326.11
150,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Lake Chad,131.49,135.48,106.01,85.83,84.23,98.36,63.08,95.86,98.68,114.88,126.82,132.72,103.45,83.91,83.57,100.05,62.77,97.23,99.05,116.05
152,Senegal,64.12,59.12,64.98,44.37,43.81,38.78,35.12,45.32,48.3,58.33,59.71,53.88,59.44,40.15,39.59,34.81,31.31,41.03,43.98,52.04
153,Cauvery,27.18,30.96,31.62,25.32,26.74,27.33,24.41,29.41,29.44,24.8,27.91,31.86,32.37,26.26,27.89,28.47,25.52,30.71,30.81,28.2
154,Sri Lanka,29.52,29.28,33.95,30.99,27.03,26.86,28.75,29.84,33.3,27.61,30.02,29.96,34.71,32.08,27.89,27.82,29.62,31.22,34.33,29.24
155,India South Coast,22.94,25.69,22.9,20.86,20.83,21.63,18.84,23.58,22.4,19.67,23.05,25.82,22.91,20.99,21.09,21.92,19.16,24.05,22.58,21.75
