basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
105,North Gulf,9.73,10.52,9.93,11.17,11.55,9.52,9.66,10.53,9.31,9.63,9.16,9.97,9.26,10.35,10.69,8.88,8.86,9.68,8.65,9.17
106,Yangtze,460.45,428.04,428.36,428.92,458.4,432.99,444.6,432.55,427.58,457.76,470.46,439.36,444.28,443.21,478.61,453.03,466.23,457.46,451.78,491.99
107,Sabarmati,6.91,6.1,4.82,3.52,7.48,5.58,3.65,4.46,6.64,4.32,8.23,7.53,6.15,4.89,9.84,7.55,5.34,6.87,9.27,7.07
108,Xun Jiang,69.1,70.98,60.3,76.08,78.59,73.34,65.23,62.38,76.82,75.81,70.7,72.93,62.46,78.55,81.63,76.82,69.1,65.69,81.1,77.66
109,Hong (Red River),37.42,36.2,36,44.58,40.8,43.74,40.33,32.05,44.98,40.31,37.87,36.87,36.71,45.21,41.63,44.86,41.52,33.6,46.13,40.64
110,Ganges - Bramaputra,506.18,511.52,462.23,490.69,534.64,513.92,536.5,544.71,514.01,568.72,564.43,576.15,531.47,568.05,624.43,604.69,630.19,646.34,620.32,656.18
111,Yucat§n Peninsula,41.81,38.97,37.71,31.94,33.18,38.33,29.67,39.28,34.03,32.37,38.85,36.15,34.52,28.62,29.53,34.02,26.01,35.15,30.15,23.88
112,South China Sea Coast,10.84,11.94,10.84,13.3,12.89,13.05,12.88,10.41,13.6,12.7,11.04,12.24,11.17,13.61,13.39,13.58,13.42,10.89,14.1,12.44
113,Mahi,6.76,5.84,4.87,5.21,6.7,5.26,4.67,5.49,6.75,4.61,7.43,6.62,5.66,5.91,7.69,6.14,5.47,6.6,8.02,6.13
114,"Mexico, Interior",3.45,5.27,5.15,5.79,5.77,5.56,5.46,5.59,5.22,4.76,2.93,5.09,4.96,5.49,5.31,5.37,5.19,5.28,4.96,5
115,Pacific Central Coast,8.27,8.87,8.53,9.22,6.87,6.61,8.19,6.97,7.37,9.11,8.11,8.65,8.31,9.07,6.64,6.45,7.85,6.77,7.23,8.43
116,"Bay of Bengal, North East Coast",77.92,73.65,74.05,74.13,76.99,66.34,73.7,71,77.78,82.84,79.01,74.91,75.49,75.52,78.54,68.1,75.47,72.9,79.9,77.43
117,Tapti,16.64,17.54,15.31,15.81,18.07,15.52,15.91,16.68,17.18,14.7,17.3,18.37,16.06,16.68,19.11,16.59,16.94,17.83,18.47,17.37
118,Yasai,13.66,14.47,12.77,17.49,14.76,14.4,14.88,15.96,15.97,13.8,14.84,15.68,14.15,19.04,16.45,16.14,16.67,17.75,17.81,14.87
119,Philippines,114.99,117.2,105.33,105.59,105.24,82.78,114,112.61,99.12,117.97,115.99,118.08,106.82,107.31,107.15,84.62,116.02,115.28,101.76,123.95
120,Brahamani,8.72,9.76,8.4,11.24,9.39,9.18,9.73,10.29,10.52,8.26,9.74,10.77,9.59,12.48,10.77,10.62,11.31,11.87,12.13,9.21
121,North Marina Islands and Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Mahandi,38.4,40.2,34.49,39.14,36.9,39.6,39.02,41.05,39.16,34.03,41.24,43.44,38.07,42.99,40.87,43.95,43.46,45.78,44.23,37.55
123,Godavari,76.33,73,59.18,60.71,63.8,69.68,62.83,69.67,65.9,58.76,79.8,77,63.67,65.02,69.06,74.75,67.83,75.8,72.22,69.12
124,Hainan,12.32,11.53,12.49,12.05,12.61,14.25,10.81,13.05,12.96,13.33,12.6,11.82,12.8,12.46,13.03,14.75,11.25,13.52,13.36,12.78
125,Mekong,255.16,261.62,264.18,243.3,241.02,239.12,225.69,237.29,262.8,271.46,252.19,260.43,262.68,241.61,241.08,239.11,227.64,239.28,262.94,255.05
126,"Viet Nam, Coast",50.13,48.46,48.37,45.43,48.6,50.85,46.34,46.34,47.38,52.51,49.84,48.25,48.13,45.32,48.47,50.86,46.26,46.31,47.4,49.87
127,Salween,63.87,57.89,52.39,58.82,60.92,50.61,54.44,53.96,64.92,67.34,67.93,62.29,58.23,64.68,67.07,58.69,62.29,63.3,73.46,68.23
128,India North East Coast,6.96,7.5,5.65,4.84,5.86,6.09,5.26,6.69,6.43,6.21,7.43,8.14,6.35,5.43,6.6,6.86,6.03,7.63,7.38,6.31
129,India West Coast,65.97,71.75,60.09,51.08,60.02,58.02,51.94,62.6,63.43,54.48,67.99,73.84,62.49,53.77,62.94,61.05,55.17,65.88,66.98,59.52
130,Papaloapan,26.84,30.56,26.37,28.64,26.2,26.24,24.39,28.83,25.46,27.28,25.43,29.01,24.83,26.97,24.49,24.42,22.64,26.86,23.39,24.69
131,Rio Lerma,18.56,21.05,20.85,21.04,21,18.29,19.11,19.79,18.63,19.19,18.13,20.46,20.44,20.64,20.15,17.74,18.93,19.49,18.53,19.42
132,Rio Verde,10.04,10.78,11.94,13.73,15.3,9.07,9.97,10.87,9.41,10.95,9.46,10.1,11.28,12.52,14.07,8.58,9.06,10.2,8.93,10.78
133,Grijalva - Usumacinta,96.05,102.93,91.53,87.3,84.4,88.94,73.99,97.18,87.25,84.68,91.03,97.41,85.8,81.38,78.49,82.02,67.82,89.49,80.29,68.36
134,Rio Balsas,33.96,34.01,32.2,31.91,33.78,28.83,31.03,29.86,29.97,30.36,32.88,32.78,31.24,30.59,32.63,26.21,28.7,27.74,27.71,29.78
135,Southern Central America,215.64,206.32,196.65,228.88,191.8,232.51,171.11,218.37,200.25,203.95,201.23,190.79,180.92,211.1,174.82,211.49,153.76,198.4,180.95,182.38
136,Isthmus of Tehuantepec,17.3,21.52,18.96,19.6,18.96,17.64,12.15,20.45,17.09,17.57,15.71,19.68,17.05,17.57,16.9,15.3,10.29,17.91,14.58,14
137,Irrawaddy,174.89,162.92,153.76,152.66,170.38,139.43,153.85,160.78,169.07,178.67,179.35,167.89,159.61,158.93,177.45,148.31,162.19,169.93,179,165.83
138,Sittang,20.82,19.67,17.1,21.53,20.26,16.37,15.77,17.45,21.68,21.42,21.56,20.3,17.98,22.49,21.3,17.48,16.82,18.7,22.92,19.76
139,Peninsula Malaysia,245.86,222.78,237.04,231.07,221.43,212.29,217.89,209.57,226.56,254.76,245.1,222.59,236.68,231.6,222.22,213.69,218.4,210.94,228.12,264.59
140,Krishna,73.23,68.58,59.15,49.14,71.4,60.65,50.17,66.85,62.77,53.12,80.19,75.03,66.77,55.98,81.38,68.72,58.23,78.07,74.78,70.55
141,Andaman - Nicobar Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Africa, West Coast",405.8,365.96,392.14,333.97,302.49,313.11,281.19,323.66,342.4,364.46,392.73,353.92,377.32,320.72,289.57,300.71,267.72,309.66,327.89,328.63
143,Caribbean Coast,88.76,81.72,88.65,91.59,104.32,104.03,93.54,86.78,85.61,95.86,82.76,75.28,81.53,82.7,95.49,93.35,84.04,77.23,76.26,98.25
144,"Africa, North Interior",10.14,8.73,8.47,6.19,6.15,5.55,5.47,7.45,6.62,6.78,9.18,8.01,7.49,5.11,5.15,4.81,4.8,6.71,6.19,5.46
145,India East Coast,2.88,3.35,4.26,3.28,4.61,3.56,3.88,3.33,4.94,1.57,2.94,3.51,4.39,3.49,4.96,3.78,4.14,3.45,5.25,2.21
146,Chao Phraya,46.71,47.81,44.35,45.65,48.27,41.67,38.52,44.8,48.03,50.37,47.67,48.68,46.82,47.39,49.32,44.12,41.88,47.84,49.57,49.76
147,Pennar,4.25,3.84,3.74,3.86,4.57,4.28,3.8,3.58,4.82,3.12,4.32,4,3.82,4.07,4.85,4.46,4.02,3.73,5.15,3.62
148,Gulf of Thailand Coast,29.52,26.97,26.75,23.35,22.28,24.21,25.95,23.51,25.12,28.32,28.89,26.63,26.12,22.71,21.66,23.57,25.38,23.04,24.39,27.29
149,Niger,340.27,305.46,313.97,274.94,251.81,259.85,202.72,268.16,299.26,301.34,327.98,293.66,302.87,263.55,241.86,249.31,195.97,258.19,286.91,275.97
150,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Lake Chad,94.79,97.78,75.67,60.54,59.34,69.94,43.47,68.06,70.18,82.33,91.28,95.71,73.76,59.1,58.84,71.21,43.24,69.09,70.46,83.21
152,Senegal,51.93,47.95,52.61,36.21,35.77,31.76,28.85,36.96,39.34,47.32,48.42,43.78,48.2,32.85,32.4,28.6,25.81,33.55,35.9,42.32
153,Cauvery,25.07,28.5,29.1,23.39,24.68,25.21,22.56,27.1,27.13,22.91,25.74,29.32,29.79,24.24,25.72,26.25,23.56,28.28,28.37,26
154,Sri Lanka,25.56,25.35,29.38,26.83,23.41,23.27,24.9,25.84,28.82,23.91,25.99,25.94,30.03,27.77,24.15,24.1,25.65,27.02,29.7,25.32
155,India South Coast,19.1,21.38,19.07,17.38,17.35,18.02,15.71,19.63,18.65,16.39,19.19,21.48,19.08,17.49,17.57,18.26,15.97,20.02,18.81,18.11
156,Orinoco,788.85,687.17,718.25,712.18,697.33,821.53,731.82,638.28,707.14,750.33,737.23,638.5,661.71,649.44,634.68,742.69,661.75,575.03,638.24,700.87
