basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1,Arctic Ocean Islands,44.67,39.54,40.07,43.28,41.84,41.45,41.1,43.33,44.08,43.8,47.88,43.89,44.77,48.55,47.37,46.85,46.83,48.32,49.44,50.02
2,Northwest Territories,219.69,239.06,242.6,268.89,279.16,286.62,293.88,290.4,277.88,242.21,246.12,271.24,276.77,304,314.83,325.44,333.19,327.71,318.06,294.46
3,"Siberia, North Coast",82.92,83.12,92.14,89.1,86.29,74.38,82.72,95.65,90.99,92.94,89.52,92.23,101.61,99.91,97.55,86.89,95.21,107.69,103.1,102.78
4,"Siberia, West Coast",378.58,378.55,387.74,363.25,362.24,375.27,382.32,380.46,397.65,392.96,401.59,413,425.03,407.91,409.01,425.55,433.14,427.08,444.31,454.31
5,Kara Sea Coast,94.47,91.34,94.88,90.87,85.69,94.29,94.02,99.55,92.55,95.69,99.41,99.43,102.39,100.71,96.4,102.57,104.92,109.92,103.04,108.34
6,Lena,287.26,291.45,287.3,277.32,295.47,289.85,266.96,293.68,297.57,306.65,297.21,306.11,301.92,295.63,316.26,312.66,286.88,313.17,317.77,323.94
7,Pacific and Arctic Coast,396.29,421.33,424.75,378.51,402.41,418.16,440.37,478.48,419.53,420.3,441.89,484.93,496.99,456.4,485.85,504.7,525.76,566.29,512.46,509.2
8,"Scandinavia, North Coast",242.4,225.94,244.15,230.65,242.35,235.8,239.01,255.3,231.13,241.63,243.02,231.58,249.15,237.55,249.69,243.06,246.68,262.81,238.57,259.56
9,"Russia, Barents Sea Coast",117.61,116.41,122.95,113.17,120.9,120.08,114.15,119.25,121.56,123.48,120.34,122.38,127.05,120.83,126.93,125.26,121.23,127.27,129.05,127.76
10,Mackenzie,312.32,356.32,353.7,356.37,367.2,342,368.03,386.84,375.52,328.6,331.86,384.39,383.75,388.75,402.51,379.93,402.35,423.31,414.3,373.93
11,Iceland,46.56,47.67,35.97,46.02,46.02,43.65,42.85,48.11,41.54,44.63,46.8,49.55,38.07,48.38,48.71,46.42,45.8,51.29,44.68,48.62
12,Sweden,164.37,164.27,170.32,157.48,167.76,166.7,170.36,167.28,158.23,178.68,166.54,169.5,176.36,164.72,175.7,175.45,177.7,176.63,166.92,194.49
13,Finland,66.3,62.68,62.89,60.06,65.32,64.07,66.49,65.76,61.14,67.64,67.39,65.17,66.04,62.79,68.72,67.71,70.36,69.83,64.73,72.41
14,Northern Dvina,56.21,56.71,55.5,53.29,55.47,57.87,56.9,56.47,56.62,59.4,55.29,58.48,57.74,56.53,58.37,58.58,59.02,59.1,60.32,58.83
15,Hudson Bay Coast,475.45,455.23,562.59,527.34,531.68,543.32,563.79,554.51,535.67,514.95,485.45,478.12,590.44,557.21,564.1,576.33,595.18,589.79,569.97,530.43
16,Scotland,30.31,28.14,28.75,24.75,27.57,31.85,30.21,32.39,25.3,29.87,29.53,28.55,29.21,25.13,28.1,32.46,30.75,32.98,25.92,31.2
17,Neva,62.04,62.97,60.2,57.27,60.55,61.15,62.21,65.42,59.18,62.35,62.07,64.6,62.77,60.53,63.3,65.03,65.49,69.46,61.97,65.06
18,Volga,394.51,411.05,385.43,364.97,379.86,396.57,392.02,397.77,397.34,393.21,399.47,421.33,400.43,373.3,398.12,410.01,407.02,414.02,403.6,417.09
