basin.id,basin.name,1905,1910,1915,1920,1925,1930,1935,1940,1945,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000
48,Yenisey,571.68,560.7,554.98,521.61,544.37,565.86,568.29,565.88,569.32,591.32,580.4,606.22,598.02,544.98,586.69,565.5,555.99,584.07,569.02,599.26
49,Dniester,5.15,7.72,7.61,6.26,6.06,6.76,7.07,7.26,5.93,5.82,7.03,6.74,6.85,8.05,6.92,8.35,7.02,7.17,7.54,8.26
50,"Italy, East Coast",24.85,22.78,26.55,21.23,22.14,20.89,26.28,19.57,17,22.55,22.65,25.51,23.82,21.17,23.59,25.36,21.21,20.53,23.69,23.28
51,Japan,133.75,131.54,120.4,129.43,111.42,108.9,108.07,104.87,111.29,125.03,139.25,123.67,126.62,116.74,109.73,120.55,102,128.87,108.84,119.75
52,"Caspian Sea, East Coast",21.72,16.34,20.21,20.42,18.84,22.22,18.39,21.55,16.88,18.94,22.4,19.05,20.13,22.24,21.29,27.53,18.33,22.74,18.94,18.93
53,Don,69.34,68.57,77.05,67.89,74.18,74.61,66.68,73.07,66.31,65.09,66.53,72.03,67.32,68.51,77.41,73.95,67.5,74.72,72.12,73.08
54,Danube,188.66,203.67,214.03,195.72,194.2,187.84,202.57,205.19,174.32,182.97,194.71,182.41,199.65,194.25,185.99,204.62,177.28,175.57,192.46,191.5
55,Adriatic Sea - Greece - Black Sea Coast,65.42,70.91,73.72,73.84,65.7,70.77,74.14,75.09,70.92,67.28,72.42,72.99,72.68,72.55,65.24,76.31,65.83,56.43,69.43,64.76
56,Ob,463.46,463.37,445.87,444.88,457.5,450.4,423.84,474.73,471.4,451.68,473.95,491.09,469.4,479.81,444.12,468.81,494.15,450.74,469.64,509.93
57,Po,33.02,30.88,35.95,28.93,29.8,28.52,36.87,28.38,25.12,29.33,28.24,34.78,32.37,28.92,35.69,32.81,29.6,26.48,29.96,30.46
58,Amu Darya,68.96,60.4,39.38,64.35,61.21,82.97,67.68,72.48,73.98,76.91,87.73,74.85,74.09,75.81,59.85,70.74,65.75,81.92,66.31,56.89
59,"Italy, West Coast",9.34,7.34,10.16,7.3,7.47,8.98,9.14,9.3,8.01,8.22,8.72,8.74,8.55,9.44,8.39,9.53,8.73,6.88,9.94,7.47
60,"Spain - Portugal, Atlantic Coast",17.42,18.09,22.89,19.66,21.91,21.85,24.69,21.36,23.33,21.5,18.6,29.33,26.73,24.84,23.6,27.82,25.99,20.48,27.19,27.49
61,"France, South Coast",4.63,3.86,4.58,4.22,3.75,4.46,4.9,4.46,3.74,3.75,3.78,5.1,4.26,4.74,4.39,4.01,3.66,3.32,4.78,4.16
62,Rhone,36.84,39.32,44.72,37.78,38.3,38.11,42.62,39.37,33.65,38.76,35.69,41.74,38.05,39.41,44.72,41.69,36.79,33.42,40.58,42.43
63,Mediterranean Sea Islands,7.55,7.24,7.61,5.96,7.22,8.07,7.39,8.07,7.02,7.14,7.72,6.73,6.92,7.22,7.02,6.66,6.6,6.47,7.25,6.95
64,Gironde,15.25,16.47,16.29,14.41,14.97,15.33,16.38,15.74,13.53,14.28,13.34,16.97,15.69,14.78,14.92,16.93,13.81,13.68,18.06,15.56
65,North and South Korea,39.89,44.07,44.89,48.09,46.13,42.04,51.82,41.1,39.93,39.38,54.25,49.07,50.37,54.25,38.35,44.27,54.99,51.01,47.65,60.97
66,"Bo Hai - Korean Bay, North Coast",61.4,63.33,66.44,60.76,63.51,66.36,68.04,66.93,59.46,65.33,84.12,73.9,74.33,70.42,65.03,56.59,80.13,65.68,75.66,63.64
67,"Spain, South and East Coast",11.93,10.69,11.84,11.96,10.27,11.13,12.7,12.63,10.98,10.1,10.55,13.24,12.23,13.77,10.35,9.87,8.99,11.36,11.67,9.74
68,Lake Balkash,36.69,31.55,33.76,33.67,31.24,36.98,30.07,33.27,32.19,31.69,33.37,40.91,33.57,34.34,31.13,35.83,35.7,34.28,31.07,37.24
69,Tiber,5.7,4.46,6.64,4.14,4.84,4.88,5.82,4.34,3.66,5.1,4.51,5.45,4.61,4.44,4.39,5.56,4.36,3.79,4.26,3.88
70,"Black Sea, South Coast",53.56,51.08,50.08,59.75,53.8,50.91,54.83,60.27,55.39,57.43,56.1,56.29,56.16,57.19,50.95,57.81,54.95,56.65,56.14,56.32
71,Tagus,12.02,13.36,14.64,8.17,11.35,8.61,14.76,12.94,10.27,8.3,9.47,14.44,15.55,12.36,11.76,12.55,12.03,10.25,16.19,13.81
72,"Caspian Sea, South West Coast",48.25,43.9,40.92,49.25,39.74,47.52,44.78,48.17,47.63,43.57,46.07,40.36,50.26,45.73,45.19,46.84,45.06,45.52,43.78,38.12
73,Ebro,17.19,15.71,18.52,18.57,17.78,20,21.57,20.7,17.08,16.15,15.75,21.69,20.09,20.14,18.52,19.38,15.85,16.54,18.55,17.64
74,Douro,18.43,18.58,20.49,15.48,18.81,15.96,24.92,20.72,19.25,17.08,15.16,27.57,25.5,22.64,21.38,24.65,22.31,18.67,26.6,26.48
75,"Mediterranean Sea, East Coast",41.94,43.65,39.11,47.8,44.33,39.63,37.42,51.45,47.83,40.71,43.15,39.07,44.76,44.31,35.82,45.4,39.95,37.15,38.59,38.82
76,Syr Darya,105.36,95.43,93.51,88.94,87.55,90.95,78.09,92.58,82.03,81.57,92.52,103.99,95.24,99.47,79.91,102.03,96.64,94.28,83.67,95.11
77,"Ziya He, Interior",42.67,45.26,43.51,32.32,33.07,34.48,36.13,37.36,38.65,45.6,50.29,44.71,39.87,42.55,48.38,39.15,40.7,42.15,44.6,37.04
78,China Coast,134.78,118.9,124.67,137.01,114.45,120.56,122.46,124.42,118.39,130.41,127.31,133.18,107.57,114.75,135.51,113.73,123.67,123.03,127.63,133.19
79,Huang He,117.82,125.53,113.72,97.8,90.81,88.99,104.19,80.19,93.63,112.47,98.8,111.62,107.03,103.62,107.29,93.78,98.12,97.97,97.53,91.6
80,Mediterranean South Coast,25.95,23.88,22.58,23.01,22.74,22.81,23.48,21.63,20.94,23.67,24.54,21.58,22.39,22.86,23.37,22.27,21.18,21.58,20.73,19.46
81,Guadiana,12.84,14.36,11.54,7.8,9.53,7.34,12.82,11.86,9.57,8.18,9.58,11.71,13.7,12.77,10.43,10.39,11.19,10.03,14.15,10.69
82,Central Iran,17.05,15.97,14.56,16.83,16.6,18.4,14.15,15.49,15.62,16.14,18.61,11.76,11.99,15.45,16,17.76,14.69,15.84,14.54,14.29
83,Guadalquivir,8.56,8.87,7.7,7.05,7.79,6.48,9.14,8.83,7.22,6.68,6.74,8.74,9.38,9.81,7.38,6.78,7.26,7.79,9.68,6.41
84,Tigris - Euphrates,74.75,69.88,64.32,76.02,66.87,78.69,67.1,90.89,82.61,77.71,82.27,54.36,71.57,83.43,67.63,75.83,67.26,77.45,69.06,58.36
85,Tarim Interior,30.34,28.98,27.99,29.35,29.69,31.54,30.02,24.44,25.07,28.39,26.97,19.12,25.19,23.18,25.28,25.38,21.8,31.11,20.43,20.52
86,"Africa, North West Coast",23.37,24.94,24.07,23.26,21.28,19.53,22.7,23.87,20.36,20.75,26.05,20.28,25.9,26.44,19.54,17.89,14.57,20.8,25.32,15.35
87,Nile,383.32,403.31,423.59,364.22,413.9,424.86,415.17,387.48,432.73,425.88,479.1,479.14,447.95,374.46,395.02,370.11,317.71,389.7,377.68,383.89
88,Persian Gulf Coast,5.15,6.15,5.25,6.28,5.7,6.6,5.53,5.28,7.39,5.87,7.61,5.04,4.45,4.62,5.01,6.66,4.79,5.37,4.79,5.29
89,Indus,69.02,81.97,79.77,63.7,75.22,79.04,81.1,66.34,65,85.04,109.34,84.42,82.13,68.74,105.83,94.22,89.59,96.53,90.76,58.56
90,Farahrud,1.87,1.5,1.66,1.71,1.73,1.99,1.67,1.88,1.61,1.6,2.12,1.76,0.93,1.55,1.82,2.33,1.32,2.02,1.83,1.25
91,Baja California,0.63,0.55,0.55,0.62,0.57,0.31,0.51,0.75,0.69,0.63,0.54,0.7,0.69,0.4,0.6,1.02,1.23,0.51,0.63,0.26
92,Plateau of Tibet Interior,38.21,37.04,38.42,38.61,39.56,38.63,40.91,35.5,30.17,38.79,28.32,26.59,33.08,34.8,40.21,42.03,33.76,39.87,29.03,31.13
93,"Red Sea, East Coast",1.34,1.5,1.59,1.42,1.55,1.81,1.5,1,0.56,1.13,1.95,1.44,2.99,1.21,1.39,0.44,0.77,0.94,1.93,2.03
94,Arabian Peninsula,2.78,2.26,2.9,2.75,2.37,2.72,3.12,1.6,1.8,1.38,2.14,1.88,2.28,2.92,3.08,1.9,1.73,1.63,3.68,2.16
95,Dead Sea,1.73,1.84,1.46,1.81,1.37,1.43,1.42,2.01,1.55,1.62,1.89,0.96,1.53,1.49,1.07,1.6,1.12,2.04,1.23,1.01
96,"Mexico, Northwest Coast",29.58,27.41,28.99,28.75,34.92,29.05,30.74,31.39,29.28,23.47,23.34,33.02,30.04,30.23,27.15,31.65,40.12,32.4,31.99,21.76
97,Helmand,9.98,7.73,7.9,8.15,8.52,10.24,9.34,9.24,8.02,7.35,10.03,9.46,7.46,7.46,9.33,11.93,8.6,11.69,7.91,6.75
98,Sinai Peninsula,0.06,0.02,0.02,0.04,0.01,0.01,0.01,0.02,0.03,0.01,0.04,0.04,0.04,0.02,0.01,0.01,0.01,0.05,0.01,0
99,Eastern Jordan - Syria,1.18,1.21,1.14,1.14,0.9,0.84,0.75,1.18,0.81,1.23,1.02,0.57,0.86,0.85,0.77,1.01,0.71,0.91,1.09,0.72
100,"Africa, Red Sea - Gulf of Aden Coast",4.76,3.67,2.58,1.7,3.05,4.77,4.23,1.27,0.91,3.03,3.37,2.59,5.03,2.03,5.57,3.65,0.98,2.94,3.94,3.92
101,Caribbean,36.51,31.55,36.58,27.64,28.15,31.29,41.79,34.63,29.61,35.56,33.45,34.37,30.64,37.55,26.91,38.06,25.07,29.47,32.1,31.73
102,Hamun-i-Mashkel,1.35,0.34,0.55,0.75,0.68,1.27,1.02,0.81,0.6,0.53,1.07,0.84,0.3,0.51,0.79,1.41,0.67,1.08,0.89,0.35
103,Taiwan,12.96,11.6,12.29,13.85,12.78,15.1,12.18,16.97,16.24,12.67,13.53,13.75,9.91,14.14,15.74,11.06,13.12,13.85,11.67,13.71
104,Arabian Sea Coast,2.31,1.88,1.33,2.06,1.58,2.46,2.39,1.14,1.59,1.32,2.95,2.35,0.89,1.76,1.84,2.59,1.04,2.26,2.17,1.64
105,North Gulf,9.84,7.56,9.34,10.82,10.2,12.9,13.09,11.32,10.49,9.34,10.83,12.4,12.16,12.86,12.47,9.9,11.2,10.91,10.48,11.44
106,Yangtze,513.58,502.47,497.28,493.46,437.57,453.01,496.41,433.53,440.09,497.77,525.08,470.21,468.13,473.49,509.07,480.76,497.47,474.14,493.33,511.22
107,Sabarmati,5.55,11.08,11.05,7,10.73,7.09,9.45,5.47,12.39,6.39,11.57,10.66,7.28,5.43,11.67,8.52,5.29,5.7,11.45,5.82
108,Xun Jiang,100.02,73.68,95.41,111.8,105.32,89.42,93.7,86.33,93.54,96.82,86.8,91.75,76.85,94.8,98.73,91.94,83.33,78.7,102.91,107.11
109,Hong (Red River),47.15,57.84,56.7,68.99,70.18,58.14,52.04,54.1,62.41,53.89,50.12,47.28,46.04,56.62,51.81,54.03,52.99,39.25,55.55,55.25
110,Ganges - Bramaputra,515.29,554.68,610.17,575.85,583.27,565.36,626.13,575.18,575.81,648.4,593.5,570.58,509.16,543.55,588.25,538.72,560.95,559.63,490.05,476.82
111,Yucat§n Peninsula,37.39,40.9,47.76,45.02,41.5,48.57,48.36,47.96,41.82,44.57,48.1,48.12,43.79,40.96,42.48,47.68,37.7,50.99,41.23,40.13
112,South China Sea Coast,20.5,12.73,17.62,18.29,21.39,15.09,14.99,16.06,15.89,17.27,13.79,15.44,14.15,16.62,16.41,16.75,16.46,12.84,18.24,18.71
113,Mahi,5.3,6.45,5.94,4.92,5.88,5.5,7.09,5.94,7.78,4.97,7.3,6.42,5.11,5.5,7.07,5.23,4.64,5.03,7.39,3.75
114,"Mexico, Interior",6.35,5.76,5.94,6.31,6.98,6.22,6.4,6.55,5.94,4.62,4.16,6.21,6.46,6.58,6.95,6.27,6.68,6.44,5.89,5.51
115,Pacific Central Coast,6.79,6.19,6.81,8.68,9.95,6.91,5.94,5.2,7.12,9.67,9.41,8.96,9.42,11.62,7.8,8.49,7.89,7.87,7.71,7.14
116,"Bay of Bengal, North East Coast",85.58,87.71,91.64,87.93,90.17,93.73,94.91,103.8,94.04,100.36,100.83,87.29,92.13,88.96,93.63,77.37,89.4,83.23,87.49,82.66
117,Tapti,17.88,16.57,19.02,15.7,15.67,18.89,19.37,20.78,23.54,16.38,19.15,21.13,17.1,17.54,20.13,16.05,17.36,18.21,19.39,15.02
118,Yasai,14.71,16.11,19.21,19.63,16.67,17.03,19.26,19.8,19.87,16.88,15.85,16.54,14.27,20.12,17.75,16.27,17.41,17.61,17.38,14.97
119,Philippines,105.56,122.71,109.67,127.36,142.2,124.78,129.52,109.93,112.67,111.73,121.81,129.85,115.43,110.72,118.76,89.91,123.22,121.86,106.36,135
120,Brahamani,8.57,9.37,10.4,12.5,10.48,10.26,12.24,12.16,12.44,9.12,10.43,10.23,8.81,11.82,10.59,9.62,10.64,10.15,10.21,8.3
121,North Marina Islands and Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,Mahandi,39,37.42,38.38,43.42,43.11,42.2,45.42,40.11,46.76,36.03,42.21,40.66,35.13,40.17,37.69,38.46,36.74,36.7,34.05,30.31
123,Godavari,73.03,71.4,77.7,57.74,70.2,75.51,80.77,70.53,79.16,63.42,85.37,81.27,63.93,66.49,69.97,71.43,65.99,70.89,67.77,62.46
124,Hainan,15.52,13.03,16.68,18.01,18.41,12.99,13.28,14.92,11.88,15.52,14.18,12.92,13.52,13.55,13.85,15.91,11.51,13.5,15.44,16.3
125,Mekong,256.9,310.25,285.06,275.66,326.4,264.77,281.16,308.51,283.78,336.61,300.93,318.54,293.15,298.18,280.15,277.91,267.27,265.11,297.54,303.21
126,"Viet Nam, Coast",53.63,58.05,63.48,62.18,68.34,50.04,58.67,64.62,60,68.67,63.77,59.61,56.07,59.53,58.04,60.65,54.19,51.94,56.8,60.54
127,Salween,52.32,66.08,52.25,64.75,69.45,62.39,62.76,73.29,57.29,81.63,73.08,62.42,59.3,62.08,65.98,56.65,53.01,55.38,57.73,54.82
128,India North East Coast,5.47,5.36,6.73,5.29,6.7,7.76,5.22,6.25,6.33,5.66,8.73,7.61,5.48,4.62,6.18,5.95,5.48,6.84,6.44,5.51
129,India West Coast,66.9,69.29,75.26,47.6,65.87,62.54,65.41,64.33,68.98,60.72,77.76,83.89,67.99,56.95,66.59,62.48,55.53,68.61,68.94,54.07
130,Papaloapan,23.95,19.97,24.43,28.58,26.55,32.6,28.25,25.53,28.94,29.48,30.75,37.08,29.16,33.39,29.95,30.56,27.2,29.26,29.11,35.32
131,Rio Lerma,19.5,16.83,18.35,23.44,22.56,19.24,21.64,20.35,20.28,19.24,19.72,23.45,22.99,22.72,22.95,20.31,20.83,20.19,20.02,19.42
132,Rio Verde,10.03,7.41,9.71,12.71,13.72,15.62,20.25,11.8,13.3,10.13,12.97,13.53,15.04,16.29,18.96,10.01,11.81,10.91,12.07,13.37
133,Grijalva - Usumacinta,87.76,88.99,99.64,95.87,99.94,110.63,112.36,107.84,104.01,108.13,121.09,113.11,97.22,101.04,98.6,100.7,87.68,115.68,97.7,90.12
134,Rio Balsas,17.67,13.53,17.01,26.9,42.69,41.84,35.4,23.53,27.74,34.23,35.38,37.08,36.48,33.59,36.38,30.36,37.97,26.89,29.88,34.7
135,Southern Central America,233.22,231.25,240.28,235.81,221.83,181.7,334.09,234.34,274.49,257.37,256.92,223.82,209.75,254.68,236.59,271.68,202.06,225.8,262.89,221.69
136,Isthmus of Tehuantepec,16.23,13.89,16.96,19.81,21.23,25.78,17.45,19.83,26.53,25.64,24.5,27.36,22.56,25.89,22.08,22.55,17.26,23.3,21.04,24.21
137,Irrawaddy,168.68,209.2,179.76,195.91,208.36,204.6,200.08,224.46,207.44,233.88,221.12,193.41,188.18,181.16,207,165.91,179.53,188.41,180.27,172.2
138,Sittang,20.08,22.25,19.2,20.07,21.35,20.88,24.54,27.7,21.54,27.34,27.09,23.41,21.07,24.85,24.74,19.5,15.5,18.33,19.46,17.26
139,Peninsula Malaysia,228.32,258.6,255.84,230.09,227.6,222.19,253.44,271.46,279.5,260.18,274.05,240.9,260.04,253.3,246.22,233.22,233.77,221.01,241.18,268.5
140,Krishna,55.05,54.92,68.62,33.56,44.36,52.54,49.46,52.97,60.53,49.38,74.2,68.18,57.43,45.5,65.78,56.01,45.93,59.13,59.36,44.59
141,Andaman - Nicobar Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,"Africa, West Coast",429.35,454.18,387.43,361.53,414.44,424.06,432.63,365.23,394.05,416.55,468.96,414.62,436.1,370.25,334.95,325.59,291.91,330.31,346.48,342.17
143,Caribbean Coast,102.57,105.46,107.46,108.5,100.17,84.38,122.87,94.33,102.17,103.4,106.89,85.1,95.04,100.24,112.97,117.64,108.73,103.31,102.76,113.77
144,"Africa, North Interior",11.85,10.89,10.9,11.17,8.62,10.06,10.44,10.2,9.33,13.89,14.55,12.97,12.29,9.01,10.12,8.82,7.76,9.86,8.96,5.71
145,India East Coast,5.24,5,4.98,5.38,3.01,6.03,3.98,4.14,6.6,1.97,3.94,4.41,5.19,4.22,5.62,4.52,5.1,4.49,6.32,3.53
146,Chao Phraya,32.69,48.43,44.15,43.65,47.17,40.8,45.05,51.49,36.71,58.87,48.88,48.58,46.42,45.37,47.31,40.62,33.5,37.35,39.61,45.58
147,Pennar,4.53,4.66,5.6,4.51,4.63,4.97,4.13,5.13,5.62,4.46,5.21,4.97,4.56,4.47,5.83,5.26,4.86,4.47,6.43,4.1
148,Gulf of Thailand Coast,24.47,32.42,28.81,18.04,27.38,21.37,28.76,29.73,33.4,35.27,35.71,32.88,30.76,28.73,26.3,28.88,31.49,27.25,28.43,29.75
149,Niger,312.6,338.54,287.92,325.63,351.31,356.52,348.15,309.13,341.91,349.86,383.93,358.3,352.79,311.25,286.39,283.27,221.03,283.14,331.55,299.44
150,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,Lake Chad,71.98,83.29,58.64,96.79,95.48,99.61,108.49,82.89,106.47,110.86,117.61,121.7,100.19,78,74.04,85.84,47.97,74.29,73.99,77.07
152,Senegal,67.16,54.94,49.96,50.98,48.59,52.04,62.37,44.99,59.41,60.98,63.27,58.78,62.68,44.11,42.65,35.4,31.35,40.88,40.06,38.65
153,Cauvery,29.3,26.53,29.05,23.39,23.54,24.9,25.38,25.43,28.5,22.64,27.64,28.43,30.69,25.04,26.28,24.81,23.86,28.66,29.15,26.99
154,Sri Lanka,26.41,25.82,28.78,27.47,31.45,30.88,28.97,31.7,33.47,25.07,29.92,27.45,33.76,29.93,28.35,24.56,27.33,25.22,29.23,23.48
155,India South Coast,18.88,23.38,21.21,22.74,19.67,21.95,20.79,21.36,21.59,18.1,27.01,22.75,21.56,21.3,22.71,19.05,18.67,24.79,22.51,22.07
