basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1,Arctic Ocean Islands,44.88,39.75,40.5,43.75,42.25,42.03,41.75,43.96,44.85,44.56,48.63,45.06,46.31,49.95,49.11,48.72,48.91,51.25,52.76,53.18
2,Northwest Territories,217.1,236.44,240.3,266,275.69,282.3,288.07,285.73,271.64,237.16,239.2,262.55,268.1,293.83,302.54,311.58,315.79,312.22,300.11,280
3,"Siberia, North Coast",83.17,83.28,92.21,89.55,87.17,75.64,82.8,96.57,91.58,93.38,89.31,91.59,100.88,99.79,98.66,88.17,94.45,107.34,102.3,102.06
4,"Siberia, West Coast",379.65,379.64,389.12,365.18,363.38,375.94,381.27,382.44,400.77,393.15,401.99,413.12,424.06,409.32,411.16,422.94,425.75,424.63,445.08,444.68
5,Kara Sea Coast,92.62,88.96,93.21,88.63,82.92,91.48,90.9,95.81,88.81,90.73,93.31,91.99,97.38,93.29,86.78,96.22,96.03,99.71,93.96,96.52
6,Lena,289.65,293.1,290.51,283.07,300.28,295.01,272.74,300.03,303.63,312.36,303.77,313.39,309.24,308.25,327.54,325.13,298.91,324.02,330.52,341.8
7,Pacific and Arctic Coast,385.1,409.1,410.94,363.64,385.65,399.88,418.49,453.14,392.99,389.92,407.64,443.88,451.33,409.22,432.23,448.35,468.21,502.55,447.02,436.82
8,"Scandinavia, North Coast",243.61,227.2,246.01,232.57,244.2,238.11,241.21,258.27,234.14,245.03,247.18,236.1,255.43,243.49,256.22,250.83,254.07,272.01,247.35,269.42
9,"Russia, Barents Sea Coast",117.49,116.33,123.05,112.79,120.99,120.16,113.52,118.81,121.21,124.18,120.46,122.08,126.96,119.93,126.83,125.08,119.2,125.69,127.53,129.55
10,Mackenzie,306.58,348.99,346.3,348.02,357.33,331.32,355.42,372.13,359.48,311.41,313.62,359.72,358.43,360.2,370.03,347.94,366.12,385,373.32,333.95
11,Iceland,46.53,47.7,36.03,46.01,45.88,43.65,42.9,48.17,41.46,44.55,46.56,49.55,38.04,48.35,48.15,46.08,45.44,51.15,44.42,47.98
12,Sweden,165.7,166.09,172.04,159.34,169.44,169.3,173.89,169.99,162,184.42,171.73,176.01,182.03,169.97,181.12,183.68,187.53,185.85,175.11,211.11
13,Finland,66.08,62.16,62.5,59.51,64.63,63.44,66.13,65.31,60.35,66.7,66.6,63.35,64.71,61.14,66.44,66.38,69.27,69.01,63.66,71.33
14,Northern Dvina,56.01,56.79,55.38,53.14,55.23,57.82,56.57,56.02,56.55,59.01,54.53,58.45,57.39,55.83,57.95,58.3,57.2,58.02,59.31,58.56
15,Hudson Bay Coast,471.45,451.78,556.16,520.41,525.78,535.26,557.26,544.22,523.81,502.01,470.72,466.87,569.83,537.23,545.46,555.68,577.65,564.81,548,505.73
16,Scotland,30.34,28.26,28.87,24.77,27.66,31.87,30.27,32.49,25.47,30.01,29.65,28.79,29.3,25.3,28.35,32.53,31.03,33.37,26.31,31.58
17,Neva,62.58,63.03,59.26,56.89,60.63,61.39,62.97,65.25,58.44,63.59,64,65.89,62.43,60.78,64.69,67.94,69.54,72.85,64.09,69.95
18,Volga,389.54,407.21,378.94,357.55,375.19,391.75,384.7,387.65,387.49,381.57,387.36,410.47,383.97,356.1,383.88,402.58,396.74,401.68,388.26,402.51
19,Atlantic Ocean Seaboard,169.08,168.89,191.13,191.32,190.47,206.7,180.21,178.28,192.39,177.37,164.75,169.62,190.95,192.1,190.78,207.66,181.6,179.24,194.48,188.3
20,Baltic Sea Coast,13.04,12.32,11.4,10.03,11.29,13.35,12.04,12.2,10.81,12.35,13.14,12.37,11.87,10.12,11.67,14.1,12.86,13.2,11.47,13.37
21,Denmark - Germany Coast,13.31,13.64,14.97,12.35,12.28,15.11,14.12,13.86,13.05,15.85,13.46,14.36,16.07,13.48,13.05,16.51,15.42,15.07,13.93,17.21
22,Narva,9.35,10.54,8.85,8.6,9.18,9.66,9.33,9.3,9.32,9.63,9.32,10.3,8.97,8.19,9.07,10.43,10.42,10.51,9.77,9.73
23,Saskatchewan - Nelson,289.02,262.4,286.15,304.02,273.36,278.64,285.66,274.35,301.72,258.62,275.9,259.22,280.04,299.55,267.7,274.61,279.7,268.92,293.87,254.6
24,Ireland,22.86,23.01,22.11,20.4,21.36,25.59,22.09,23.34,21.7,24.27,22.44,23.83,22.96,21.37,22.37,26.63,23.14,24.74,22.86,26.29
25,Daugava,15.12,15.46,14.32,13.07,14.49,14.19,14.07,15.28,13.56,14.94,14.92,15.68,13.41,13.09,14.1,15.08,14.52,16.79,14.27,14.25
26,England and Wales,38.47,39.05,38.18,36.21,35.3,41.2,38.59,36.69,35.54,44.05,37.72,39.94,38.67,37,36.24,42.04,39.57,37.37,36.07,46.75
27,Fraser,91.25,92.78,95.93,91.18,88.17,85.24,83.19,92.27,98.69,83.74,92.05,98.99,103.11,98.45,96.63,92.36,91.28,101.83,109.28,97.53
28,Ems - Weser,11.79,11.36,12.08,10.92,10.6,12.28,12.21,11.42,11.69,12.31,11.55,11.52,12.34,10.89,10.66,12.51,12.65,11.68,11.6,12.58
29,Oder,19.26,19.61,20.19,18.83,19.03,19.42,20.08,19.16,19.69,19.16,18.9,19.51,20.12,18.8,19.75,19.67,19.35,18.08,20.17,20.23
30,Wisla,33.08,34.71,35.03,34.46,32.66,34.53,35.05,35.04,34.79,32.81,31.98,34.28,34.17,33.78,32.89,34.03,33.02,32.74,33.16,31.58
31,Elbe,27.67,27.02,28.72,26.24,25.63,27.38,28.24,25.97,28.02,28,27.46,27.35,29.04,26.07,25.85,26.79,27.69,25.74,27.66,27.36
32,Rhine,52.39,52.43,55.74,48.48,48.78,56.66,53.18,49.77,50.15,58.68,48.93,50.78,53.87,46.35,46.82,53.89,50.79,47.53,47.07,54.75
33,Poland Coast,7.77,8.13,8,8.01,7.5,9.23,8.18,7.87,7.84,8.23,8.15,8.56,8.44,8.27,7.98,10.17,8.88,8.59,8.58,9.24
34,Churchill,36.44,35.13,41.78,43.68,46.52,50.85,41.65,41.55,44.15,39.24,36.59,37.2,44.3,46.71,49.63,54.49,44.65,44.38,48.27,43.61
35,Neman,19.19,19.74,18.98,17.59,18.19,18.88,19.85,18.84,18.02,19.16,18.84,20.34,18,17.76,19.02,20.05,19.82,19.14,19.21,19.41
36,Scheldt,7.32,8.11,8.32,6.5,7.32,8.02,7.37,6.86,7.47,9.49,6.78,7.71,7.93,5.68,7.02,7.89,7.36,6.42,7.02,8.91
37,"Russia, South East Coast",20.42,21.94,18.81,22.7,15.66,17.29,18.19,16.85,18.64,17.58,18.85,20.04,17.11,20.47,13.81,15.47,16.17,14.98,16.68,14.7
38,Ural,16.09,16.86,16.39,17.06,14.5,17.29,16.64,16.38,15.67,15.1,15.62,16.28,15.69,16.77,14.47,16.68,16.48,16.14,15.38,15.46
39,Dnieper,119.87,116.99,113.87,115.1,118.21,118.68,117.55,120.9,121.19,113.75,116.94,116.24,113.45,115.06,117.38,117.23,115.43,118.12,118.52,107.78
40,St Lawrence,96.03,82.82,113.44,115.78,119.72,107.32,95.56,106.2,111.39,98.38,95.09,84.52,113.46,117.79,122.1,110.33,98.98,108.75,116.18,104.83
41,"France, West Coast",15.95,20.53,18.78,15.46,16.08,20.21,16.6,14.7,16.98,20.69,14.55,20.12,18.43,15.01,15.76,19.74,16.37,13.85,16.51,19.7
42,Gobi Interior,52.17,52.52,44.55,48.13,47.18,42.49,50.56,42.99,48.11,44.92,51.53,52.13,45.6,48.98,47.51,45.13,51.18,46.46,51.34,46.8
43,Amur,333.99,340.39,311.61,328.69,301.41,315.02,324.91,321.28,314.56,312.84,329.84,342.66,318.66,330.54,306.68,317.23,326.47,325.37,317.12,311.29
44,Loire,19.24,22.53,21.7,20.64,21.27,25.94,20.45,19.17,20.15,22,16.84,21.32,20.61,18.4,19.86,24.36,19,17.69,18.58,18.85
45,Caspian Sea Coast,45.3,49.18,47.69,45.44,41.07,47.67,40.64,49.22,44.16,40.04,42.46,46.8,45.52,43.31,39.2,45.36,39.88,47.04,42.21,38.48
46,Seine,12.63,12.64,12.92,11.69,12.1,13.55,11.9,11.96,11.23,13.13,11.06,11.56,12.26,10.41,11.19,12.97,11.59,10.48,10.36,10.84
47,"Black Sea, North Coast",38.19,38.28,35.89,37.42,39.05,37.97,34.82,40.46,38.96,33.45,35.11,36.4,33.66,34.9,36.15,35.23,32.49,36.96,35.56,29.94
48,Yenisey,619.46,631.64,620.89,570.92,619.42,595.09,589.05,626.18,617.99,632.7,629.86,659.1,644.31,606.17,649.99,628.19,621.43,656.44,646.42,659.44
