basin.id,runoff.max,year
1,1149.1,1970
1,1149.1,1975
1,1149.1,1980
1,1149.1,1985
1,1149.1,1990
1,1149.1,1995
1,1149.1,2000
1,1149.1,2005
1,1149.1,2010
1,1149.1,2015
1,1149.1,2020
1,1149.1,2025
1,1149.1,2030
1,1149.1,2035
1,1149.1,2040
1,1149.1,2045
1,1149.1,2050
1,1149.1,2055
1,1149.1,2060
1,1149.1,2065
1,1149.1,2070
1,1149.1,2075
1,1149.1,2080
1,1149.1,2085
1,1149.1,2090
1,1149.1,2095
1,1149.1,2100
2,1194.9,1970
2,1194.9,1975
2,1194.9,1980
2,1194.9,1985
2,1194.9,1990
2,1194.9,1995
2,1194.9,2000
2,1194.9,2005
2,1194.9,2010
2,1194.9,2015
2,1194.9,2020
2,1194.9,2025
2,1194.9,2030
2,1194.9,2035
2,1194.9,2040
2,1194.9,2045
2,1194.9,2050
2,1194.9,2055
2,1194.9,2060
2,1194.9,2065
2,1194.9,2070
2,1194.9,2075
2,1194.9,2080
2,1194.9,2085
2,1194.9,2090
2,1194.9,2095
2,1194.9,2100
3,614.5,1970
3,614.5,1975
3,614.5,1980
3,614.5,1985
3,614.5,1990
3,614.5,1995
3,614.5,2000
3,614.5,2005
3,614.5,2010
3,614.5,2015
3,614.5,2020
3,614.5,2025
3,614.5,2030
3,614.5,2035
3,614.5,2040
3,614.5,2045
3,614.5,2050
3,614.5,2055
3,614.5,2060
3,614.5,2065
3,614.5,2070
3,614.5,2075
3,614.5,2080
3,614.5,2085
3,614.5,2090
3,614.5,2095
3,614.5,2100
4,1477.8,1970
4,1477.8,1975
4,1477.8,1980
4,1477.8,1985
4,1477.8,1990
4,1477.8,1995
4,1477.8,2000
4,1477.8,2005
4,1477.8,2010
4,1477.8,2015
4,1477.8,2020
4,1477.8,2025
4,1477.8,2030
4,1477.8,2035
4,1477.8,2040
4,1477.8,2045
4,1477.8,2050
4,1477.8,2055
4,1477.8,2060
4,1477.8,2065
4,1477.8,2070
4,1477.8,2075
4,1477.8,2080
4,1477.8,2085
4,1477.8,2090
4,1477.8,2095
4,1477.8,2100
5,465.3,1970
5,465.3,1975
5,465.3,1980
5,465.3,1985
5,465.3,1990
5,465.3,1995
5,465.3,2000
5,465.3,2005
5,465.3,2010
5,465.3,2015
5,465.3,2020
5,465.3,2025
5,465.3,2030
5,465.3,2035
5,465.3,2040
5,465.3,2045
5,465.3,2050
5,465.3,2055
5,465.3,2060
5,465.3,2065
5,465.3,2070
5,465.3,2075
5,465.3,2080
5,465.3,2085
5,465.3,2090
5,465.3,2095
5,465.3,2100
6,846.3,1970
6,846.3,1975
6,846.3,1980
6,846.3,1985
6,846.3,1990
6,846.3,1995
6,846.3,2000
6,846.3,2005
6,846.3,2010
6,846.3,2015
6,846.3,2020
