basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1,Arctic Ocean Islands,301.52,272.95,277.42,300.14,290.26,288.03,286.52,301.32,306.65,306.39,334.79,310.05,316.59,342.27,336.79,333.73,332.9,348.73,358.33,362.76
2,Northwest Territories,309.51,345.24,352.01,390.62,405.93,417.79,428.49,426.53,408.37,360.69,365.95,403.53,414.34,455.3,469.82,487.16,496.8,492.78,479.99,450.51
3,"Siberia, North Coast",129.31,132.45,146.82,142.51,138.46,120.37,133.13,154.12,146.97,150.18,144.83,149.32,164.54,162.42,160.04,144.15,156.27,176.55,169.46,169.36
4,"Siberia, West Coast",730.09,747.73,766.95,721.38,720.43,748.75,761.93,761.89,799.3,790.12,810.28,833.97,862.45,836.5,842.07,879.72,892.05,884.32,927.47,942.79
5,Kara Sea Coast,115,114.04,118.91,113.72,107.24,118.09,117.73,124.58,116.25,119.76,124.18,124.13,129.39,126.14,120.48,130.39,131.7,137.56,130.25,135.69
6,Lena,391.37,406.5,402.16,390.75,415.78,409.29,378.67,416.07,425.02,436.51,425.88,439.89,435.55,432.71,459.04,458.71,424.29,459.04,472.19,482.49
7,Pacific and Arctic Coast,969.6,1062.93,1071.94,955.73,1016.89,1056.62,1113.06,1209.25,1062.75,1063.51,1118.69,1225.14,1255.96,1156.94,1229.52,1277.91,1331.99,1434.24,1302.46,1288.34
8,"Scandinavia, North Coast",395.16,372.66,407.61,382.53,404.92,392.95,399.27,431.26,385.34,405.94,410.12,388.88,423.21,402.04,425.94,414.23,420.56,453.78,406.25,446.97
9,"Russia, Barents Sea Coast",128.12,130.51,138.14,126.92,135.78,135.03,128.29,133.99,136.6,139.96,135.86,137.77,143.58,136.26,143.38,141.84,137.09,143.38,145.13,146.11
10,Mackenzie,300.81,349.52,347.85,350.17,360.96,336.59,362.05,380.63,369.14,324.97,328.76,377.18,378.68,382.88,395.8,375.06,396.74,416.93,407.28,370.83
11,Iceland,109.08,115.9,86.46,111.47,111.15,105.43,103.23,116.15,99.25,106.95,111.82,118.81,89.67,115.09,115.04,109.49,107.58,120.94,104.24,113.49
12,Sweden,191.5,195.24,202.82,186.94,199.77,199.06,204.02,200.17,189.43,215.75,201.04,205.07,213.62,198.74,212.7,214.31,217.89,216.48,204.18,242.51
13,Finland,71.08,68.38,68.82,65.58,71.25,70.09,73.2,72.22,66.85,74.34,74.36,71.08,72.85,69.04,75.13,74.65,78.09,77.5,71.61,80.64
14,Northern Dvina,43.6,45.09,44.07,42.3,43.94,46.01,45.11,44.81,44.62,46.98,44.37,46.1,45.37,44.34,45.89,46.52,46.19,46.31,46.73,46.97
15,Hudson Bay Coast,536.79,527.69,651.26,610.33,615.8,629.83,654.45,643.6,622.85,601.44,565.56,562.8,688.39,651.93,660.59,678.95,700.31,694.66,676.95,637.83
16,Scotland,56.53,54.58,55.82,47.46,53.41,62.22,58.85,63.41,48.98,58.35,57.65,55.82,56.99,48.7,55.05,63.99,60.68,65.42,50.92,61.87
17,Neva,60.02,63.16,59.64,56.68,60.19,61.16,62.8,64.81,58.18,62.63,62.72,65.24,62.13,59.33,62.4,65.61,67.05,69.19,61.98,66.68
18,Volga,276.77,295.71,274.9,258.97,269.15,282.83,278.36,280.15,276.76,274.19,278.41,292.43,273.04,252.5,264.38,282.51,279.02,280.05,267.64,285.85
19,Atlantic Ocean Seaboard,295.96,305.16,347.81,348.49,347.74,378.79,328.89,326.06,353.32,325.13,301.77,312.34,353.73,356.13,356.11,387.45,339.2,336.66,365.26,353.63
20,Baltic Sea Coast,15.56,15.14,14.08,12.37,13.93,16.53,14.85,15.13,13.35,15.22,16.2,15.19,14.75,12.66,14.34,17.38,15.89,16.43,14.22,16.51
21,Denmark - Germany Coast,20.89,22.13,24.28,19.95,20,24.34,22.81,22.3,21.08,25.37,21.6,22.96,25.62,21.06,21.11,25.85,24.21,23.84,22.37,26.73
22,Narva,8.8,10.16,8.63,8.34,8.87,9.42,9.01,8.99,8.97,9.3,9.13,9.92,8.8,8.08,8.63,9.95,9.66,9.76,9.38,9.32
23,Saskatchewan - Nelson,136.47,126.68,138.14,146.48,132.67,135.09,138.63,133.83,147.73,127.89,137.29,129.41,140.29,148.98,135.36,138.44,141.14,136.72,150.25,132.55
24,Ireland,39.96,41.96,40.31,36.98,38.95,46.9,40.44,42.62,39.53,44.31,41.18,43.6,42.1,38.85,41.09,49.51,42.84,45.27,41.97,48.51
25,Daugava,12.89,13.64,12.58,11.43,12.56,12.58,12.35,12.99,12.06,12.73,13.18,13.5,11.93,11.19,11.75,12.72,12.11,13.06,12.02,12.02
26,England and Wales,38.96,40.94,40.01,37.92,37.01,43.2,40.48,38.45,37.26,46.12,39.43,41.66,40.4,38.49,37.86,43.95,41.29,39.05,37.74,49.33
27,Fraser,120.69,126.8,130.25,125.21,121.91,118.41,116.44,126.18,133.04,116.83,125.67,133.86,137.98,133.77,131.9,127.02,126,138.1,145.9,133.91
28,Ems - Weser,11.98,11.95,12.65,11.56,11.26,12.84,12.68,12.06,12.21,12.85,12.05,12.11,12.78,11.54,11.51,12.9,12.89,12.22,12.33,13.27
29,Oder,12.39,12.9,13.29,12.37,12.48,12.78,13.13,12.72,12.92,12.6,12.23,12.72,13.17,12.16,12.49,12.65,12.49,11.98,12.79,12.8
30,Wisla,23.66,25.2,25.53,25.12,23.59,25.2,25.46,25.53,25.07,23.72,23.28,24.58,24.57,24.56,23.13,24.57,24.23,23.93,23.98,22.94
31,Elbe,21.04,20.98,22.16,20.44,19.98,21.35,21.75,20.06,21.58,21.58,21.24,20.92,22.15,20.19,20.17,21,21.09,19.85,21.38,21.37
32,Rhine,57.16,58.94,63.16,54.98,55.47,64.15,60.79,57.73,57.56,67.86,56.48,58.57,63.04,54.66,55.58,63.85,61.39,58.12,57.45,67.34
33,Poland Coast,7.14,7.77,7.61,7.58,6.97,8.58,7.74,7.35,7.22,7.55,7.41,7.92,7.7,7.73,7.07,8.98,7.87,7.49,7.52,8
34,Churchill,49.07,49.36,58.83,61.26,65.2,71.07,58.67,58.27,62.04,55.55,51.91,52.68,62.64,65.59,69.61,76.58,63.73,62.89,68.33,63.1
35,Neman,15.02,15.84,15.19,14.23,14.15,15.01,15.54,14.93,14.21,14.97,15.05,15.76,14.6,14.02,14.15,15,15.21,14.72,14.15,14.82
