basin.id,basin.name,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
1,Arctic Ocean Islands,45.33,40.09,40.83,44.14,42.77,42.51,42.24,44.18,44.9,45.48,49.61,45.94,46.36,50.03,49.55,49.44,48.96,51.69,52.82,53
2,Northwest Territories,225.28,245.02,249.97,276.8,287.67,296.63,304.13,303.2,292.09,260.07,264.9,290.59,299.46,328.39,338.6,352.24,359.31,357.36,350.74,332.4
3,"Siberia, North Coast",83.99,84.32,93.44,90.67,87.97,76.54,84.96,98.06,93.93,96,92.82,95.9,105.5,103.99,102.56,92.34,100.4,113.12,109.22,108.98
4,"Siberia, West Coast",385.65,386.43,396.03,372.96,374.14,389,396.37,395.97,415.89,412,423.96,436.81,452.04,439.52,446.31,466.98,472.48,470.03,493.89,506.52
5,Kara Sea Coast,95.43,92.53,96.33,92.35,87.46,96.3,96.11,101.97,95.54,98.71,102.66,103.36,107.19,105.26,101.77,109.67,110.72,116.05,110.38,115.32
6,Lena,291.74,295.36,292.94,286.07,302.54,298.38,278.64,303.33,310.37,317.69,312.8,320.37,320.49,320.3,338.08,336.75,317.68,339.43,350.68,355.78
7,Pacific and Arctic Coast,398.2,423.35,427.13,381.68,406.41,422.11,444.6,482.71,426.08,426.29,449.17,491.63,505.37,466.56,496.84,515.68,535.61,577.65,528.12,521.09
8,"Scandinavia, North Coast",243,226.58,244.99,231.51,243.11,236.76,239.95,256.57,232.52,242.82,244.76,233.59,251.74,240.02,252.08,245.75,249.31,266.39,242.03,262.33
9,"Russia, Barents Sea Coast",117.88,116.64,123.55,113.43,121.46,120.94,115.1,119.9,122.39,125.28,121.65,123.55,129.15,122.59,129.15,128.07,124.19,129.39,131.22,131.2
10,Mackenzie,312.85,356.33,354.89,357.56,368.65,343.56,369.96,388.94,377.22,332.52,334.96,384.66,386.65,392.09,405.3,384.03,407.81,427.53,417.46,381.11
11,Iceland,46.01,47.03,35.4,45.24,45.04,42.81,41.83,46.86,40.08,43.13,44.93,47.48,35.95,45.86,45.7,43.51,42.58,47.7,41.09,44.65
12,Sweden,164.96,164.58,170.57,157.39,167.64,166.74,170.71,167.57,158.38,179.66,168.27,170.87,177.18,164.07,175.39,175.72,178.78,176.72,167.99,196.69
