INPUT_TABLE
Variable ID
RenewRsrcCurves

region,renewresource,sub.renewable.resource,grade,available,extractioncost
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade2,0.0498353354726423,1.1358024691358e-05
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade3,0.0996706709452847,2.08641975308642e-05
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade4,0.149506006417927,4.66666666666667e-05
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade5,0.199341341890569,9.69135802469136e-05
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade6,0.249176677363212,0.000179753086419753
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade7,0.299012012835854,0.000303333333333333
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade8,0.348847348308496,0.000475802469135802
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade9,0.398682683781139,0.000705308641975309
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade10,0.448518019253781,0.001
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade11,0.449518019253781,0.01
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade12,0.510682683781139,0.0304018502536689
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade13,0.571847348308496,0.0811741334817849
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade14,0.633012012835854,0.158900751596692
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade15,0.694176677363212,0.260165606510734
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade16,0.755341341890569,0.381552600136255
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade17,0.816506006417927,0.519645634385598
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade18,0.877670670945285,0.671028611171107
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade19,0.938835335472642,0.832285432405126
Africa_Eastern,Africa-East Central Coast-water withdrawals,runoff,grade20,1,1
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade2,0.046021997511451,1.1358024691358e-05
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade3,0.092043995022902,2.08641975308642e-05
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade4,0.138065992534353,4.66666666666667e-05
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade5,0.184087990045804,9.69135802469136e-05
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade6,0.230109987557255,0.000179753086419753
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade7,0.276131985068706,0.000303333333333333
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade8,0.322153982580157,0.000475802469135803
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade9,0.368175980091608,0.000705308641975309
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade10,0.414197977603059,0.001
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade11,0.415197977603059,0.01
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade12,0.480175980091608,0.0305292081932265
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade13,0.545153982580157,0.0806673637966146
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade14,0.610131985068706,0.157311074185106
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade15,0.675109987557255,0.257356946733644
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade16,0.740087990045804,0.37770158881717
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade17,0.805065992534353,0.515241607810627
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade18,0.870043995022902,0.666873611088956
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade19,0.935021997511451,0.829494206027099
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,runoff,grade20,1,1
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade1,0,1e-05
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade2,0.0114563769814737,1.1358024691358e-05
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade3,0.0229127539629473,2.08641975308642e-05
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade4,0.034369130944421,4.66666666666667e-05
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade5,0.0458255079258947,9.69135802469136e-05
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade6,0.0572818849073683,0.000179753086419753
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade7,0.068738261888842,0.000303333333333333
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade8,0.0801946388703157,0.000475802469135803
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade9,0.0916510158517893,0.000705308641975309
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade10,0.103107392833263,0.001
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade11,0.104107392833263,0.01
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade12,0.203651015851789,0.0400083906141465
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade13,0.303194638870316,0.0900146835747563
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade14,0.402738261888842,0.16001887888183
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade15,0.502281884907368,0.250020976535366
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade16,0.601825507925895,0.360020976535366
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade17,0.701369130944421,0.49001887888183
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade18,0.800912753962947,0.640014683574756
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade19,0.900456376981474,0.810008390614146
Africa_Eastern,Africa-North Interior-water withdrawals,runoff,grade20,1,1
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade2,0.0370145573336327,1.1358024691358e-05
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade3,0.0740291146672653,2.08641975308642e-05
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade4,0.111043672000898,4.66666666666666e-05
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade5,0.148058229334531,9.69135802469135e-05
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade6,0.185072786668163,0.000179753086419753
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade7,0.222087344001796,0.000303333333333333
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade8,0.259101901335429,0.000475802469135802
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade9,0.296116458669061,0.000705308641975309
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade10,0.333131016002694,0.001
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade11,0.334131016002694,0.01
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade12,0.408116458669061,0.0312411408937522
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade13,0.482101901335429,0.0801322034251567
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade14,0.556087344001796,0.15433309893946
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade15,0.630072786668163,0.25150373878191
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade16,0.704058229334531,0.369304034297753
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade17,0.778043672000898,0.505393896832237
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade18,0.852029114667265,0.657433237730608
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade19,0.926014557333633,0.823081968338113
Africa_Northern,Africa-North West Coast-water withdrawals,runoff,grade20,1,1
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade2,0.00333163683651797,3.14800493621014e-05
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade3,0.00666327367303593,7.50900863836774e-05
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade4,0.0099949105095539,0.000140830111064728
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade5,0.0133265473460719,0.000228700123405254
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade6,0.0166581841825898,0.000338700123405254
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade7,0.0199898210191078,0.000470830111064728
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade8,0.0233214578556258,0.000625090086383678
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade9,0.0266530946921437,0.000801480049362101
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade10,0.0299847315286617,0.001
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade11,0.0309847315286617,0.01
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade12,0.138653094692144,0.05515271966478
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade13,0.246321457855626,0.116517259413365
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade14,0.353989821019108,0.194093619245755
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade15,0.46165818418259,0.28788179916195
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade16,0.569326547346072,0.39788179916195
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade17,0.676994910509554,0.524093619245755
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade18,0.784663273673036,0.666517259413365
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade19,0.892331636836518,0.82515271966478
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,runoff,grade20,1,1
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade1,0,1e-05
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade2,0.0596400217909176,1.1358024691358e-05
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade3,0.119280043581835,2.08641975308642e-05
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade4,0.178920065372753,4.66666666666667e-05
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade5,0.23856008716367,9.69135802469136e-05
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade6,0.298200108954588,0.000179753086419753
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade7,0.357840130745505,0.000303333333333333
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade8,0.417480152536423,0.000475802469135802
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade9,0.47712017432734,0.000705308641975309
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade10,0.536760196118258,0.001
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade11,0.537760196118258,0.01
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade12,0.58912017432734,0.0303697246541532
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade13,0.640480152536423,0.0829526010772284
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade14,0.691840130745505,0.163546236583885
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade15,0.743200108954588,0.267948238488784
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade16,0.79456008716367,0.391956214106584
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade17,0.845920065372753,0.531367770751946
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade18,0.897280043581835,0.68198051573953
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade19,0.948640021790918,0.839592056383994
Africa_Southern,Africa-South Interior-water withdrawals,runoff,grade20,1,1
Africa_Western,Africa-West Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Western,Africa-West Coast-water withdrawals,runoff,grade2,0.00542968147070685,0.01
Africa_Western,Africa-West Coast-water withdrawals,runoff,grade3,1,1
Brazil,Amazon-water withdrawals,runoff,grade1,0,1e-05
Brazil,Amazon-water withdrawals,runoff,grade2,0.0580617697252773,1.1358024691358e-05
Brazil,Amazon-water withdrawals,runoff,grade3,0.116123539450555,2.08641975308642e-05
Brazil,Amazon-water withdrawals,runoff,grade4,0.174185309175832,4.66666666666667e-05
Brazil,Amazon-water withdrawals,runoff,grade5,0.232247078901109,9.69135802469136e-05
Brazil,Amazon-water withdrawals,runoff,grade6,0.290308848626387,0.000179753086419753
Brazil,Amazon-water withdrawals,runoff,grade7,0.348370618351664,0.000303333333333333
Brazil,Amazon-water withdrawals,runoff,grade8,0.406432388076941,0.000475802469135803
Brazil,Amazon-water withdrawals,runoff,grade9,0.464494157802219,0.000705308641975309
Brazil,Amazon-water withdrawals,runoff,grade10,0.522555927527496,0.001
Brazil,Amazon-water withdrawals,runoff,grade11,0.523555927527496,0.01
Brazil,Amazon-water withdrawals,runoff,grade12,0.576494157802219,0.0303521217370828
Brazil,Amazon-water withdrawals,runoff,grade13,0.629432388076941,0.0826296562745626
Brazil,Amazon-water withdrawals,runoff,grade14,0.682370618351664,0.162755413654725
Brazil,Amazon-water withdrawals,runoff,grade15,0.735308848626387,0.266652203919855
Brazil,Amazon-water withdrawals,runoff,grade16,0.788247078901109,0.390242837112237
Brazil,Amazon-water withdrawals,runoff,grade17,0.841185309175832,0.529450123274158
Brazil,Amazon-water withdrawals,runoff,grade18,0.894123539450555,0.680196872447902
Brazil,Amazon-water withdrawals,runoff,grade19,0.947061769725277,0.838405894675754
Brazil,Amazon-water withdrawals,runoff,grade20,1,1
Central Asia,Amu Darya-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Amu Darya-water withdrawals,runoff,grade2,0.133449862341971,1.1358024691358e-05
Central Asia,Amu Darya-water withdrawals,runoff,grade3,0.266899724683942,2.08641975308642e-05
Central Asia,Amu Darya-water withdrawals,runoff,grade4,0.400349587025913,4.66666666666667e-05
Central Asia,Amu Darya-water withdrawals,runoff,grade5,0.533799449367884,9.69135802469136e-05
Central Asia,Amu Darya-water withdrawals,runoff,grade6,0.667249311709856,0.000179753086419753
Central Asia,Amu Darya-water withdrawals,runoff,grade7,0.800699174051827,0.000303333333333333
Central Asia,Amu Darya-water withdrawals,runoff,grade8,0.934149036393798,0.000475802469135803
Central Asia,Amu Darya-water withdrawals,runoff,grade9,1.06759889873577,0.000705308641975309
Central Asia,Amu Darya-water withdrawals,runoff,grade10,1.20104876107774,0.001
Central Asia,Amu Darya-water withdrawals,runoff,grade11,1.20204876107774,0.01
Central Asia,Amu Darya-water withdrawals,runoff,grade12,1.31304876107774,0.0303834567829809
Central Asia,Amu Darya-water withdrawals,runoff,grade13,1.42404876107774,0.0831482097820293
Central Asia,Amu Darya-water withdrawals,runoff,grade14,1.53504876107774,0.164018333106369
Central Asia,Amu Darya-water withdrawals,runoff,grade15,1.64604876107774,0.268717900865221
Central Asia,Amu Darya-water withdrawals,runoff,grade16,1.75704876107774,0.392970987167811
Central Asia,Amu Darya-water withdrawals,runoff,grade17,1.86804876107774,0.532501666123361
Central Asia,Amu Darya-water withdrawals,runoff,grade18,1.97904876107774,0.683034011841093
Central Asia,Amu Darya-water withdrawals,runoff,grade19,2.09004876107774,0.840292098430231
Central Asia,Amu Darya-water withdrawals,runoff,grade20,2.20104876107774,1
Central Asia,Amur-water withdrawals,runoff,grade1,0,1e-05
Central Asia,Amur-water withdrawals,runoff,grade2,0.0545660027364928,1.1358024691358e-05
Central Asia,Amur-water withdrawals,runoff,grade3,0.109132005472986,2.08641975308642e-05
Central Asia,Amur-water withdrawals,runoff,grade4,0.163698008209478,4.66666666666667e-05
Central Asia,Amur-water withdrawals,runoff,grade5,0.218264010945971,9.69135802469136e-05
Central Asia,Amur-water withdrawals,runoff,grade6,0.272830013682464,0.000179753086419753
Central Asia,Amur-water withdrawals,runoff,grade7,0.327396016418957,0.000303333333333333
Central Asia,Amur-water withdrawals,runoff,grade8,0.381962019155449,0.000475802469135803
Central Asia,Amur-water withdrawals,runoff,grade9,0.436528021891942,0.000705308641975309
Central Asia,Amur-water withdrawals,runoff,grade10,0.491094024628435,0.001
Central Asia,Amur-water withdrawals,runoff,grade11,0.492094024628435,0.01
Central Asia,Amur-water withdrawals,runoff,grade12,0.548528021891942,0.0303415535072844
Central Asia,Amur-water withdrawals,runoff,grade13,0.604962019155449,0.0819601047787792
Central Asia,Amur-water withdrawals,runoff,grade14,0.661396016418957,0.161057488325471
Central Asia,Amur-water withdrawals,runoff,grade15,0.717830013682464,0.263835538658346
Central Asia,Amur-water withdrawals,runoff,grade16,0.774264010945971,0.386496090288391
Central Asia,Amur-water withdrawals,runoff,grade17,0.830698008209478,0.525240977726592
Central Asia,Amur-water withdrawals,runoff,grade18,0.887132005472986,0.676272035483936
Central Asia,Amur-water withdrawals,runoff,grade19,0.943566002736493,0.83579109807141
Central Asia,Amur-water withdrawals,runoff,grade20,1,1
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade1,0,1e-05
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade2,0.0649818564331508,1.1358024691358e-05
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade3,0.129963712866302,2.08641975308642e-05
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade4,0.194945569299452,4.66666666666667e-05
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade5,0.259927425732603,9.69135802469136e-05
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade6,0.324909282165754,0.000179753086419753
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade7,0.389891138598905,0.000303333333333333
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade8,0.454872995032055,0.000475802469135802
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade9,0.519854851465206,0.000705308641975309
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade10,0.584836707898357,0.001
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade11,0.585836707898357,0.01
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade12,0.631854851465206,0.0304790582531695
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade13,0.677872995032055,0.0841257606667702
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade14,0.723891138598905,0.166316932073492
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade15,0.769909282165754,0.272429397306024
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade16,0.815927425732603,0.397839981197058
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade17,0.861945569299452,0.537925508579282
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade18,0.907963712866302,0.688062804285387
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade19,0.953981856433151,0.843628693148063
Africa_Southern,Angola-Coast-water withdrawals,runoff,grade20,1,0.999999999999999
Middle East,Arabian Peninsula-water withdrawals,runoff,grade1,0,1e-05
Middle East,Arabian Peninsula-water withdrawals,runoff,grade2,0.0522374439954888,1.1358024691358e-05
Middle East,Arabian Peninsula-water withdrawals,runoff,grade3,0.104474887990978,2.08641975308642e-05
Middle East,Arabian Peninsula-water withdrawals,runoff,grade4,0.156712331986466,4.66666666666667e-05
Middle East,Arabian Peninsula-water withdrawals,runoff,grade5,0.208949775981955,9.69135802469136e-05
Middle East,Arabian Peninsula-water withdrawals,runoff,grade6,0.261187219977444,0.000179753086419753
Middle East,Arabian Peninsula-water withdrawals,runoff,grade7,0.313424663972933,0.000303333333333333
Middle East,Arabian Peninsula-water withdrawals,runoff,grade8,0.365662107968421,0.000475802469135802
Middle East,Arabian Peninsula-water withdrawals,runoff,grade9,0.41789955196391,0.000705308641975309
Middle East,Arabian Peninsula-water withdrawals,runoff,grade10,0.470136995959399,0.001
Middle East,Arabian Peninsula-water withdrawals,runoff,grade11,0.471136995959399,0.01
Middle East,Arabian Peninsula-water withdrawals,runoff,grade12,0.52989955196391,0.0303593182506376
Middle East,Arabian Peninsula-water withdrawals,runoff,grade13,0.588662107968421,0.0815540460639
Middle East,Arabian Peninsula-water withdrawals,runoff,grade14,0.647424663972933,0.159973366671808
Middle East,Arabian Peninsula-water withdrawals,runoff,grade15,0.706187219977444,0.262006463306384
Middle East,Arabian Peninsula-water withdrawals,runoff,grade16,0.764949775981955,0.384042519199647
Middle East,Arabian Peninsula-water withdrawals,runoff,grade17,0.823712331986466,0.522470717583619
Middle East,Arabian Peninsula-water withdrawals,runoff,grade18,0.882474887990978,0.673680241690321
Middle East,Arabian Peninsula-water withdrawals,runoff,grade19,0.941237443995489,0.834060274751775
Middle East,Arabian Peninsula-water withdrawals,runoff,grade20,1,1
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade1,0,1e-05
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade2,0.0699126871473662,1.1358024691358e-05
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade3,0.139825374294732,2.08641975308642e-05
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade4,0.209738061442099,4.66666666666667e-05
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade5,0.279650748589465,9.69135802469136e-05
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade6,0.349563435736831,0.000179753086419753
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade7,0.419476122884197,0.000303333333333333
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade8,0.489388810031564,0.000475802469135803
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade9,0.55930149717893,0.000705308641975309
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade10,0.629214184326296,0.001
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade11,0.630214184326296,0.01
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade12,0.67130149717893,0.0306366169938689
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade13,0.712388810031564,0.0852998427683991
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade14,0.753476122884197,0.16898149316825
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade15,0.794563435736831,0.27667338403808
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade16,0.835650748589465,0.403367331222549
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade17,0.876738061442099,0.544055150566317
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade18,0.917825374294732,0.693728657914041
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade19,0.958912687147366,0.847379669110383
Middle East,Arabian Sea Coast-water withdrawals,runoff,grade20,1,1
EU-15,Arctic Ocean Islands-water withdrawals,runoff,grade1,0,1e-05
EU-15,Arctic Ocean Islands-water withdrawals,runoff,grade2,0.00100857538910052,0.01
EU-15,Arctic Ocean Islands-water withdrawals,runoff,grade3,1,1
USA,Arkansas White Red-water withdrawals,runoff,grade1,0,1e-05
USA,Arkansas White Red-water withdrawals,runoff,grade2,0.0159355869319306,1.1358024691358e-05
USA,Arkansas White Red-water withdrawals,runoff,grade3,0.0318711738638611,2.08641975308642e-05
USA,Arkansas White Red-water withdrawals,runoff,grade4,0.0478067607957917,4.66666666666667e-05
USA,Arkansas White Red-water withdrawals,runoff,grade5,0.0637423477277222,9.69135802469135e-05
USA,Arkansas White Red-water withdrawals,runoff,grade6,0.0796779346596528,0.000179753086419753
USA,Arkansas White Red-water withdrawals,runoff,grade7,0.0956135215915833,0.000303333333333333
USA,Arkansas White Red-water withdrawals,runoff,grade8,0.111549108523514,0.000475802469135802
USA,Arkansas White Red-water withdrawals,runoff,grade9,0.127484695455444,0.000705308641975308
USA,Arkansas White Red-water withdrawals,runoff,grade10,0.143420282387375,0.001
USA,Arkansas White Red-water withdrawals,runoff,grade11,0.144420282387375,0.01
USA,Arkansas White Red-water withdrawals,runoff,grade12,0.239484695455444,0.0399342285253054
USA,Arkansas White Red-water withdrawals,runoff,grade13,0.334549108523514,0.0901933727177176
USA,Arkansas White Red-water withdrawals,runoff,grade14,0.429613521591583,0.160645229949337
USA,Arkansas White Red-water withdrawals,runoff,grade15,0.524677934659653,0.251157597592263
USA,Arkansas White Red-water withdrawals,runoff,grade16,0.619742347727722,0.361598273018596
USA,Arkansas White Red-water withdrawals,runoff,grade17,0.714806760795792,0.491835053600436
USA,Arkansas White Red-water withdrawals,runoff,grade18,0.809871173863861,0.641735736709883
USA,Arkansas White Red-water withdrawals,runoff,grade19,0.904935586931931,0.811168119719037
USA,Arkansas White Red-water withdrawals,runoff,grade20,1,1
Canada,Atlantic Ocean Seaboard-water withdrawals,runoff,grade1,0,1e-05
Canada,Atlantic Ocean Seaboard-water withdrawals,runoff,grade2,0.0537412456946974,1.1358024691358e-05
Canada,Atlantic Ocean Seaboard-water withdrawals,runoff,grade3,0.107482491389395,2.08641975308642e-05
