INPUT_TABLE
Variable ID
Supplysector_relative-cost-logit

region,supplysector,logit.type
USA,water_td_an_W,relative-cost-logit
USA,water_td_irr_UsaCstSE_W,relative-cost-logit
USA,water_td_irr_UsaCstSE_C,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_irr_GreatLakes_W,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_irr_GreatLakes_C,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_irr_OhioR_C,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_irr_OhioR_W,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_irr_UsaPacNW_W,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_irr_UsaPacNW_C,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_irr_TennR_C,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_irr_TennR_W,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_irr_RioGrande_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_irr_RioGrande_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_irr_UsaCstNE_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_irr_UsaCstNE_C,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_an_W,relative-cost-logit
USA,water_td_elec_W,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_irr_UsaCstE_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_an_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_irr_UsaCstE_C,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
USA,water_td_elec_C,relative-cost-logit
USA,water_td_dom_W,relative-cost-logit
USA,water_td_pri_W,relative-cost-logit
USA,water_td_ind_C,relative-cost-logit
USA,water_td_pri_C,relative-cost-logit
USA,water_td_ind_W,relative-cost-logit
USA,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_irr_NileR_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_irr_NileR_W,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_irr_AfrCstNE_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_irr_AfrCstNE_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_irr_AfrIntN_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_irr_AfrIntN_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_irr_LChad_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_irr_LChad_C,relative-cost-logit
Africa_Eastern,water_td_irr_ShebJubR_C,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_irr_ShebJubR_W,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_irr_AfrCstE_C,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_irr_AfrCstE_W,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_irr_Madasgacar_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_irr_Madasgacar_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_irr_RiftValley_C,relative-cost-logit
Africa_Eastern,water_td_irr_RiftValley_W,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_elec_C,relative-cost-logit
Africa_Eastern,water_td_irr_CongoR_C,relative-cost-logit
Africa_Eastern,water_td_an_C,relative-cost-logit
Africa_Eastern,water_td_an_W,relative-cost-logit
Africa_Eastern,water_td_dom_W,relative-cost-logit
Africa_Eastern,water_td_ind_W,relative-cost-logit
Africa_Eastern,water_td_dom_C,relative-cost-logit
Africa_Eastern,water_td_pri_W,relative-cost-logit
Africa_Eastern,water_td_irr_CongoR_W,relative-cost-logit
Africa_Eastern,water_td_pri_C,relative-cost-logit
Africa_Eastern,water_td_elec_W,relative-cost-logit
Africa_Eastern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_irr_MeditE_C,relative-cost-logit
Africa_Northern,water_td_irr_MeditE_W,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_irr_MeditS_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_irr_MeditS_W,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_irr_AfrCstNW_W,relative-cost-logit
Africa_Northern,water_td_irr_AfrCstNW_C,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_irr_NileR_W,relative-cost-logit
Africa_Northern,water_td_irr_NileR_C,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_irr_DeadSea_C,relative-cost-logit
Africa_Northern,water_td_irr_DeadSea_W,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_irr_SinaiP_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_irr_SinaiP_C,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_irr_AfrCstNE_C,relative-cost-logit
Africa_Northern,water_td_irr_AfrCstNE_W,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_irr_AfrIntN_W,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_irr_AfrIntN_C,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_an_C,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_an_W,relative-cost-logit
Africa_Northern,water_td_irr_NigerR_C,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_irr_NigerR_W,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_elec_C,relative-cost-logit
Africa_Northern,water_td_irr_LChad_C,relative-cost-logit
Africa_Northern,water_td_elec_W,relative-cost-logit
Africa_Northern,water_td_ind_W,relative-cost-logit
Africa_Northern,water_td_dom_W,relative-cost-logit
Africa_Northern,water_td_ind_C,relative-cost-logit
Africa_Northern,water_td_irr_LChad_W,relative-cost-logit
Africa_Northern,water_td_dom_C,relative-cost-logit
Africa_Northern,water_td_pri_W,relative-cost-logit
Africa_Northern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_irr_NileR_W,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_irr_NileR_C,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_irr_GuineaGulf_W,relative-cost-logit
Africa_Southern,water_td_irr_GuineaGulf_C,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_irr_AfrCstE_W,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_irr_AfrCstE_C,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_irr_RiftValley_W,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_irr_RiftValley_C,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_irr_AngolaCst_W,relative-cost-logit
Africa_Southern,water_td_irr_AngolaCst_C,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_ind_C,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_elec_C,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_an_C,relative-cost-logit
Africa_Southern,water_td_irr_CongoR_C,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_pri_W,relative-cost-logit
Africa_Southern,water_td_irr_CongoR_W,relative-cost-logit
Africa_Southern,water_td_dom_C,relative-cost-logit
Africa_Southern,water_td_ind_W,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_irr_ZambeziR_W,relative-cost-logit
Africa_Southern,water_td_an_W,relative-cost-logit
Africa_Southern,water_td_dom_W,relative-cost-logit
Africa_Southern,water_td_pri_C,relative-cost-logit
Africa_Southern,water_td_elec_W,relative-cost-logit
Africa_Southern,water_td_irr_ZambeziR_C,relative-cost-logit
