INPUT_TABLE
Variable ID
SubsectorShrwtFllt

region,supplysector,subsector,year.fillout,share.weight
USA,water_td_pri_C,Pacific and Arctic Coast,1975,0.0158798535372325
USA,water_td_dom_W,Pacific and Arctic Coast,1975,0.0162411953529991
USA,water_td_pri_W,Pacific and Arctic Coast,1975,0.0159242815350198
USA,water_td_ind_C,Pacific and Arctic Coast,1975,0.0152753691916914
USA,water_td_an_C,Pacific and Arctic Coast,1975,0.00149794071599721
USA,water_td_elec_W,Pacific and Arctic Coast,1975,0.000379516962520858
USA,water_td_dom_C,Pacific and Arctic Coast,1975,0.0162432228611624
USA,water_td_irr_PacArctic_C,Pacific and Arctic Coast,1975,1
USA,water_td_irr_PacArctic_W,Pacific and Arctic Coast,1975,1
USA,water_td_elec_C,Pacific and Arctic Coast,1975,0.0160409553070555
USA,water_td_an_W,Pacific and Arctic Coast,1975,0.00149794071599721
USA,water_td_ind_W,Pacific and Arctic Coast,1975,0.0152687445493427
USA,water_td_elec_C,Saskatchewan-Nelson,1975,0.0100591198638371
USA,water_td_pri_C,Saskatchewan-Nelson,1975,0.010026765151983
USA,water_td_ind_C,Saskatchewan-Nelson,1975,0.000959921644109903
USA,water_td_irr_NelsonR_W,Saskatchewan-Nelson,1975,1
USA,water_td_dom_W,Saskatchewan-Nelson,1975,0.00176428801893412
USA,water_td_an_W,Saskatchewan-Nelson,1975,0.0103133372089089
USA,water_td_pri_W,Saskatchewan-Nelson,1975,0.0100269603625308
USA,water_td_dom_C,Saskatchewan-Nelson,1975,0.00176459635874876
USA,water_td_an_C,Saskatchewan-Nelson,1975,0.0103133372089089
USA,water_td_elec_W,Saskatchewan-Nelson,1975,5.3230703691684e-06
USA,water_td_irr_NelsonR_C,Saskatchewan-Nelson,1975,1
USA,water_td_ind_W,Saskatchewan-Nelson,1975,0.000960939212320241
USA,water_td_dom_W,Fraser,1975,2.82570727963783e-05
USA,water_td_an_W,Fraser,1975,0.00074948300026965
USA,water_td_elec_C,Fraser,1975,0.000967338199642867
USA,water_td_an_C,Fraser,1975,0.00074948300026965
USA,water_td_pri_C,Fraser,1975,0.000963967207040575
USA,water_td_ind_C,Fraser,1975,3.13051617872458e-05
USA,water_td_irr_FraserR_C,Fraser,1975,1
USA,water_td_dom_C,Fraser,1975,2.82251220425574e-05
USA,water_td_ind_W,Fraser,1975,3.12571997214553e-05
USA,water_td_irr_FraserR_W,Fraser,1975,1
USA,water_td_pri_W,Fraser,1975,0.00096414845408134
USA,water_td_elec_C,Mexico-Northwest Coast,1975,0.000103205549151405
USA,water_td_ind_W,Mexico-Northwest Coast,1975,5.02123690304502e-06
USA,water_td_dom_C,Mexico-Northwest Coast,1975,0.00010113204745418
USA,water_td_irr_MexCstNW_W,Mexico-Northwest Coast,1975,1
USA,water_td_ind_C,Mexico-Northwest Coast,1975,5.2691856473582e-06
USA,water_td_dom_W,Mexico-Northwest Coast,1975,0.000101157448632997
USA,water_td_an_W,Mexico-Northwest Coast,1975,0.00022556259926036
USA,water_td_irr_MexCstNW_C,Mexico-Northwest Coast,1975,1
USA,water_td_an_C,Mexico-Northwest Coast,1975,0.00022556259926036
USA,water_td_pri_C,Mexico-Northwest Coast,1975,0.000140076484773084
USA,water_td_pri_W,Mexico-Northwest Coast,1975,0.000140882234841966
USA,water_td_elec_W,Mexico-Northwest Coast,1975,4.64712492546447e-06
USA,water_td_an_W,Caribbean,1975,0.0028882265550747
USA,water_td_ind_W,Caribbean,1975,0.0137505317280662
USA,water_td_elec_C,Caribbean,1975,0.0143493726414063
USA,water_td_an_C,Caribbean,1975,0.0028882265550747
USA,water_td_dom_C,Caribbean,1975,0.0146517086914814
USA,water_td_ind_C,Caribbean,1975,0.0137504048749266
USA,water_td_irr_Caribbean_C,Caribbean,1975,1
USA,water_td_irr_Caribbean_W,Caribbean,1975,1
USA,water_td_pri_W,Caribbean,1975,0.0143011529857167
USA,water_td_dom_W,Caribbean,1975,0.0146517629302115
USA,water_td_pri_C,Caribbean,1975,0.0143013572357035
USA,water_td_dom_W,California River,1975,0.120448684661183
USA,water_td_elec_W,California River,1975,0.00183381358464985
USA,water_td_an_W,California River,1975,0.0485677287589238
USA,water_td_pri_C,California River,1975,0.12926649626538
USA,water_td_ind_W,California River,1975,0.00332652760462647
USA,water_td_ind_C,California River,1975,0.00332516609557993
USA,water_td_dom_C,California River,1975,0.120448555553068
USA,water_td_irr_California_W,California River,1975,1
USA,water_td_pri_W,California River,1975,0.129261515516549
USA,water_td_an_C,California River,1975,0.0485677287589238
USA,water_td_irr_California_C,California River,1975,1
USA,water_td_elec_C,California River,1975,0.127190860892034
USA,water_td_irr_MissppRN_W,Upper Mississippi,1975,1
USA,water_td_irr_MissppRN_C,Upper Mississippi,1975,1
USA,water_td_elec_C,Upper Mississippi,1975,0.0736113104158728
USA,water_td_an_C,Upper Mississippi,1975,0.114973357981174
USA,water_td_an_W,Upper Mississippi,1975,0.114973357981174
USA,water_td_dom_W,Upper Mississippi,1975,0.0797975906465675
USA,water_td_pri_C,Upper Mississippi,1975,0.0733684478471148
USA,water_td_pri_W,Upper Mississippi,1975,0.0733666035679458
USA,water_td_ind_W,Upper Mississippi,1975,0.0801728343216941
USA,water_td_dom_C,Upper Mississippi,1975,0.0797972039332999
USA,water_td_ind_C,Upper Mississippi,1975,0.0801728292892333
USA,water_td_elec_W,Upper Mississippi,1975,0.157669555567719
USA,water_td_dom_C,Lower Mississippi River,1975,0.0289389784342845
USA,water_td_ind_C,Lower Mississippi River,1975,0.165940293927574
USA,water_td_irr_MissppRS_C,Lower Mississippi River,1975,1
USA,water_td_irr_MissppRS_W,Lower Mississippi River,1975,1
USA,water_td_an_C,Lower Mississippi River,1975,0.0186796590723841
USA,water_td_an_W,Lower Mississippi River,1975,0.0186796590723841
USA,water_td_pri_W,Lower Mississippi River,1975,0.0326397063041358
USA,water_td_ind_W,Lower Mississippi River,1975,0.16594225560824
USA,water_td_elec_W,Lower Mississippi River,1975,0.0357831259672654
USA,water_td_dom_W,Lower Mississippi River,1975,0.0289391675801418
USA,water_td_elec_C,Lower Mississippi River,1975,0.0327480900796279
USA,water_td_pri_C,Lower Mississippi River,1975,0.0326408333496505
USA,water_td_ind_C,Upper Colorado River,1975,0.00132845468732807
USA,water_td_dom_W,Upper Colorado River,1975,0.00428352333116776
USA,water_td_an_W,Upper Colorado River,1975,0.0109162045196593
USA,water_td_pri_C,Upper Colorado River,1975,0.00781114677455066
USA,water_td_an_C,Upper Colorado River,1975,0.0109162045196593
USA,water_td_elec_W,Upper Colorado River,1975,0.00682678494022068
USA,water_td_ind_W,Upper Colorado River,1975,0.00132799162993283
USA,water_td_dom_C,Upper Colorado River,1975,0.00428371242064196
USA,water_td_irr_UsaColoRN_C,Upper Colorado River,1975,1
USA,water_td_elec_C,Upper Colorado River,1975,0.00783963036067774
USA,water_td_irr_UsaColoRN_W,Upper Colorado River,1975,1
USA,water_td_pri_W,Upper Colorado River,1975,0.0078104743876556
USA,water_td_an_C,Lower Colorado River,1975,0.0103399946070033
USA,water_td_pri_W,Lower Colorado River,1975,0.0229358113921872
USA,water_td_an_W,Lower Colorado River,1975,0.0103399946070033
USA,water_td_dom_W,Lower Colorado River,1975,0.0355418450869726
USA,water_td_ind_C,Lower Colorado River,1975,0.00161330066438232
USA,water_td_pri_C,Lower Colorado River,1975,0.0229288637387167
USA,water_td_irr_UsaColoRS_W,Lower Colorado River,1975,1
USA,water_td_dom_C,Lower Colorado River,1975,0.0355418391030267
USA,water_td_ind_W,Lower Colorado River,1975,0.0016122773259269
USA,water_td_irr_UsaColoRS_C,Lower Colorado River,1975,1
USA,water_td_elec_W,Lower Colorado River,1975,0.00263422804482332
USA,water_td_elec_C,Lower Colorado River,1975,0.0227532123439919
USA,water_td_irr_GreatBasin_W,Great,1975,1
USA,water_td_elec_C,Great,1975,0.0118253032256961
USA,water_td_dom_W,Great,1975,0.0188561313555957
USA,water_td_an_C,Great,1975,0.0111807279315192
USA,water_td_ind_C,Great,1975,0.00204258431859356
USA,water_td_ind_W,Great,1975,0.00204502425968766
USA,water_td_elec_W,Great,1975,0.000813215177013609
USA,water_td_pri_C,Great,1975,0.011772449515983
USA,water_td_dom_C,Great,1975,0.018855529664986
USA,water_td_pri_W,Great,1975,0.0117840876498595
USA,water_td_an_W,Great,1975,0.0111807279315192
USA,water_td_irr_GreatBasin_C,Great,1975,1
USA,water_td_elec_W,Missouri River,1975,0.0806492688343022
USA,water_td_elec_C,Missouri River,1975,0.0698777593942233
USA,water_td_dom_C,Missouri River,1975,0.0462403084977136
USA,water_td_dom_W,Missouri River,1975,0.0462399632744213
USA,water_td_pri_C,Missouri River,1975,0.0696616926962916
USA,water_td_an_C,Missouri River,1975,0.229250547758267
USA,water_td_an_W,Missouri River,1975,0.229250547758267
USA,water_td_irr_MissouriR_W,Missouri River,1975,1
USA,water_td_irr_MissouriR_C,Missouri River,1975,1
USA,water_td_ind_W,Missouri River,1975,0.0157760986947546
USA,water_td_ind_C,Missouri River,1975,0.0157784214449657
USA,water_td_pri_W,Missouri River,1975,0.0696398783915562
USA,water_td_ind_W,Arkansas White Red,1975,0.0363884853999587
USA,water_td_elec_W,Arkansas White Red,1975,0.0213820026726777
USA,water_td_irr_ArkWhtRedR_W,Arkansas White Red,1975,1
