INPUT_TABLE
Variable ID
DepRsrcCurves

region,depresource,subresource,grade,available,extractioncost
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade hist,0,0.001
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade1,1866.647286149,0.002
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade2,622.348978456,0.022
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade3,192.273060518,0.044
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade4,109.81506753,0.066
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade5,80.521982537,0.088
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade6,70.324277775,0.11
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade7,30.828334151,0.132
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade8,49.167047312,0.154
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade9,32.825102137,0.176
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade10,21.564047982,0.198
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade11,70.112083605,0.22
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade12,0.668739557,0.44
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade13,30.606752997,0.66
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade14,10.001507572,0.88
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade15,0,1.1
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade16,0,1.32
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade17,0,1.54
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade18,0,1.76
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade19,0,1.98
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade20,0,2.2
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade21,0,4.4
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade22,0,6.6
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade23,0,8.8
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade24,0,20.9
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade hist,0,0.001
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade1,15782.458794,0.002
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade2,7356.2386,0.022
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade3,3524.5336,0.044
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade4,1779.1164,0.066
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade5,1244.48731,0.088
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade6,796.44481,0.11
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade7,670.77896,0.132
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade8,353.33616,0.154
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade9,234.68273,0.176
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade10,269.8245,0.198
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade11,995.85712,0.22
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade12,707.74824,0.44
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade13,100.3938496,0.66
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade14,20.6252993,0.88
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade15,1.384054,1.1
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade16,0,1.32
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade17,3.080474,1.54
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade18,8.492655,1.76
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade19,0,1.98
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade20,1.707399,2.2
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade21,0,4.4
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade22,0,6.6
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade23,0,8.8
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade24,0,20.9
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade hist,0,0.001
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade1,2514.503617931,0.002
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade2,465.29048578,0.022
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade3,182.728398366,0.044
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade4,89.002083878,0.066
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade5,21.30055069,0.088
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade6,46.264835202,0.11
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade7,37.292916801,0.132
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade8,17.500960301,0.154
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade9,15.064221702,0.176
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade10,11.590616594,0.198
