INPUT_TABLE
Variable ID
DepRsrcCurves

region,depresource,subresource,grade,available,extractioncost
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade hist,0,0.001
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade1,1111.509512094,0.002
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade2,342.327395969,0.022
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade3,95.361163589,0.044
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade4,52.311743763,0.066
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade5,35.828078478,0.088
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade6,32.094673572,0.11
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade7,11.371157667,0.132
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade8,24.419159429,0.154
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade9,12.498968762,0.176
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade10,12.379814088,0.198
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade11,24.740107295,0.22
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade12,0.277511383,0.44
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade13,11.499664258,0.66
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade14,5.027410635,0.88
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade15,0,1.1
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade16,0,1.32
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade17,0,1.54
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade18,0,1.76
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade19,0,1.98
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade20,0,2.2
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade21,0,4.4
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade22,0,6.6
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade23,0,8.8
Africa_Eastern,Africa-East Central Coast-water withdrawals,groundwater,grade24,0,20.9
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade hist,43.2253075880532,0.001
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade1,10288.197424919,0.002
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade2,4172.217498967,0.022
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade3,1837.253943375,0.044
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade4,950.227666637,0.066
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade5,644.914786295,0.088
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade6,394.312278986,0.11
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade7,323.378499559,0.132
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade8,165.690808591,0.154
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade9,122.927846959,0.176
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade10,120.358169728,0.198
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade11,489.617748027,0.22
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade12,252.283449029,0.44
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade13,55.817180364,0.66
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade14,15.85428372,0.88
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade15,1.383606279,1.1
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade16,0,1.32
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade17,3.089718,1.54
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade18,0,1.76
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade19,0,1.98
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade20,1.707927,2.2
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade21,0,4.4
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade22,0,6.6
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade23,0,8.8
Africa_Eastern,Africa-North Interior-water withdrawals,groundwater,grade24,0,20.9
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade hist,0.0359222136561732,0.001
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade1,1439.971027885,0.002
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade2,280.567205266,0.022
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade3,102.048415008,0.044
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade4,56.966926667,0.066
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade5,14.70328995,0.088
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade6,27.804880271,0.11
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade7,16.854595419,0.132
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade8,7.988721115,0.154
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade9,5.899372425,0.176
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade10,5.884975375,0.198
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade11,6.954853049,0.22
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade12,8.123798292,0.44
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade13,69.564045386,0.66
Africa_Eastern,Africa-Red Sea-Gulf of Aden Coast-water withdrawals,groundwater,grade14,66.383822129,0.88
