INPUT_TABLE
Variable ID
DepRsrcCurves

region,depresource,subresource,grade,available,extractioncost
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade3,328,0.099
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade4,15.87,0.10125
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade5,302,0.1035
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade6,154,0.108
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade7,154,0.11025
Africa_Eastern,Madasgacar-water withdrawals,groundwater,grade8,0,10
Africa_Eastern,Nile-water withdrawals,groundwater,grade hist,0,0.026
Africa_Eastern,Nile-water withdrawals,groundwater,grade1,645,0.036
Africa_Eastern,Nile-water withdrawals,groundwater,grade2,5750,0.03825
Africa_Eastern,Nile-water withdrawals,groundwater,grade3,3120,0.0405
Africa_Eastern,Nile-water withdrawals,groundwater,grade4,1350,0.04275
Africa_Eastern,Nile-water withdrawals,groundwater,grade5,1640,0.045
Africa_Eastern,Nile-water withdrawals,groundwater,grade6,0,10
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade hist,0,0.02825
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade1,519,0.03825
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade2,1090,0.0405
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade3,220,0.045
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade4,269,0.04725
Africa_Eastern,Rift Valley-water withdrawals,groundwater,grade5,0,10
Africa_Eastern,Shebelli-Juba-water withdrawals,groundwater,grade hist,0,0.0215
Africa_Eastern,Shebelli-Juba-water withdrawals,groundwater,grade1,814,0.0315
Africa_Eastern,Shebelli-Juba-water withdrawals,groundwater,grade2,1100,0.03375
Africa_Eastern,Shebelli-Juba-water withdrawals,groundwater,grade3,599,0.036
Africa_Eastern,Shebelli-Juba-water withdrawals,groundwater,grade4,0,10
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade hist,0,0.08675
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade1,44.09,0.09675
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade2,88.25,0.099
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade3,223,0.10125
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade4,358,0.1035
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade5,539,0.10575
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade6,277,0.108
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade7,461,0.11025
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade8,411,0.1125
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade9,317,0.11475
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade10,40.187976719,0.1215
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade11,80.376023281,0.12375
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade12,161,0.126
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade13,322,0.12825
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade14,201,0.1305
Africa_Northern,Africa-North West Coast-water withdrawals,groundwater,grade15,0,10
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade hist,0,0.04625
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade1,0.1254014662,0.05625
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade2,0.3422674536,0.0585
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade3,0.7679097521,0.06075
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade4,0.59371171,0.063
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade5,9.201366791,0.06975
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade6,6.205981085,0.072
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade7,9.451956385,0.07425
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade8,15.174514979,0.0765
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade9,21.293100899,0.07875
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade10,30.349615876,0.081
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade11,39.404544939,0.08325
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade12,48.633174957,0.0855
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade13,48.359716236,0.08775
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade14,14.684645296,0.09
Africa_Northern,Dead Sea-water withdrawals,groundwater,grade15,0,10
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade hist,0,0.06425
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade1,13.325,0.07425
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade2,65.878,0.0765
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade3,144,0.07875
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade4,249,0.081
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade5,217,0.08325
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade6,111,0.0855
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade7,57.429478947,0.08775
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade8,115,0.09
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade9,37.781958788,0.09225
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade10,8.206866142,0.0945
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade11,23.949279574,0.09675
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade12,40.866392617,0.099
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade13,41.606289159,0.10125
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade14,6.267746267,0.1035
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade15,0.07026795231,0.10575
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade16,0.07830715107,0.108
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade17,0.05562637828,0.11025
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade18,0.0122469969,0.1125
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,groundwater,grade19,0,10
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade hist,0,0.0935
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade1,94.097,0.1035
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade2,343,0.10575
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade3,464,0.108
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade4,455,0.11025
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade5,356,0.1125
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade6,119,0.11475
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade7,54.228043472,0.126
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade8,271,0.12825
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade9,217,0.1305
Africa_Northern,Mediterranean South Coast-water withdrawals,groundwater,grade10,0,10
Africa_Northern,Niger-water withdrawals,groundwater,grade hist,0,0.07325
Africa_Northern,Niger-water withdrawals,groundwater,grade1,212,0.08325
Africa_Northern,Niger-water withdrawals,groundwater,grade2,2020,0.0855
Africa_Northern,Niger-water withdrawals,groundwater,grade3,1960,0.08775
Africa_Northern,Niger-water withdrawals,groundwater,grade4,4000,0.09
Africa_Northern,Niger-water withdrawals,groundwater,grade5,0,10
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade hist,1.16662832762,0.03275
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade1,0.421105404,0.04275
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade2,2.050566268,0.045
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade3,4.285596222,0.04725
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade4,10.338856548,0.0495
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade5,12.945556279,0.05175
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade6,9.462981479,0.054
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade7,14.772122917,0.05625
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade8,10.140343183,0.0585
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade9,4.542204104,0.06075
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade10,5.321348093,0.063
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade11,0.483758917,0.06525
Africa_Northern,Sinai Peninsula-water withdrawals,groundwater,grade12,0,10
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,groundwater,grade hist,0,0.008
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,groundwater,grade1,26.155,0.018
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,groundwater,grade2,488,0.02025
Africa_Southern,Africa-Indian Ocean Coast-water withdrawals,groundwater,grade3,0,10
Africa_Southern,Africa-South Interior-water withdrawals,groundwater,grade hist,0,0.03725
Africa_Southern,Africa-South Interior-water withdrawals,groundwater,grade1,311,0.04725
Africa_Southern,Africa-South Interior-water withdrawals,groundwater,grade2,2750,0.0495
Africa_Southern,Africa-South Interior-water withdrawals,groundwater,grade3,998,0.05175
Africa_Southern,Africa-South Interior-water withdrawals,groundwater,grade4,0,10
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade hist,0,0.017
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade1,14.229,0.027
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade2,545,0.02925
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade3,268,0.0315
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade4,198,0.03375
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade5,49.422,0.036
Africa_Southern,Angola-Coast-water withdrawals,groundwater,grade6,0,10
Africa_Southern,Gulf of Guinea-water withdrawals,groundwater,grade hist,0,0.02375
Africa_Southern,Gulf of Guinea-water withdrawals,groundwater,grade1,504,0.03375
Africa_Southern,Gulf of Guinea-water withdrawals,groundwater,grade2,327,0.036
Africa_Southern,Gulf of Guinea-water withdrawals,groundwater,grade3,0,10
Africa_Southern,Limpopo-water withdrawals,groundwater,grade hist,0,0.0665
Africa_Southern,Limpopo-water withdrawals,groundwater,grade1,224,0.0765
Africa_Southern,Limpopo-water withdrawals,groundwater,grade2,238,0.07875
Africa_Southern,Limpopo-water withdrawals,groundwater,grade3,250,0.081
Africa_Southern,Limpopo-water withdrawals,groundwater,grade4,293,0.08325
Africa_Southern,Limpopo-water withdrawals,groundwater,grade5,301,0.09675
Africa_Southern,Limpopo-water withdrawals,groundwater,grade6,0,10
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade hist,0,0.017
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade1,40.119920513,0.027
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade2,327,0.02925
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade3,25.408,0.0315
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade4,88.797079487,0.03825
Africa_Southern,Namibia-Coast-water withdrawals,groundwater,grade5,0,10
Africa_Southern,Orange-water withdrawals,groundwater,grade hist,0,0.11825
Africa_Southern,Orange-water withdrawals,groundwater,grade1,283,0.12825
Africa_Southern,Orange-water withdrawals,groundwater,grade2,661,0.1305
Africa_Southern,Orange-water withdrawals,groundwater,grade3,459,0.13275
Africa_Southern,Orange-water withdrawals,groundwater,grade4,459,0.135
Africa_Southern,Orange-water withdrawals,groundwater,grade5,535,0.13725
Africa_Southern,Orange-water withdrawals,groundwater,grade6,357,0.1395
Africa_Southern,Orange-water withdrawals,groundwater,grade7,805,0.1575
Africa_Southern,Orange-water withdrawals,groundwater,grade8,0,10
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade hist,0,0.11825
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade1,225,0.12825
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade2,225,0.1305
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade3,153,0.13275
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade4,283,0.135
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade5,84.67,0.13725
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade6,339,0.1395
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade7,252,0.18
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade8,108,0.18225
Africa_Southern,South Africa-South Coast-water withdrawals,groundwater,grade9,0,10
Africa_Southern,Zambezi-water withdrawals,groundwater,grade hist,0,0.026
Africa_Southern,Zambezi-water withdrawals,groundwater,grade1,1100,0.036
Africa_Southern,Zambezi-water withdrawals,groundwater,grade2,2420,0.03825
Africa_Southern,Zambezi-water withdrawals,groundwater,grade3,288,0.0405
Africa_Southern,Zambezi-water withdrawals,groundwater,grade4,920,0.04275
Africa_Southern,Zambezi-water withdrawals,groundwater,grade5,0,10
Africa_Western,Africa-West Coast-water withdrawals,groundwater,grade hist,0,0.0395
Africa_Western,Africa-West Coast-water withdrawals,groundwater,grade1,430,0.0495
Africa_Western,Africa-West Coast-water withdrawals,groundwater,grade2,1000,0.05175
Africa_Western,Africa-West Coast-water withdrawals,groundwater,grade3,176,0.054
Africa_Western,Africa-West Coast-water withdrawals,groundwater,grade4,0,10
Africa_Western,Senegal-water withdrawals,groundwater,grade hist,0,0.044
Africa_Western,Senegal-water withdrawals,groundwater,grade1,531,0.054
Africa_Western,Senegal-water withdrawals,groundwater,grade2,892,0.05625
Africa_Western,Senegal-water withdrawals,groundwater,grade3,376,0.0585
Africa_Western,Senegal-water withdrawals,groundwater,grade4,0,10
Africa_Western,Volta-water withdrawals,groundwater,grade hist,0,0.035
Africa_Western,Volta-water withdrawals,groundwater,grade1,6.86,0.045
Africa_Western,Volta-water withdrawals,groundwater,grade2,237,0.04725
Africa_Western,Volta-water withdrawals,groundwater,grade3,291,0.0495
Africa_Western,Volta-water withdrawals,groundwater,grade4,0,10
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade hist,0,0.02375
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade1,21.233091374,0.03375
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade2,66.294728925,0.036
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade3,143,0.03825
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade4,111,0.0405
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade5,39.362480866,0.04275
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade6,34.98887188,0.045
Argentina,Central Patagonia Highlands-water withdrawals,groundwater,grade7,0,10
Argentina,Mar Chiquita-water withdrawals,groundwater,grade hist,0,0.665
Argentina,Mar Chiquita-water withdrawals,groundwater,grade1,567,0.675
Argentina,Mar Chiquita-water withdrawals,groundwater,grade2,0,10
Argentina,North Argentina-South Atlantic Coast-water withdrawals,groundwater,grade hist,0,0.665
Argentina,North Argentina-South Atlantic Coast-water withdrawals,groundwater,grade1,354,0.675
Argentina,North Argentina-South Atlantic Coast-water withdrawals,groundwater,grade2,966,0.9
Argentina,North Argentina-South Atlantic Coast-water withdrawals,groundwater,grade3,0,10
Argentina,Pampas Region-water withdrawals,groundwater,grade hist,0,0.0845
Argentina,Pampas Region-water withdrawals,groundwater,grade1,13,0.0945
Argentina,Pampas Region-water withdrawals,groundwater,grade2,103,0.09675
Argentina,Pampas Region-water withdrawals,groundwater,grade3,241,0.099
Argentina,Pampas Region-water withdrawals,groundwater,grade4,342,0.10125
Argentina,Pampas Region-water withdrawals,groundwater,grade5,198,0.1035
Argentina,Pampas Region-water withdrawals,groundwater,grade6,113,0.10575
Argentina,Pampas Region-water withdrawals,groundwater,grade7,0,10
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade hist,0,0.07325
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade1,24,0.08325
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade2,138,0.0855
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade3,435,0.08775
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade4,497,0.09
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade5,409,0.09225
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade6,277,0.0945
Australia_NZ,Australia-East Coast-water withdrawals,groundwater,grade7,0,10
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade hist,0,0.0395
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade1,110,0.0495
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade2,660,0.05175
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade3,1970,0.054
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade4,4020,0.05625
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade5,1920,0.0585
Australia_NZ,Australia-Interior-water withdrawals,groundwater,grade6,0,10
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade hist,0,0.02825
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade1,50,0.03825
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade2,537,0.0405
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade3,1670,0.04275
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade4,2330,0.045
Australia_NZ,Australia-North Coast-water withdrawals,groundwater,grade5,0,10
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade hist,0,0.04175
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade1,16,0.05175
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade2,95,0.054
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade3,294,0.05625
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade4,527,0.0585
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade5,254,0.06075
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade6,44,0.063
Australia_NZ,Australia-South Coast-water withdrawals,groundwater,grade7,0,10
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade hist,0,0.02375
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade1,82,0.03375
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade2,324,0.036
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade3,903,0.03825
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade4,291,0.0405
Australia_NZ,Australia-West Coast-water withdrawals,groundwater,grade5,0,10
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade hist,0,0.10475
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade1,121,0.11475
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade2,322,0.117
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade3,690,0.11925
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade4,629,0.1215
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade5,614,0.12375
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade6,706,0.126
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade7,78,0.12825
Australia_NZ,Murray-Darling-water withdrawals,groundwater,grade8,0,10
Australia_NZ,New Zealand-water withdrawals,groundwater,grade hist,0,0.053
Australia_NZ,New Zealand-water withdrawals,groundwater,grade1,18,0.063
Australia_NZ,New Zealand-water withdrawals,groundwater,grade2,35,0.06525
Australia_NZ,New Zealand-water withdrawals,groundwater,grade3,93.417001625,0.0675
Australia_NZ,New Zealand-water withdrawals,groundwater,grade4,188,0.06975
Australia_NZ,New Zealand-water withdrawals,groundwater,grade5,244,0.072
Australia_NZ,New Zealand-water withdrawals,groundwater,grade6,442,0.07425
Australia_NZ,New Zealand-water withdrawals,groundwater,grade7,338,0.0765
Australia_NZ,New Zealand-water withdrawals,groundwater,grade8,32,0.07875
Australia_NZ,New Zealand-water withdrawals,groundwater,grade9,0,10
Australia_NZ,Tasmania-water withdrawals,groundwater,grade hist,0,0.0575
Australia_NZ,Tasmania-water withdrawals,groundwater,grade1,2.829559389,0.0675
Australia_NZ,Tasmania-water withdrawals,groundwater,grade2,14.488678163,0.06975
Australia_NZ,Tasmania-water withdrawals,groundwater,grade3,45.061512652,0.072
Australia_NZ,Tasmania-water withdrawals,groundwater,grade4,81.465369699,0.07425
Australia_NZ,Tasmania-water withdrawals,groundwater,grade5,74.154880097,0.0765
Australia_NZ,Tasmania-water withdrawals,groundwater,grade6,0,10
Brazil,Amazon-water withdrawals,groundwater,grade hist,0,0.05525
Brazil,Amazon-water withdrawals,groundwater,grade1,620,0.06525
Brazil,Amazon-water withdrawals,groundwater,grade2,2170,0.0675
Brazil,Amazon-water withdrawals,groundwater,grade3,7440,0.06975
Brazil,Amazon-water withdrawals,groundwater,grade4,5700,0.072
Brazil,Amazon-water withdrawals,groundwater,grade5,3210,0.07425
Brazil,Amazon-water withdrawals,groundwater,grade6,2730,0.0765
Brazil,Amazon-water withdrawals,groundwater,grade7,2430,0.07875
Brazil,Amazon-water withdrawals,groundwater,grade8,0,10
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade hist,0,0.02375
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade1,7,0.03375
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade2,126,0.036
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade3,266,0.03825
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade4,95.949914504,0.0405
Brazil,East Brazil-South Atlantic Coast-water withdrawals,groundwater,grade5,0,10
Brazil,La Plata-water withdrawals,groundwater,grade hist,0,0.197
Brazil,La Plata-water withdrawals,groundwater,grade1,190,0.207
Brazil,La Plata-water withdrawals,groundwater,grade2,916,0.20925
Brazil,La Plata-water withdrawals,groundwater,grade3,1820,0.2115
Brazil,La Plata-water withdrawals,groundwater,grade4,3060,0.21375
Brazil,La Plata-water withdrawals,groundwater,grade5,2650,0.216
Brazil,La Plata-water withdrawals,groundwater,grade6,2360,0.21825
Brazil,La Plata-water withdrawals,groundwater,grade7,700,0.2205
Brazil,La Plata-water withdrawals,groundwater,grade8,1400,0.22275
Brazil,La Plata-water withdrawals,groundwater,grade9,1200,0.225
Brazil,La Plata-water withdrawals,groundwater,grade10,0,10
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade hist,0,0.098
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade1,31,0.108
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade2,182,0.11025
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade3,149,0.1125
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade4,236,0.11475
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade5,129,0.117
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade6,443,0.11925
Brazil,North Brazil-South Atlantic Coast-water withdrawals,groundwater,grade7,0,10
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade hist,0,0.0305
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade1,22.109774233,0.0405
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade2,178,0.04275
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade3,536,0.045
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade4,138,0.04725
Brazil,Northeast South America-South Atlantic Coast-water withdrawals,groundwater,grade5,0,10
Brazil,Orinoco-water withdrawals,groundwater,grade hist,0,0.053
Brazil,Orinoco-water withdrawals,groundwater,grade1,160,0.063
Brazil,Orinoco-water withdrawals,groundwater,grade2,750,0.06525
Brazil,Orinoco-water withdrawals,groundwater,grade3,1270,0.0675
