INPUT_TABLE
Variable ID
SubsectorLogit

region,supplysector,subsector,logit.year.fillout,logit.exponent
Brazil,water_td_an_C,Northeast South America-South Atlantic Coast,1975,-6
Brazil,water_td_pri_W,Northeast South America-South Atlantic Coast,1975,-6
Brazil,water_td_irr_SAmerCstNE_W,Northeast South America-South Atlantic Coast,1975,-6
Brazil,water_td_pri_W,Amazon,1975,-6
Brazil,water_td_pri_C,Amazon,1975,-6
Brazil,water_td_elec_C,Amazon,1975,-6
Brazil,water_td_dom_W,Amazon,1975,-6
Brazil,water_td_irr_AmazonR_W,Amazon,1975,-6
Brazil,water_td_dom_C,Amazon,1975,-6
Brazil,water_td_an_W,Amazon,1975,-6
Brazil,water_td_ind_W,Amazon,1975,-6
Brazil,water_td_irr_AmazonR_C,Amazon,1975,-6
Brazil,water_td_elec_W,Amazon,1975,-6
Brazil,water_td_an_C,Amazon,1975,-6
Brazil,water_td_ind_C,Amazon,1975,-6
Brazil,water_td_pri_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_elec_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_irr_BrzCstN_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_elec_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_irr_BrzCstN_C,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_W,North Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_C,Tocantins,1975,-6
Brazil,water_td_irr_TocantinsR_W,Tocantins,1975,-6
Brazil,water_td_ind_W,Tocantins,1975,-6
Brazil,water_td_dom_W,Tocantins,1975,-6
Brazil,water_td_elec_C,Tocantins,1975,-6
Brazil,water_td_an_C,Tocantins,1975,-6
Brazil,water_td_irr_TocantinsR_C,Tocantins,1975,-6
Brazil,water_td_ind_C,Tocantins,1975,-6
Brazil,water_td_dom_C,Tocantins,1975,-6
Brazil,water_td_an_W,Tocantins,1975,-6
Brazil,water_td_pri_W,Tocantins,1975,-6
Brazil,water_td_elec_W,Tocantins,1975,-6
Brazil,water_td_irr_BrzCstE_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_elec_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_elec_W,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_irr_BrzCstE_C,East Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_C,Parnaiba,1975,-6
Brazil,water_td_ind_W,Parnaiba,1975,-6
Brazil,water_td_elec_W,Parnaiba,1975,-6
Brazil,water_td_irr_ParnaibaR_C,Parnaiba,1975,-6
Brazil,water_td_dom_C,Parnaiba,1975,-6
Brazil,water_td_pri_W,Parnaiba,1975,-6
Brazil,water_td_an_W,Parnaiba,1975,-6
Brazil,water_td_pri_C,Parnaiba,1975,-6
Brazil,water_td_elec_C,Parnaiba,1975,-6
Brazil,water_td_irr_ParnaibaR_W,Parnaiba,1975,-6
Brazil,water_td_dom_W,Parnaiba,1975,-6
Brazil,water_td_an_C,Parnaiba,1975,-6
Brazil,water_td_dom_C,Sao Francisco,1975,-6
Brazil,water_td_elec_W,Sao Francisco,1975,-6
Brazil,water_td_dom_W,Sao Francisco,1975,-6
Brazil,water_td_pri_C,Sao Francisco,1975,-6
Brazil,water_td_ind_C,Sao Francisco,1975,-6
Brazil,water_td_irr_SaoFrancR_W,Sao Francisco,1975,-6
Brazil,water_td_an_W,Sao Francisco,1975,-6
Brazil,water_td_irr_SaoFrancR_C,Sao Francisco,1975,-6
Brazil,water_td_pri_W,Sao Francisco,1975,-6
Brazil,water_td_ind_W,Sao Francisco,1975,-6
Brazil,water_td_an_C,Sao Francisco,1975,-6
Brazil,water_td_elec_C,Sao Francisco,1975,-6
Brazil,water_td_elec_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_irr_BrzCstS_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_dom_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_pri_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_elec_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_an_C,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_irr_BrzCstS_W,Uruguay-Brazil-South Atlantic Coast,1975,-6
Brazil,water_td_ind_C,La Plata,1975,-6
Brazil,water_td_dom_W,La Plata,1975,-6
Brazil,water_td_elec_W,La Plata,1975,-6
Brazil,water_td_pri_W,La Plata,1975,-6
Brazil,water_td_elec_C,La Plata,1975,-6
Brazil,water_td_irr_RioLaPlata_W,La Plata,1975,-6
Brazil,water_td_an_C,La Plata,1975,-6
Brazil,water_td_dom_C,La Plata,1975,-6
Brazil,water_td_irr_RioLaPlata_C,La Plata,1975,-6
Brazil,water_td_an_W,La Plata,1975,-6
Brazil,water_td_pri_C,La Plata,1975,-6
Brazil,water_td_ind_W,La Plata,1975,-6
Canada,water_td_dom_C,Northwest Territories,1975,-6
Canada,water_td_irr_NWTerr_C,Northwest Territories,1975,-6
Canada,water_td_irr_NWTerr_W,Northwest Territories,1975,-6
Canada,water_td_elec_C,Northwest Territories,1975,-6
Canada,water_td_pri_W,Northwest Territories,1975,-6
Canada,water_td_ind_C,Northwest Territories,1975,-6
Canada,water_td_an_C,Northwest Territories,1975,-6
Canada,water_td_pri_C,Northwest Territories,1975,-6
Canada,water_td_dom_W,Northwest Territories,1975,-6
Canada,water_td_an_W,Northwest Territories,1975,-6
Canada,water_td_elec_W,Northwest Territories,1975,-6
Canada,water_td_ind_W,Northwest Territories,1975,-6
Canada,water_td_pri_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_elec_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_dom_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_pri_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_ind_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_elec_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_irr_PacArctic_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_an_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_dom_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_ind_C,Pacific and Arctic Coast,1975,-6
Canada,water_td_an_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_irr_PacArctic_W,Pacific and Arctic Coast,1975,-6
Canada,water_td_irr_Mackenzie_W,Mackenzie,1975,-6
Canada,water_td_dom_C,Mackenzie,1975,-6
Canada,water_td_pri_W,Mackenzie,1975,-6
Canada,water_td_pri_C,Mackenzie,1975,-6
Canada,water_td_elec_C,Mackenzie,1975,-6
Canada,water_td_an_W,Mackenzie,1975,-6
Canada,water_td_elec_W,Mackenzie,1975,-6
Canada,water_td_ind_C,Mackenzie,1975,-6
Canada,water_td_dom_W,Mackenzie,1975,-6
Canada,water_td_ind_W,Mackenzie,1975,-6
Canada,water_td_irr_Mackenzie_C,Mackenzie,1975,-6
Canada,water_td_an_C,Mackenzie,1975,-6
Canada,water_td_irr_HudsonBay_C,Hudson Bay Coast,1975,-6
Canada,water_td_elec_C,Hudson Bay Coast,1975,-6
Canada,water_td_dom_C,Hudson Bay Coast,1975,-6
Canada,water_td_ind_C,Hudson Bay Coast,1975,-6
Canada,water_td_an_W,Hudson Bay Coast,1975,-6
Canada,water_td_pri_C,Hudson Bay Coast,1975,-6
Canada,water_td_an_C,Hudson Bay Coast,1975,-6
Canada,water_td_irr_HudsonBay_W,Hudson Bay Coast,1975,-6
Canada,water_td_ind_W,Hudson Bay Coast,1975,-6
Canada,water_td_dom_W,Hudson Bay Coast,1975,-6
Canada,water_td_elec_W,Hudson Bay Coast,1975,-6
Canada,water_td_pri_W,Hudson Bay Coast,1975,-6
Canada,water_td_pri_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_an_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_dom_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_elec_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_elec_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_irr_CanAtl_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_an_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_irr_CanAtl_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_pri_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_ind_C,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_dom_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_ind_W,Atlantic Ocean Seaboard,1975,-6
Canada,water_td_pri_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_ind_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_ind_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_elec_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_dom_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_pri_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_dom_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_an_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_an_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_irr_NelsonR_C,Saskatchewan-Nelson,1975,-6
Canada,water_td_elec_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_irr_NelsonR_W,Saskatchewan-Nelson,1975,-6
Canada,water_td_dom_W,Fraser,1975,-6
Canada,water_td_irr_FraserR_W,Fraser,1975,-6
Canada,water_td_irr_FraserR_C,Fraser,1975,-6
Canada,water_td_an_W,Fraser,1975,-6
Canada,water_td_elec_C,Fraser,1975,-6
Canada,water_td_pri_W,Fraser,1975,-6
Canada,water_td_dom_C,Fraser,1975,-6
Canada,water_td_ind_C,Fraser,1975,-6
Canada,water_td_an_C,Fraser,1975,-6
Canada,water_td_pri_C,Fraser,1975,-6
Canada,water_td_elec_W,Fraser,1975,-6
Canada,water_td_ind_W,Fraser,1975,-6
Canada,water_td_irr_ChurchillR_C,Churchill,1975,-6
Canada,water_td_elec_W,Churchill,1975,-6
Canada,water_td_elec_C,Churchill,1975,-6
Canada,water_td_dom_W,Churchill,1975,-6
Canada,water_td_an_C,Churchill,1975,-6
Canada,water_td_pri_C,Churchill,1975,-6
Canada,water_td_ind_C,Churchill,1975,-6
Canada,water_td_pri_W,Churchill,1975,-6
Canada,water_td_an_W,Churchill,1975,-6
Canada,water_td_ind_W,Churchill,1975,-6
Canada,water_td_irr_ChurchillR_W,Churchill,1975,-6
Canada,water_td_dom_C,Churchill,1975,-6
Canada,water_td_an_C,St Lawrence,1975,-6
Canada,water_td_irr_StLwrncR_C,St Lawrence,1975,-6
Canada,water_td_irr_StLwrncR_W,St Lawrence,1975,-6
Canada,water_td_ind_C,St Lawrence,1975,-6
Canada,water_td_elec_W,St Lawrence,1975,-6
Canada,water_td_pri_W,St Lawrence,1975,-6
Canada,water_td_an_W,St Lawrence,1975,-6
Canada,water_td_elec_C,St Lawrence,1975,-6
Canada,water_td_dom_C,St Lawrence,1975,-6
Canada,water_td_ind_W,St Lawrence,1975,-6
Canada,water_td_pri_C,St Lawrence,1975,-6
Canada,water_td_dom_W,St Lawrence,1975,-6
Canada,water_td_pri_W,Missouri River,1975,-6
Canada,water_td_elec_C,Missouri River,1975,-6
Canada,water_td_irr_MissouriR_W,Missouri River,1975,-6
Canada,water_td_elec_W,Missouri River,1975,-6
Canada,water_td_ind_C,Missouri River,1975,-6
Canada,water_td_irr_MissouriR_C,Missouri River,1975,-6
Canada,water_td_an_W,Missouri River,1975,-6
Canada,water_td_dom_W,Missouri River,1975,-6
Canada,water_td_an_C,Missouri River,1975,-6
Canada,water_td_ind_W,Missouri River,1975,-6
Canada,water_td_dom_C,Missouri River,1975,-6
Canada,water_td_pri_C,Missouri River,1975,-6
Canada,water_td_elec_W,Great Lakes,1975,-6
Canada,water_td_irr_GreatLakes_W,Great Lakes,1975,-6
Canada,water_td_elec_C,Great Lakes,1975,-6
Canada,water_td_irr_GreatLakes_C,Great Lakes,1975,-6
Canada,water_td_ind_C,Great Lakes,1975,-6
Canada,water_td_dom_C,Great Lakes,1975,-6
Canada,water_td_dom_W,Great Lakes,1975,-6
Canada,water_td_pri_W,Great Lakes,1975,-6
Canada,water_td_an_W,Great Lakes,1975,-6
Canada,water_td_ind_W,Great Lakes,1975,-6
Canada,water_td_an_C,Great Lakes,1975,-6
Canada,water_td_pri_C,Great Lakes,1975,-6
Canada,water_td_elec_C,Pacific Northwest,1975,-6
Canada,water_td_dom_W,Pacific Northwest,1975,-6
Canada,water_td_irr_UsaPacNW_W,Pacific Northwest,1975,-6
Canada,water_td_irr_UsaPacNW_C,Pacific Northwest,1975,-6
Canada,water_td_an_C,Pacific Northwest,1975,-6
Canada,water_td_ind_C,Pacific Northwest,1975,-6
Canada,water_td_dom_C,Pacific Northwest,1975,-6
Canada,water_td_pri_W,Pacific Northwest,1975,-6
Canada,water_td_pri_C,Pacific Northwest,1975,-6
Canada,water_td_ind_W,Pacific Northwest,1975,-6
Canada,water_td_elec_W,Pacific Northwest,1975,-6
Canada,water_td_an_W,Pacific Northwest,1975,-6
Canada,water_td_elec_W,New England,1975,-6
Canada,water_td_pri_W,New England,1975,-6
Canada,water_td_an_W,New England,1975,-6
Canada,water_td_irr_UsaCstNE_W,New England,1975,-6
Canada,water_td_irr_UsaCstNE_C,New England,1975,-6
Canada,water_td_dom_C,New England,1975,-6
Canada,water_td_ind_C,New England,1975,-6
Canada,water_td_dom_W,New England,1975,-6
Canada,water_td_pri_C,New England,1975,-6
Canada,water_td_ind_W,New England,1975,-6
Canada,water_td_elec_C,New England,1975,-6
Canada,water_td_an_C,New England,1975,-6
Central America and Caribbean,water_td_irr_Caribbean_W,Caribbean,1975,-6
Central America and Caribbean,water_td_dom_C,Caribbean,1975,-6
Central America and Caribbean,water_td_elec_W,Caribbean,1975,-6
Central America and Caribbean,water_td_elec_C,Caribbean,1975,-6
Central America and Caribbean,water_td_dom_W,Caribbean,1975,-6
Central America and Caribbean,water_td_ind_W,Caribbean,1975,-6
Central America and Caribbean,water_td_pri_W,Caribbean,1975,-6
Central America and Caribbean,water_td_ind_C,Caribbean,1975,-6
Central America and Caribbean,water_td_pri_C,Caribbean,1975,-6
Central America and Caribbean,water_td_irr_Caribbean_C,Caribbean,1975,-6
Central America and Caribbean,water_td_an_W,Caribbean,1975,-6
Central America and Caribbean,water_td_an_C,Caribbean,1975,-6
Central America and Caribbean,water_td_irr_YucatanP_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_dom_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_elec_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_pri_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_an_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_pri_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_ind_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_irr_YucatanP_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_ind_W,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_dom_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_an_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_elec_C,Yucatan Peninsula,1975,-6
Central America and Caribbean,water_td_elec_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_an_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_irr_GrijUsuR_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_elec_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_ind_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_an_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_ind_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_dom_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_pri_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_pri_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_irr_GrijUsuR_C,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_dom_W,Grijalva-Usumacinta,1975,-6
Central America and Caribbean,water_td_pri_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_ind_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_pri_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_elec_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_an_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_irr_CntAmer_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_an_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_ind_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_irr_CntAmer_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_dom_W,Southern Central America,1975,-6
Central America and Caribbean,water_td_elec_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_dom_C,Southern Central America,1975,-6
Central America and Caribbean,water_td_an_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_irr_SAmerCstN_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_irr_SAmerCstN_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_ind_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_elec_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_pri_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_pri_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_ind_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_an_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_elec_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_dom_W,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_dom_C,Caribbean Coast,1975,-6
Central America and Caribbean,water_td_an_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_irr_ColEcuaCst_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_pri_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_irr_ColEcuaCst_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_an_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_ind_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_ind_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_dom_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_elec_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_pri_C,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_elec_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central America and Caribbean,water_td_dom_W,Colombia-Ecuador-Pacific Coast,1975,-6
Central Asia,water_td_irr_VolgaR_C,Volga,1975,-6
Central Asia,water_td_an_W,Volga,1975,-6
Central Asia,water_td_an_C,Volga,1975,-6
Central Asia,water_td_ind_W,Volga,1975,-6
Central Asia,water_td_elec_C,Volga,1975,-6
Central Asia,water_td_pri_W,Volga,1975,-6
Central Asia,water_td_irr_VolgaR_W,Volga,1975,-6
Central Asia,water_td_elec_W,Volga,1975,-6
Central Asia,water_td_dom_C,Volga,1975,-6
Central Asia,water_td_ind_C,Volga,1975,-6
Central Asia,water_td_pri_C,Volga,1975,-6
Central Asia,water_td_dom_W,Volga,1975,-6
Central Asia,water_td_ind_W,Ural,1975,-6
Central Asia,water_td_elec_C,Ural,1975,-6
Central Asia,water_td_ind_C,Ural,1975,-6
Central Asia,water_td_pri_W,Ural,1975,-6
Central Asia,water_td_irr_UralR_C,Ural,1975,-6
Central Asia,water_td_pri_C,Ural,1975,-6
Central Asia,water_td_dom_C,Ural,1975,-6
Central Asia,water_td_dom_W,Ural,1975,-6
Central Asia,water_td_an_W,Ural,1975,-6
Central Asia,water_td_an_C,Ural,1975,-6
Central Asia,water_td_elec_W,Ural,1975,-6
Central Asia,water_td_irr_UralR_W,Ural,1975,-6
Central Asia,water_td_pri_W,Gobi Interior,1975,-6
Central Asia,water_td_irr_Gobi_W,Gobi Interior,1975,-6
Central Asia,water_td_dom_C,Gobi Interior,1975,-6
Central Asia,water_td_irr_Gobi_C,Gobi Interior,1975,-6
Central Asia,water_td_ind_C,Gobi Interior,1975,-6
Central Asia,water_td_elec_W,Gobi Interior,1975,-6
Central Asia,water_td_pri_C,Gobi Interior,1975,-6
Central Asia,water_td_an_W,Gobi Interior,1975,-6
Central Asia,water_td_dom_W,Gobi Interior,1975,-6
Central Asia,water_td_elec_C,Gobi Interior,1975,-6
Central Asia,water_td_an_C,Gobi Interior,1975,-6
Central Asia,water_td_ind_W,Gobi Interior,1975,-6
Central Asia,water_td_dom_C,Amur,1975,-6
Central Asia,water_td_elec_C,Amur,1975,-6
Central Asia,water_td_pri_C,Amur,1975,-6
Central Asia,water_td_pri_W,Amur,1975,-6
Central Asia,water_td_ind_W,Amur,1975,-6
Central Asia,water_td_elec_W,Amur,1975,-6
Central Asia,water_td_irr_AmurR_C,Amur,1975,-6
Central Asia,water_td_irr_AmurR_W,Amur,1975,-6
Central Asia,water_td_an_W,Amur,1975,-6
Central Asia,water_td_dom_W,Amur,1975,-6
Central Asia,water_td_an_C,Amur,1975,-6
Central Asia,water_td_ind_C,Amur,1975,-6
Central Asia,water_td_ind_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_an_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_elec_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_an_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_irr_CaspianNE_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_elec_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_ind_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_dom_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_dom_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_pri_C,Caspian Sea Coast,1975,-6
Central Asia,water_td_irr_CaspianNE_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_pri_W,Caspian Sea Coast,1975,-6
Central Asia,water_td_irr_BlackSeaN_W,Black Sea-North Coast,1975,-6
Central Asia,water_td_irr_BlackSeaN_C,Black Sea-North Coast,1975,-6
Central Asia,water_td_elec_C,Yenisey,1975,-6
Central Asia,water_td_pri_C,Yenisey,1975,-6
Central Asia,water_td_pri_W,Yenisey,1975,-6
Central Asia,water_td_ind_C,Yenisey,1975,-6
Central Asia,water_td_ind_W,Yenisey,1975,-6
Central Asia,water_td_irr_YeniseiR_W,Yenisey,1975,-6
Central Asia,water_td_irr_YeniseiR_C,Yenisey,1975,-6
Central Asia,water_td_dom_C,Yenisey,1975,-6
Central Asia,water_td_dom_W,Yenisey,1975,-6
Central Asia,water_td_an_C,Yenisey,1975,-6
Central Asia,water_td_elec_W,Yenisey,1975,-6
Central Asia,water_td_an_W,Yenisey,1975,-6
Central Asia,water_td_elec_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_dom_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_elec_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_ind_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_pri_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_irr_CaspianE_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_an_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_irr_CaspianE_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_dom_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_an_C,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_pri_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_ind_W,Caspian Sea-East Coast,1975,-6
Central Asia,water_td_an_W,Ob,1975,-6
Central Asia,water_td_irr_ObR_C,Ob,1975,-6
Central Asia,water_td_irr_ObR_W,Ob,1975,-6
Central Asia,water_td_ind_C,Ob,1975,-6
Central Asia,water_td_dom_C,Ob,1975,-6
Central Asia,water_td_elec_W,Ob,1975,-6
Central Asia,water_td_pri_W,Ob,1975,-6
Central Asia,water_td_an_C,Ob,1975,-6
Central Asia,water_td_pri_C,Ob,1975,-6
Central Asia,water_td_elec_C,Ob,1975,-6
Central Asia,water_td_dom_W,Ob,1975,-6
Central Asia,water_td_ind_W,Ob,1975,-6
Central Asia,water_td_dom_C,Amu Darya,1975,-6
Central Asia,water_td_elec_C,Amu Darya,1975,-6
Central Asia,water_td_irr_AmuDaryaR_W,Amu Darya,1975,-6
Central Asia,water_td_an_W,Amu Darya,1975,-6
Central Asia,water_td_pri_C,Amu Darya,1975,-6
Central Asia,water_td_an_C,Amu Darya,1975,-6
Central Asia,water_td_ind_W,Amu Darya,1975,-6
Central Asia,water_td_irr_AmuDaryaR_C,Amu Darya,1975,-6
Central Asia,water_td_ind_C,Amu Darya,1975,-6
Central Asia,water_td_elec_W,Amu Darya,1975,-6
Central Asia,water_td_dom_W,Amu Darya,1975,-6
Central Asia,water_td_pri_W,Amu Darya,1975,-6
Central Asia,water_td_ind_W,Lake Balkash,1975,-6
Central Asia,water_td_an_W,Lake Balkash,1975,-6
Central Asia,water_td_dom_C,Lake Balkash,1975,-6
Central Asia,water_td_irr_LBalkash_C,Lake Balkash,1975,-6
Central Asia,water_td_an_C,Lake Balkash,1975,-6
Central Asia,water_td_elec_W,Lake Balkash,1975,-6
Central Asia,water_td_dom_W,Lake Balkash,1975,-6
Central Asia,water_td_irr_LBalkash_W,Lake Balkash,1975,-6
Central Asia,water_td_pri_W,Lake Balkash,1975,-6
Central Asia,water_td_ind_C,Lake Balkash,1975,-6
Central Asia,water_td_pri_C,Lake Balkash,1975,-6
Central Asia,water_td_elec_C,Lake Balkash,1975,-6
Central Asia,water_td_elec_W,Black Sea-South Coast,1975,-6
Central Asia,water_td_ind_C,Black Sea-South Coast,1975,-6
Central Asia,water_td_an_W,Black Sea-South Coast,1975,-6
Central Asia,water_td_elec_C,Black Sea-South Coast,1975,-6
Central Asia,water_td_pri_W,Black Sea-South Coast,1975,-6
Central Asia,water_td_an_C,Black Sea-South Coast,1975,-6
