INPUT_TABLE
Variable ID
SubsectorLogit_relative-cost-logit

region,supplysector,subsector,logit.type
USA,water_td_pri_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_dom_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_pri_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_ind_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_an_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_elec_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_dom_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_irr_PacArctic_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_irr_PacArctic_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_elec_C,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_an_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_ind_W,Pacific and Arctic Coast,relative-cost-logit
USA,water_td_elec_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_pri_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_ind_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_irr_NelsonR_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_dom_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_an_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_pri_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_dom_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_an_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_elec_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_irr_NelsonR_C,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_ind_W,Saskatchewan-Nelson,relative-cost-logit
USA,water_td_dom_W,Fraser,relative-cost-logit
USA,water_td_an_W,Fraser,relative-cost-logit
USA,water_td_elec_C,Fraser,relative-cost-logit
USA,water_td_an_C,Fraser,relative-cost-logit
USA,water_td_pri_C,Fraser,relative-cost-logit
USA,water_td_ind_C,Fraser,relative-cost-logit
USA,water_td_irr_FraserR_C,Fraser,relative-cost-logit
USA,water_td_dom_C,Fraser,relative-cost-logit
USA,water_td_ind_W,Fraser,relative-cost-logit
USA,water_td_irr_FraserR_W,Fraser,relative-cost-logit
USA,water_td_pri_W,Fraser,relative-cost-logit
USA,water_td_elec_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_ind_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_dom_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_irr_MexCstNW_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_ind_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_dom_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_an_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_irr_MexCstNW_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_an_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_pri_C,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_pri_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_elec_W,Mexico-Northwest Coast,relative-cost-logit
USA,water_td_an_W,Caribbean,relative-cost-logit
USA,water_td_ind_W,Caribbean,relative-cost-logit
USA,water_td_elec_C,Caribbean,relative-cost-logit
USA,water_td_an_C,Caribbean,relative-cost-logit
USA,water_td_dom_C,Caribbean,relative-cost-logit
USA,water_td_ind_C,Caribbean,relative-cost-logit
USA,water_td_irr_Caribbean_C,Caribbean,relative-cost-logit
USA,water_td_irr_Caribbean_W,Caribbean,relative-cost-logit
USA,water_td_pri_W,Caribbean,relative-cost-logit
USA,water_td_dom_W,Caribbean,relative-cost-logit
USA,water_td_pri_C,Caribbean,relative-cost-logit
USA,water_td_dom_W,California River,relative-cost-logit
USA,water_td_elec_W,California River,relative-cost-logit
USA,water_td_an_W,California River,relative-cost-logit
USA,water_td_pri_C,California River,relative-cost-logit
USA,water_td_ind_W,California River,relative-cost-logit
USA,water_td_ind_C,California River,relative-cost-logit
USA,water_td_dom_C,California River,relative-cost-logit
USA,water_td_irr_California_W,California River,relative-cost-logit
USA,water_td_pri_W,California River,relative-cost-logit
USA,water_td_an_C,California River,relative-cost-logit
USA,water_td_irr_California_C,California River,relative-cost-logit
USA,water_td_elec_C,California River,relative-cost-logit
USA,water_td_irr_MissppRN_W,Upper Mississippi,relative-cost-logit
USA,water_td_irr_MissppRN_C,Upper Mississippi,relative-cost-logit
USA,water_td_elec_C,Upper Mississippi,relative-cost-logit
USA,water_td_an_C,Upper Mississippi,relative-cost-logit
USA,water_td_an_W,Upper Mississippi,relative-cost-logit
