INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
Central Asia,Lake Balkash-water withdrawals,2070,0.001
Central Asia,Lake Balkash-water withdrawals,2040,0.001
Central Asia,Lake Balkash-water withdrawals,2030,0.001
Central Asia,Lake Balkash-water withdrawals,2080,0.001
Central Asia,Lake Balkash-water consumption,2010,0
Central Asia,Lake Balkash-water consumption,2040,0
Central Asia,Lake Balkash-water withdrawals,2055,0.001
Central Asia,Lake Balkash-water withdrawals,2100,0.001
Central Asia,Lake Balkash-water consumption,1975,0
Central Asia,Lake Balkash-water consumption,2035,0
Central Asia,Lake Balkash-water withdrawals,2005,0.001
Central Asia,Lake Balkash-water consumption,2100,0
Central Asia,Lake Balkash-water consumption,2060,0
Central Asia,Lake Balkash-water consumption,2045,0
Central Asia,Lake Balkash-water withdrawals,2075,0.001
Central Asia,Lake Balkash-water consumption,2055,0
Central Asia,Lake Balkash-water consumption,2025,0
Central Asia,Lake Balkash-water withdrawals,1990,0.001
Central Asia,Lake Balkash-water consumption,2050,0
Central Asia,Lake Balkash-water consumption,2020,0
Central Asia,Lake Balkash-water consumption,2095,0
Central Asia,Lake Balkash-water withdrawals,2085,0.001
Central Asia,Lake Balkash-water withdrawals,2015,0.001
Central Asia,Lake Balkash-water consumption,2090,0
Central Asia,Lake Balkash-water withdrawals,2090,0.001
Central Asia,Lake Balkash-water withdrawals,2065,0.001
Central Asia,Lake Balkash-water withdrawals,2050,0.001
Central Asia,Lake Balkash-water consumption,2080,0
Central Asia,Lake Balkash-water consumption,1990,0
Central Asia,Lake Balkash-water consumption,2065,0
Central Asia,Lake Balkash-water consumption,2070,0
Central Asia,Lake Balkash-water consumption,2075,0
Central Asia,Lake Balkash-water withdrawals,2095,0.001
Central Asia,Lake Balkash-water withdrawals,1975,0.001
Central Asia,Lake Balkash-water withdrawals,2010,0.001
Central Asia,Lake Balkash-water withdrawals,2035,0.001
Central Asia,Lake Balkash-water withdrawals,2020,0.001
Central Asia,Lake Balkash-water consumption,2030,0
Central Asia,Lake Balkash-water withdrawals,2025,0.001
Central Asia,Lake Balkash-water consumption,2005,0
Central Asia,Lake Balkash-water consumption,2015,0
EU-15,Tiber-water consumption,2010,0
EU-15,Tiber-water withdrawals,2045,0.001
EU-15,Tiber-water withdrawals,2030,0.001
EU-15,Tiber-water consumption,2020,0
EU-15,Tiber-water consumption,2075,0
EU-15,Tiber-water consumption,2035,0
EU-15,Tiber-water consumption,2090,0
EU-15,Tiber-water consumption,2085,0
EU-15,Tiber-water withdrawals,2065,0.001
EU-15,Tiber-water consumption,2070,0
EU-15,Tiber-water withdrawals,2015,0.001
EU-15,Tiber-water withdrawals,2100,0.001
EU-15,Tiber-water withdrawals,2050,0.001
EU-15,Tiber-water consumption,2100,0
EU-15,Tiber-water consumption,2040,0
EU-15,Tiber-water consumption,2025,0
EU-15,Tiber-water withdrawals,2005,0.001
EU-15,Tiber-water withdrawals,2010,0.001
EU-15,Tiber-water withdrawals,2085,0.001
EU-15,Tiber-water withdrawals,2040,0.001
EU-15,Tiber-water consumption,2065,0
EU-15,Tiber-water withdrawals,1990,0.001
EU-15,Tiber-water withdrawals,2075,0.001
EU-15,Tiber-water consumption,2055,0
EU-15,Tiber-water withdrawals,2060,0.001
EU-15,Tiber-water consumption,2045,0
EU-15,Tiber-water withdrawals,2025,0.001
EU-15,Tiber-water consumption,1975,0
EU-15,Tiber-water withdrawals,2055,0.001
EU-15,Tiber-water withdrawals,2020,0.001
EU-15,Tiber-water withdrawals,2095,0.001
EU-15,Tiber-water withdrawals,2090,0.001
EU-15,Tiber-water consumption,2005,0
EU-15,Tiber-water withdrawals,1975,0.001
EU-15,Tiber-water consumption,2050,0
EU-15,Tiber-water withdrawals,2080,0.001
EU-15,Tiber-water consumption,1990,0
EU-15,Tiber-water consumption,2030,0
EU-15,Tiber-water withdrawals,2070,0.001
EU-15,Tiber-water consumption,2095,0
EU-15,Tiber-water consumption,2015,0
EU-15,Tiber-water withdrawals,2035,0.001
EU-15,Tiber-water consumption,2080,0
EU-15,Tiber-water consumption,2060,0
Central Asia,Black Sea-South Coast-water consumption,2025,0
Central Asia,Black Sea-South Coast-water withdrawals,2005,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2030,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2045,0.001
Central Asia,Black Sea-South Coast-water consumption,1975,0
Central Asia,Black Sea-South Coast-water consumption,2035,0
Central Asia,Black Sea-South Coast-water withdrawals,2015,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2090,0.001
Central Asia,Black Sea-South Coast-water consumption,2085,0
Central Asia,Black Sea-South Coast-water consumption,2075,0
Central Asia,Black Sea-South Coast-water withdrawals,2075,0.001
Central Asia,Black Sea-South Coast-water consumption,2020,0
Central Asia,Black Sea-South Coast-water withdrawals,2080,0.001
Central Asia,Black Sea-South Coast-water consumption,2100,0
Central Asia,Black Sea-South Coast-water consumption,2045,0
Central Asia,Black Sea-South Coast-water withdrawals,2085,0.001
Central Asia,Black Sea-South Coast-water consumption,2005,0
Central Asia,Black Sea-South Coast-water withdrawals,2095,0.001
Central Asia,Black Sea-South Coast-water consumption,2070,0
Central Asia,Black Sea-South Coast-water consumption,2095,0
Central Asia,Black Sea-South Coast-water withdrawals,2070,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2060,0.001
Central Asia,Black Sea-South Coast-water consumption,2090,0
Central Asia,Black Sea-South Coast-water consumption,2050,0
Central Asia,Black Sea-South Coast-water withdrawals,2065,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2055,0.001
Central Asia,Black Sea-South Coast-water consumption,2060,0
Central Asia,Black Sea-South Coast-water withdrawals,2040,0.001
Central Asia,Black Sea-South Coast-water consumption,2065,0
Central Asia,Black Sea-South Coast-water consumption,2010,0
Central Asia,Black Sea-South Coast-water consumption,2055,0
Central Asia,Black Sea-South Coast-water withdrawals,2035,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2020,0.001
Central Asia,Black Sea-South Coast-water consumption,1990,0
Central Asia,Black Sea-South Coast-water withdrawals,2050,0.001
Central Asia,Black Sea-South Coast-water withdrawals,2100,0.001
Central Asia,Black Sea-South Coast-water consumption,2040,0
Central Asia,Black Sea-South Coast-water consumption,2015,0
Central Asia,Black Sea-South Coast-water withdrawals,1975,0.001
Central Asia,Black Sea-South Coast-water consumption,2030,0
Central Asia,Black Sea-South Coast-water withdrawals,2010,0.001
Central Asia,Black Sea-South Coast-water withdrawals,1990,0.001
Central Asia,Black Sea-South Coast-water consumption,2080,0
Central Asia,Black Sea-South Coast-water withdrawals,2025,0.001
EU-15,Tagus-water consumption,2085,0
EU-15,Tagus-water consumption,1975,0
EU-15,Tagus-water consumption,2035,0
EU-15,Tagus-water withdrawals,2015,0.001
EU-15,Tagus-water withdrawals,2020,0.001
EU-15,Tagus-water withdrawals,2060,0.001
EU-15,Tagus-water withdrawals,2030,0.001
EU-15,Tagus-water consumption,2010,0
EU-15,Tagus-water consumption,2055,0
EU-15,Tagus-water withdrawals,2080,0.001
EU-15,Tagus-water consumption,1990,0
EU-15,Tagus-water withdrawals,2090,0.001
EU-15,Tagus-water consumption,2030,0
EU-15,Tagus-water withdrawals,2065,0.001
EU-15,Tagus-water consumption,2100,0
EU-15,Tagus-water consumption,2040,0
EU-15,Tagus-water consumption,2025,0
EU-15,Tagus-water consumption,2090,0
EU-15,Tagus-water consumption,2070,0
EU-15,Tagus-water consumption,2065,0
EU-15,Tagus-water consumption,2075,0
EU-15,Tagus-water consumption,2020,0
EU-15,Tagus-water consumption,2015,0
EU-15,Tagus-water withdrawals,2005,0.001
EU-15,Tagus-water withdrawals,2070,0.001
EU-15,Tagus-water withdrawals,2010,0.001
EU-15,Tagus-water withdrawals,2045,0.001
EU-15,Tagus-water consumption,2080,0
EU-15,Tagus-water withdrawals,2085,0.001
EU-15,Tagus-water withdrawals,1990,0.001
EU-15,Tagus-water consumption,2060,0
EU-15,Tagus-water withdrawals,2055,0.001
EU-15,Tagus-water withdrawals,2050,0.001
EU-15,Tagus-water withdrawals,2095,0.001
EU-15,Tagus-water consumption,2050,0
EU-15,Tagus-water withdrawals,1975,0.001
EU-15,Tagus-water consumption,2005,0
EU-15,Tagus-water consumption,2095,0
EU-15,Tagus-water withdrawals,2075,0.001
EU-15,Tagus-water withdrawals,2040,0.001
EU-15,Tagus-water consumption,2045,0
EU-15,Tagus-water withdrawals,2100,0.001
EU-15,Tagus-water withdrawals,2025,0.001
EU-15,Tagus-water withdrawals,2035,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,1975,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2005,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2100,0
Central Asia,Caspian Sea-South West Coast-water consumption,2030,0
Central Asia,Caspian Sea-South West Coast-water consumption,2045,0
Central Asia,Caspian Sea-South West Coast-water consumption,2050,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2045,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2085,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,1990,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2035,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2060,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2070,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2095,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2075,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2010,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2010,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2065,0
Central Asia,Caspian Sea-South West Coast-water consumption,2035,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2080,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2090,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2015,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2020,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2025,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2065,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2070,0
Central Asia,Caspian Sea-South West Coast-water consumption,2085,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2060,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2040,0
Central Asia,Caspian Sea-South West Coast-water consumption,2015,0
Central Asia,Caspian Sea-South West Coast-water consumption,2075,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2100,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2030,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,1975,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,1990,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2040,0.001
Central Asia,Caspian Sea-South West Coast-water withdrawals,2090,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2005,0
Central Asia,Caspian Sea-South West Coast-water consumption,2080,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2050,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2095,0
Central Asia,Caspian Sea-South West Coast-water consumption,2055,0
Central Asia,Caspian Sea-South West Coast-water withdrawals,2055,0.001
Central Asia,Caspian Sea-South West Coast-water consumption,2025,0
Central Asia,Caspian Sea-South West Coast-water consumption,2020,0
EU-15,Ebro-water withdrawals,2085,0.001
EU-15,Ebro-water withdrawals,2080,0.001
EU-15,Ebro-water withdrawals,2035,0.001
EU-15,Ebro-water consumption,2060,0
EU-15,Ebro-water consumption,2035,0
EU-15,Ebro-water withdrawals,2015,0.001
EU-15,Ebro-water withdrawals,1990,0.001
EU-15,Ebro-water consumption,2100,0
EU-15,Ebro-water consumption,2030,0
EU-15,Ebro-water consumption,2045,0
EU-15,Ebro-water consumption,1990,0
EU-15,Ebro-water withdrawals,2025,0.001
EU-15,Ebro-water withdrawals,2095,0.001
EU-15,Ebro-water withdrawals,2060,0.001
EU-15,Ebro-water consumption,2075,0
EU-15,Ebro-water consumption,2050,0
EU-15,Ebro-water withdrawals,2045,0.001
EU-15,Ebro-water consumption,2090,0
EU-15,Ebro-water consumption,1975,0
EU-15,Ebro-water withdrawals,2075,0.001
EU-15,Ebro-water withdrawals,2005,0.001
EU-15,Ebro-water withdrawals,2010,0.001
EU-15,Ebro-water consumption,2010,0
EU-15,Ebro-water withdrawals,2040,0.001
EU-15,Ebro-water withdrawals,2090,0.001
EU-15,Ebro-water consumption,2015,0
EU-15,Ebro-water withdrawals,1975,0.001
EU-15,Ebro-water withdrawals,2020,0.001
EU-15,Ebro-water consumption,2040,0
EU-15,Ebro-water withdrawals,2050,0.001
EU-15,Ebro-water consumption,2070,0
EU-15,Ebro-water withdrawals,2100,0.001
EU-15,Ebro-water consumption,2095,0
EU-15,Ebro-water consumption,2065,0
EU-15,Ebro-water consumption,2055,0
EU-15,Ebro-water consumption,2080,0
EU-15,Ebro-water consumption,2085,0
EU-15,Ebro-water withdrawals,2070,0.001
EU-15,Ebro-water withdrawals,2055,0.001
EU-15,Ebro-water withdrawals,2065,0.001
EU-15,Ebro-water consumption,2025,0
EU-15,Ebro-water consumption,2005,0
EU-15,Ebro-water consumption,2020,0
EU-15,Ebro-water withdrawals,2030,0.001
EU-15,Douro-water consumption,2070,0
EU-15,Douro-water consumption,2095,0
EU-15,Douro-water withdrawals,2075,0.001
EU-15,Douro-water withdrawals,2085,0.001
EU-15,Douro-water withdrawals,2010,0.001
EU-15,Douro-water consumption,2030,0
EU-15,Douro-water withdrawals,2080,0.001
EU-15,Douro-water consumption,2050,0
EU-15,Douro-water withdrawals,1990,0.001
EU-15,Douro-water consumption,1975,0
EU-15,Douro-water withdrawals,2035,0.001
EU-15,Douro-water consumption,2045,0
EU-15,Douro-water consumption,2005,0
EU-15,Douro-water withdrawals,2025,0.001
EU-15,Douro-water withdrawals,2040,0.001
EU-15,Douro-water withdrawals,2015,0.001
EU-15,Douro-water consumption,2075,0
EU-15,Douro-water withdrawals,2005,0.001
EU-15,Douro-water consumption,2010,0
EU-15,Douro-water withdrawals,2095,0.001
EU-15,Douro-water consumption,2015,0
EU-15,Douro-water consumption,2055,0
EU-15,Douro-water consumption,2085,0
EU-15,Douro-water withdrawals,2070,0.001
EU-15,Douro-water consumption,2080,0
EU-15,Douro-water withdrawals,2045,0.001
EU-15,Douro-water withdrawals,2020,0.001
EU-15,Douro-water withdrawals,2055,0.001
EU-15,Douro-water consumption,1990,0
EU-15,Douro-water consumption,2065,0
EU-15,Douro-water withdrawals,2090,0.001
EU-15,Douro-water withdrawals,2065,0.001
EU-15,Douro-water consumption,2060,0
EU-15,Douro-water withdrawals,1975,0.001
EU-15,Douro-water withdrawals,2060,0.001
EU-15,Douro-water consumption,2090,0
EU-15,Douro-water consumption,2100,0
EU-15,Douro-water consumption,2040,0
EU-15,Douro-water withdrawals,2100,0.001
EU-15,Douro-water consumption,2020,0
EU-15,Douro-water withdrawals,2050,0.001
EU-15,Douro-water consumption,2025,0
EU-15,Douro-water consumption,2035,0
EU-15,Douro-water withdrawals,2030,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,1975,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2005,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2005,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2035,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2100,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2045,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2050,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2065,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2065,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,1990,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2040,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2045,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2095,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2085,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2010,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2020,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,1990,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2070,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2080,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2075,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2085,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2090,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2090,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2050,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2055,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2080,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2025,0.001
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,1975,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2055,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2060,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2015,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2020,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2075,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2015,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2010,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2030,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2035,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2095,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2025,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2100,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2030,0
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2040,0
Africa_Northern,Mediterranean Sea-East Coast-water withdrawals,2060,0.001
Africa_Northern,Mediterranean Sea-East Coast-water consumption,2070,0
Central Asia,Syr Darya-water consumption,2080,0
Central Asia,Syr Darya-water withdrawals,2100,0.001
Central Asia,Syr Darya-water withdrawals,2070,0.001
Central Asia,Syr Darya-water consumption,2095,0
Central Asia,Syr Darya-water withdrawals,1990,0.001
Central Asia,Syr Darya-water withdrawals,2065,0.001
Central Asia,Syr Darya-water withdrawals,2085,0.001
Central Asia,Syr Darya-water withdrawals,2090,0.001
Central Asia,Syr Darya-water withdrawals,2025,0.001
Central Asia,Syr Darya-water consumption,2065,0
Central Asia,Syr Darya-water consumption,2010,0
Central Asia,Syr Darya-water withdrawals,2045,0.001
Central Asia,Syr Darya-water withdrawals,2035,0.001
Central Asia,Syr Darya-water withdrawals,1975,0.001
Central Asia,Syr Darya-water consumption,2045,0
Central Asia,Syr Darya-water withdrawals,2040,0.001
Central Asia,Syr Darya-water consumption,2075,0
Central Asia,Syr Darya-water consumption,2050,0
Central Asia,Syr Darya-water consumption,2085,0
Central Asia,Syr Darya-water consumption,2055,0
Central Asia,Syr Darya-water withdrawals,2055,0.001
Central Asia,Syr Darya-water consumption,2005,0
Central Asia,Syr Darya-water consumption,1990,0
Central Asia,Syr Darya-water consumption,2025,0
Central Asia,Syr Darya-water consumption,2060,0
Central Asia,Syr Darya-water consumption,1975,0
Central Asia,Syr Darya-water withdrawals,2005,0.001
Central Asia,Syr Darya-water consumption,2040,0
Central Asia,Syr Darya-water consumption,2035,0
Central Asia,Syr Darya-water withdrawals,2050,0.001
Central Asia,Syr Darya-water consumption,2020,0
Central Asia,Syr Darya-water consumption,2015,0
Central Asia,Syr Darya-water withdrawals,2020,0.001
Central Asia,Syr Darya-water withdrawals,2015,0.001
Central Asia,Syr Darya-water withdrawals,2010,0.001
Central Asia,Syr Darya-water consumption,2030,0
Central Asia,Syr Darya-water withdrawals,2080,0.001
Central Asia,Syr Darya-water withdrawals,2060,0.001
Central Asia,Syr Darya-water consumption,2090,0
Central Asia,Syr Darya-water consumption,2100,0
Central Asia,Syr Darya-water withdrawals,2030,0.001
Central Asia,Syr Darya-water consumption,2070,0
Central Asia,Syr Darya-water withdrawals,2075,0.001
Central Asia,Syr Darya-water withdrawals,2095,0.001
China,Ziya He-Interior-water consumption,2090,0
China,Ziya He-Interior-water consumption,2085,0
China,Ziya He-Interior-water consumption,2075,0
China,Ziya He-Interior-water withdrawals,2045,0.001
China,Ziya He-Interior-water withdrawals,2100,0.001
China,Ziya He-Interior-water withdrawals,2025,0.001
China,Ziya He-Interior-water withdrawals,2070,0.001
China,Ziya He-Interior-water consumption,2050,0
China,Ziya He-Interior-water consumption,2095,0
China,Ziya He-Interior-water consumption,2035,0
China,Ziya He-Interior-water consumption,2055,0
China,Ziya He-Interior-water withdrawals,2085,0.001
China,Ziya He-Interior-water consumption,2080,0
China,Ziya He-Interior-water withdrawals,1975,0.001
China,Ziya He-Interior-water consumption,2020,0
China,Ziya He-Interior-water consumption,2010,0
China,Ziya He-Interior-water consumption,2060,0
China,Ziya He-Interior-water withdrawals,2090,0.001
China,Ziya He-Interior-water consumption,1990,0
China,Ziya He-Interior-water withdrawals,2060,0.001
China,Ziya He-Interior-water consumption,2100,0
China,Ziya He-Interior-water consumption,2040,0
China,Ziya He-Interior-water withdrawals,2035,0.001
China,Ziya He-Interior-water withdrawals,2015,0.001
China,Ziya He-Interior-water withdrawals,2065,0.001
China,Ziya He-Interior-water consumption,2065,0
China,Ziya He-Interior-water consumption,2015,0
China,Ziya He-Interior-water withdrawals,1990,0.001
China,Ziya He-Interior-water withdrawals,2030,0.001
China,Ziya He-Interior-water consumption,2005,0
China,Ziya He-Interior-water withdrawals,2050,0.001
China,Ziya He-Interior-water withdrawals,2020,0.001
China,Ziya He-Interior-water withdrawals,2040,0.001
China,Ziya He-Interior-water withdrawals,2055,0.001
China,Ziya He-Interior-water withdrawals,2005,0.001
China,Ziya He-Interior-water withdrawals,2080,0.001
China,Ziya He-Interior-water withdrawals,2075,0.001
China,Ziya He-Interior-water consumption,2030,0
China,Ziya He-Interior-water withdrawals,2010,0.001
China,Ziya He-Interior-water consumption,2025,0
China,Ziya He-Interior-water consumption,2045,0
China,Ziya He-Interior-water consumption,2070,0
China,Ziya He-Interior-water consumption,1975,0
China,Ziya He-Interior-water withdrawals,2095,0.001
China,China Coast-water withdrawals,2070,0.001
China,China Coast-water consumption,2095,0
China,China Coast-water consumption,2090,0
China,China Coast-water withdrawals,2025,0.001
China,China Coast-water consumption,2065,0
China,China Coast-water withdrawals,2055,0.001
China,China Coast-water withdrawals,2065,0.001
China,China Coast-water withdrawals,1975,0.001
China,China Coast-water consumption,2035,0
China,China Coast-water withdrawals,2045,0.001
China,China Coast-water withdrawals,2075,0.001
China,China Coast-water withdrawals,2090,0.001
China,China Coast-water consumption,2055,0
China,China Coast-water withdrawals,2050,0.001
China,China Coast-water consumption,2075,0
China,China Coast-water consumption,2100,0
China,China Coast-water consumption,2020,0
China,China Coast-water withdrawals,2010,0.001
China,China Coast-water consumption,2010,0
China,China Coast-water consumption,2080,0
China,China Coast-water consumption,2085,0
China,China Coast-water withdrawals,2035,0.001
China,China Coast-water consumption,2040,0
China,China Coast-water withdrawals,2085,0.001
China,China Coast-water withdrawals,2005,0.001
China,China Coast-water withdrawals,2060,0.001
China,China Coast-water consumption,2030,0
China,China Coast-water consumption,2015,0
China,China Coast-water consumption,1990,0
China,China Coast-water withdrawals,2015,0.001
China,China Coast-water withdrawals,2080,0.001
China,China Coast-water consumption,2025,0
China,China Coast-water withdrawals,2100,0.001
China,China Coast-water consumption,2005,0
China,China Coast-water consumption,2050,0
China,China Coast-water withdrawals,2020,0.001
China,China Coast-water consumption,2045,0
China,China Coast-water withdrawals,1990,0.001
China,China Coast-water withdrawals,2095,0.001
China,China Coast-water consumption,2070,0
China,China Coast-water withdrawals,2030,0.001
China,China Coast-water consumption,1975,0
China,China Coast-water withdrawals,2040,0.001
China,China Coast-water consumption,2060,0
China,Huang He-water withdrawals,2045,0.001
China,Huang He-water consumption,2090,0
China,Huang He-water withdrawals,1975,0.001
China,Huang He-water withdrawals,2025,0.001
China,Huang He-water withdrawals,2070,0.001
China,Huang He-water consumption,2085,0
China,Huang He-water withdrawals,1990,0.001
China,Huang He-water withdrawals,2090,0.001
China,Huang He-water withdrawals,2060,0.001
China,Huang He-water withdrawals,2055,0.001
China,Huang He-water withdrawals,2085,0.001
China,Huang He-water consumption,2035,0
China,Huang He-water consumption,1990,0
China,Huang He-water withdrawals,2065,0.001
China,Huang He-water withdrawals,2050,0.001
China,Huang He-water consumption,2010,0
China,Huang He-water withdrawals,2075,0.001
China,Huang He-water consumption,2080,0
China,Huang He-water consumption,2030,0
China,Huang He-water consumption,2055,0
China,Huang He-water withdrawals,2010,0.001
China,Huang He-water consumption,2100,0
China,Huang He-water withdrawals,2080,0.001
China,Huang He-water consumption,2020,0
China,Huang He-water consumption,2015,0
China,Huang He-water consumption,2005,0
China,Huang He-water withdrawals,2040,0.001
China,Huang He-water withdrawals,2100,0.001
China,Huang He-water consumption,2065,0
China,Huang He-water consumption,2075,0
China,Huang He-water consumption,1975,0
China,Huang He-water consumption,2040,0
China,Huang He-water withdrawals,2035,0.001
China,Huang He-water consumption,2025,0
China,Huang He-water consumption,2050,0
China,Huang He-water consumption,2070,0
China,Huang He-water consumption,2095,0
China,Huang He-water consumption,2060,0
China,Huang He-water withdrawals,2005,0.001
China,Huang He-water withdrawals,2020,0.001
China,Huang He-water withdrawals,2030,0.001
China,Huang He-water withdrawals,2095,0.001
China,Huang He-water withdrawals,2015,0.001
China,Huang He-water consumption,2045,0
Africa_Northern,Mediterranean South Coast-water consumption,2090,0
Africa_Northern,Mediterranean South Coast-water consumption,2085,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2070,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2005,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2050,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2090,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2010,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2020,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2040,0
Africa_Northern,Mediterranean South Coast-water consumption,2020,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2055,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2080,0
Africa_Northern,Mediterranean South Coast-water consumption,2065,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2045,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2085,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2055,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2035,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2060,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2035,0
Africa_Northern,Mediterranean South Coast-water consumption,1975,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2080,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,1990,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2025,0
Africa_Northern,Mediterranean South Coast-water consumption,2050,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2010,0.001
Africa_Northern,Mediterranean South Coast-water withdrawals,2040,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2075,0
Africa_Northern,Mediterranean South Coast-water consumption,2070,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2005,0.001
Africa_Northern,Mediterranean South Coast-water consumption,2030,0
Africa_Northern,Mediterranean South Coast-water consumption,2100,0
Africa_Northern,Mediterranean South Coast-water withdrawals,2065,0.001
