INPUT_TABLE
Variable ID
UnlimitRsrcPrice

region,unlimited.resource,year,price
USA,seawater,1975,0
USA,desalination,2005,0
USA,biophysical water consumption,2025,0
USA,desalination,2055,0
USA,seawater,2090,0
USA,desalination,2100,0
USA,seawater,2010,0
USA,biophysical water consumption,1990,0
USA,desalination,2030,0
USA,biophysical water consumption,2045,0
USA,seawater,2065,0
USA,biophysical water consumption,2095,0
USA,biophysical water consumption,2015,0
USA,seawater,2030,0
USA,biophysical water consumption,2020,0
USA,seawater,2040,0
USA,biophysical water consumption,2070,0
USA,seawater,2085,0
USA,seawater,2005,0
USA,desalination,2020,0
USA,seawater,2015,0
USA,desalination,2025,0
USA,seawater,2060,0
USA,desalination,2075,0
USA,desalination,1975,0
USA,biophysical water consumption,2010,0
USA,desalination,1990,0
USA,seawater,2035,0
USA,desalination,2050,0
USA,biophysical water consumption,2065,0
USA,desalination,2095,0
USA,desalination,2015,0
USA,biophysical water consumption,1975,0
USA,seawater,2050,0
USA,biophysical water consumption,2040,0
USA,desalination,2070,0
USA,biophysical water consumption,2090,0
USA,biophysical water consumption,2005,0
USA,seawater,2025,0
USA,biophysical water consumption,2055,0
USA,seawater,2070,0
USA,desalination,2045,0
USA,seawater,2080,0
USA,seawater,1990,0
USA,desalination,2010,0
USA,biophysical water consumption,2030,0
USA,desalination,2060,0
USA,seawater,2055,0
USA,desalination,2065,0
USA,biophysical water consumption,2085,0
USA,seawater,2020,0
USA,desalination,2035,0
USA,biophysical water consumption,2050,0
USA,desalination,2040,0
USA,biophysical water consumption,2060,0
USA,desalination,2090,0
USA,biophysical water consumption,2075,0
USA,biophysical water consumption,2080,0
USA,seawater,2045,0
USA,biophysical water consumption,2035,0
USA,desalination,2085,0
USA,biophysical water consumption,2100,0
USA,seawater,2100,0
USA,seawater,2075,0
USA,desalination,2080,0
USA,seawater,2095,0
Africa_Eastern,seawater,2090,0
Africa_Eastern,biophysical water consumption,2090,0
Africa_Eastern,biophysical water consumption,2070,0
Africa_Eastern,biophysical water consumption,2015,0
Africa_Eastern,seawater,1975,0
Africa_Eastern,desalination,2015,0
Africa_Eastern,desalination,1975,0
Africa_Eastern,desalination,2090,0
Africa_Eastern,seawater,1990,0
Africa_Eastern,desalination,2070,0
Africa_Eastern,biophysical water consumption,1975,0
Africa_Eastern,seawater,2015,0
Africa_Eastern,desalination,2035,0
Africa_Eastern,biophysical water consumption,2055,0
Africa_Eastern,biophysical water consumption,1990,0
Africa_Eastern,seawater,2020,0
Africa_Eastern,desalination,2085,0
Africa_Eastern,seawater,2080,0
Africa_Eastern,desalination,2095,0
Africa_Eastern,desalination,2055,0
Africa_Eastern,biophysical water consumption,2035,0
Africa_Eastern,desalination,2030,0
Africa_Eastern,biophysical water consumption,2080,0
Africa_Eastern,seawater,2010,0
Africa_Eastern,biophysical water consumption,2085,0
Africa_Eastern,desalination,2075,0
Africa_Eastern,biophysical water consumption,2095,0
Africa_Eastern,seawater,2035,0
Africa_Eastern,desalination,2050,0
Africa_Eastern,biophysical water consumption,2100,0
Africa_Eastern,biophysical water consumption,2020,0
Africa_Eastern,seawater,2040,0
Africa_Eastern,seawater,2085,0
Africa_Eastern,desalination,2100,0
Africa_Eastern,seawater,2055,0
Africa_Eastern,seawater,2095,0
Africa_Eastern,desalination,2020,0
Africa_Eastern,seawater,2100,0
Africa_Eastern,seawater,2060,0
Africa_Eastern,biophysical water consumption,2005,0
Africa_Eastern,seawater,2025,0
Africa_Eastern,seawater,2075,0
Africa_Eastern,desalination,1990,0
Africa_Eastern,seawater,2030,0
Africa_Eastern,desalination,2005,0
Africa_Eastern,biophysical water consumption,2025,0
Africa_Eastern,biophysical water consumption,2065,0
Africa_Eastern,biophysical water consumption,2075,0
Africa_Eastern,biophysical water consumption,2030,0
Africa_Eastern,seawater,2045,0
Africa_Eastern,biophysical water consumption,2040,0
Africa_Eastern,desalination,2025,0
Africa_Eastern,biophysical water consumption,2045,0
Africa_Eastern,seawater,2065,0
Africa_Eastern,desalination,2080,0
Africa_Eastern,biophysical water consumption,2010,0
Africa_Eastern,desalination,2040,0
Africa_Eastern,biophysical water consumption,2060,0
Africa_Eastern,desalination,2045,0
Africa_Eastern,seawater,2050,0
Africa_Eastern,desalination,2010,0
Africa_Eastern,seawater,2005,0
Africa_Eastern,seawater,2070,0
Africa_Eastern,desalination,2060,0
Africa_Eastern,desalination,2065,0
Africa_Eastern,biophysical water consumption,2050,0
Africa_Northern,seawater,2090,0
Africa_Northern,desalination,2070,0
Africa_Northern,biophysical water consumption,2095,0
Africa_Northern,desalination,2030,0
Africa_Northern,biophysical water consumption,2005,0
Africa_Northern,seawater,2040,0
Africa_Northern,seawater,2075,0
Africa_Northern,desalination,2055,0
Africa_Northern,biophysical water consumption,2075,0
Africa_Northern,seawater,2095,0
Africa_Northern,desalination,2095,0
Africa_Northern,biophysical water consumption,2040,0
Africa_Northern,biophysical water consumption,2090,0
Africa_Northern,desalination,2075,0
Africa_Northern,seawater,2020,0
Africa_Northern,seawater,2025,0
Africa_Northern,seawater,1975,0
Africa_Northern,desalination,2090,0
Africa_Northern,seawater,2080,0
Africa_Northern,desalination,2005,0
Africa_Northern,biophysical water consumption,2070,0
Africa_Northern,desalination,2015,0
Africa_Northern,biophysical water consumption,1975,0
Africa_Northern,biophysical water consumption,1990,0
Africa_Northern,seawater,2015,0
Africa_Northern,seawater,2100,0
Africa_Northern,seawater,2060,0
Africa_Northern,biophysical water consumption,2045,0
Africa_Northern,desalination,1975,0
Africa_Northern,desalination,1990,0
Africa_Northern,seawater,2035,0
Africa_Northern,biophysical water consumption,2020,0
Africa_Northern,desalination,2050,0
Africa_Northern,biophysical water consumption,2065,0
Africa_Northern,biophysical water consumption,2025,0
Africa_Northern,seawater,2005,0
Africa_Northern,desalination,2020,0
Africa_Northern,biophysical water consumption,2080,0
Africa_Northern,seawater,2010,0
Africa_Northern,desalination,2065,0
Africa_Northern,desalination,2025,0
Africa_Northern,seawater,2065,0
Africa_Northern,biophysical water consumption,2015,0
Africa_Northern,desalination,2040,0
Africa_Northern,biophysical water consumption,2100,0
Africa_Northern,desalination,2045,0
Africa_Northern,desalination,2085,0
Africa_Northern,seawater,1990,0
Africa_Northern,biophysical water consumption,2055,0
Africa_Northern,biophysical water consumption,2035,0
Africa_Northern,desalination,2060,0
Africa_Northern,seawater,2055,0
Africa_Northern,seawater,2050,0
Africa_Northern,biophysical water consumption,2010,0
Africa_Northern,biophysical water consumption,2085,0
Africa_Northern,desalination,2035,0
Africa_Northern,desalination,2010,0
Africa_Northern,desalination,2080,0
Africa_Northern,biophysical water consumption,2060,0
Africa_Northern,seawater,2030,0
Africa_Northern,biophysical water consumption,2030,0
Africa_Northern,seawater,2045,0
Africa_Northern,desalination,2100,0
Africa_Northern,biophysical water consumption,2050,0
Africa_Northern,seawater,2070,0
Africa_Northern,seawater,2085,0
Africa_Southern,desalination,2055,0
Africa_Southern,biophysical water consumption,2040,0
Africa_Southern,desalination,2075,0
Africa_Southern,desalination,2050,0
Africa_Southern,biophysical water consumption,2070,0
Africa_Southern,biophysical water consumption,1990,0
Africa_Southern,seawater,2065,0
Africa_Southern,seawater,2055,0
Africa_Southern,biophysical water consumption,2065,0
Africa_Southern,biophysical water consumption,2045,0
Africa_Southern,seawater,2080,0
Africa_Southern,seawater,1975,0
Africa_Southern,biophysical water consumption,2080,0
Africa_Southern,seawater,2010,0
Africa_Southern,seawater,2060,0
Africa_Southern,desalination,2030,0
Africa_Southern,biophysical water consumption,2090,0
Africa_Southern,seawater,2075,0
Africa_Southern,desalination,2040,0
Africa_Southern,biophysical water consumption,2060,0
Africa_Southern,desalination,2045,0
Africa_Southern,desalination,2005,0
Africa_Southern,desalination,2095,0
Africa_Southern,biophysical water consumption,2075,0
Africa_Southern,desalination,2070,0
Africa_Southern,desalination,2060,0
Africa_Southern,seawater,2095,0
Africa_Southern,desalination,2065,0
Africa_Southern,biophysical water consumption,2085,0
Africa_Southern,desalination,2025,0
Africa_Southern,biophysical water consumption,2095,0
Africa_Southern,biophysical water consumption,2055,0
Africa_Southern,desalination,1990,0
Africa_Southern,biophysical water consumption,2100,0
Africa_Southern,desalination,2090,0
Africa_Southern,seawater,2040,0
Africa_Southern,seawater,2090,0
Africa_Southern,seawater,2045,0
Africa_Southern,seawater,2005,0
Africa_Southern,biophysical water consumption,1975,0
Africa_Southern,desalination,2020,0
Africa_Southern,seawater,2100,0
Africa_Southern,biophysical water consumption,2015,0
Africa_Southern,biophysical water consumption,2005,0
Africa_Southern,desalination,2080,0
Africa_Southern,biophysical water consumption,2010,0
Africa_Southern,seawater,1990,0
Africa_Southern,seawater,2035,0
Africa_Southern,biophysical water consumption,2020,0
Africa_Southern,biophysical water consumption,2025,0
Africa_Southern,seawater,2015,0
Africa_Southern,desalination,2015,0
Africa_Southern,seawater,2050,0
Africa_Southern,biophysical water consumption,2035,0
Africa_Southern,seawater,2025,0
Africa_Southern,seawater,2070,0
Africa_Southern,desalination,2085,0
Africa_Southern,seawater,2020,0
Africa_Southern,seawater,2085,0
Africa_Southern,desalination,2100,0
Africa_Southern,biophysical water consumption,2030,0
Africa_Southern,desalination,1975,0
Africa_Southern,desalination,2035,0
Africa_Southern,seawater,2030,0
Africa_Southern,biophysical water consumption,2050,0
Africa_Southern,desalination,2010,0
Africa_Western,desalination,2070,0
Africa_Western,biophysical water consumption,2020,0
Africa_Western,biophysical water consumption,2040,0
Africa_Western,biophysical water consumption,2045,0
Africa_Western,biophysical water consumption,1990,0
Africa_Western,seawater,2010,0
Africa_Western,desalination,2030,0
Africa_Western,seawater,2075,0
Africa_Western,desalination,2045,0
Africa_Western,seawater,2035,0
Africa_Western,seawater,2015,0
Africa_Western,seawater,2055,0
Africa_Western,seawater,2045,0
Africa_Western,seawater,2050,0
Africa_Western,biophysical water consumption,2025,0
Africa_Western,desalination,2020,0
Africa_Western,desalination,2025,0
Africa_Western,biophysical water consumption,2080,0
Africa_Western,biophysical water consumption,2075,0
Africa_Western,desalination,2040,0
Africa_Western,biophysical water consumption,2010,0
Africa_Western,biophysical water consumption,2015,0
Africa_Western,biophysical water consumption,2055,0
Africa_Western,desalination,1990,0
Africa_Western,seawater,1975,0
Africa_Western,biophysical water consumption,2065,0
Africa_Western,desalination,2055,0
Africa_Western,seawater,2090,0
Africa_Western,biophysical water consumption,2035,0
Africa_Western,desalination,2060,0
Africa_Western,seawater,2095,0
Africa_Western,desalination,2065,0
Africa_Western,biophysical water consumption,2050,0
Africa_Western,seawater,2065,0
Africa_Western,biophysical water consumption,2005,0
Africa_Western,seawater,2030,0
Africa_Western,seawater,2070,0
Africa_Western,seawater,2040,0
Africa_Western,seawater,2080,0
Africa_Western,biophysical water consumption,2070,0
Africa_Western,biophysical water consumption,2030,0
Africa_Western,desalination,2095,0
Africa_Western,seawater,2005,0
Africa_Western,biophysical water consumption,1975,0
Africa_Western,biophysical water consumption,2085,0
Africa_Western,seawater,2060,0
Africa_Western,desalination,2075,0
Africa_Western,seawater,2025,0
Africa_Western,desalination,2010,0
Africa_Western,desalination,2080,0
Africa_Western,biophysical water consumption,2060,0
Africa_Western,desalination,2050,0
Africa_Western,desalination,2100,0
Africa_Western,desalination,2015,0
Africa_Western,seawater,1990,0
Africa_Western,seawater,2085,0
Africa_Western,desalination,2035,0
Africa_Western,desalination,2005,0
Africa_Western,biophysical water consumption,2095,0
Africa_Western,biophysical water consumption,2090,0
Africa_Western,seawater,2020,0
Africa_Western,seawater,2100,0
Africa_Western,desalination,2085,0
Africa_Western,desalination,1975,0
Africa_Western,desalination,2090,0
Africa_Western,biophysical water consumption,2100,0
Australia_NZ,desalination,2030,0
Australia_NZ,seawater,2055,0
Australia_NZ,seawater,2075,0
Australia_NZ,desalination,2045,0
Australia_NZ,desalination,2070,0
Australia_NZ,seawater,2035,0
Australia_NZ,seawater,2010,0
Australia_NZ,biophysical water consumption,2045,0
Australia_NZ,seawater,2015,0
Australia_NZ,biophysical water consumption,2040,0
Australia_NZ,biophysical water consumption,2095,0
Australia_NZ,biophysical water consumption,2020,0
Australia_NZ,biophysical water consumption,2010,0
Australia_NZ,biophysical water consumption,2080,0
Australia_NZ,seawater,2050,0
Australia_NZ,desalination,2055,0
Australia_NZ,seawater,2090,0
Australia_NZ,biophysical water consumption,2075,0
Australia_NZ,desalination,2060,0
Australia_NZ,biophysical water consumption,1990,0
Australia_NZ,desalination,2040,0
Australia_NZ,seawater,2025,0
Australia_NZ,biophysical water consumption,2055,0
Australia_NZ,seawater,2030,0
Australia_NZ,desalination,2080,0
Australia_NZ,biophysical water consumption,2025,0
Australia_NZ,seawater,2045,0
Australia_NZ,desalination,2010,0
Australia_NZ,biophysical water consumption,2030,0
Australia_NZ,biophysical water consumption,2035,0
Australia_NZ,desalination,2020,0
Australia_NZ,desalination,2025,0
Australia_NZ,seawater,2095,0
Australia_NZ,biophysical water consumption,2050,0
Australia_NZ,desalination,2075,0
Australia_NZ,biophysical water consumption,2090,0
Australia_NZ,biophysical water consumption,2015,0
Australia_NZ,seawater,2065,0
Australia_NZ,desalination,1990,0
Australia_NZ,seawater,2080,0
Australia_NZ,desalination,2005,0
Australia_NZ,desalination,2015,0
Australia_NZ,desalination,2095,0
Australia_NZ,seawater,2085,0
Australia_NZ,desalination,2100,0
Australia_NZ,biophysical water consumption,1975,0
Australia_NZ,desalination,1975,0
Australia_NZ,seawater,2060,0
Australia_NZ,desalination,2035,0
Australia_NZ,biophysical water consumption,2005,0
Australia_NZ,biophysical water consumption,2070,0
Australia_NZ,seawater,1990,0
Australia_NZ,desalination,2050,0
Australia_NZ,biophysical water consumption,2060,0
Australia_NZ,biophysical water consumption,2085,0
Australia_NZ,desalination,2090,0
Australia_NZ,biophysical water consumption,2065,0
Australia_NZ,seawater,2005,0
Australia_NZ,seawater,2040,0
Australia_NZ,desalination,2065,0
Australia_NZ,seawater,2020,0
Australia_NZ,seawater,2100,0
Australia_NZ,seawater,2070,0
Australia_NZ,seawater,1975,0
Australia_NZ,desalination,2085,0
Australia_NZ,biophysical water consumption,2100,0
Brazil,desalination,2030,0
Brazil,seawater,2065,0
Brazil,biophysical water consumption,2040,0
Brazil,biophysical water consumption,1975,0
Brazil,seawater,2090,0
Brazil,biophysical water consumption,2095,0
Brazil,desalination,1975,0
Brazil,seawater,2010,0
Brazil,desalination,2070,0
Brazil,seawater,2015,0
Brazil,seawater,2050,0
Brazil,biophysical water consumption,1990,0
Brazil,seawater,2035,0
Brazil,seawater,1975,0
Brazil,biophysical water consumption,2090,0
Brazil,desalination,2040,0
Brazil,desalination,2095,0
Brazil,biophysical water consumption,2065,0
Brazil,desalination,2055,0
Brazil,desalination,2010,0
Brazil,biophysical water consumption,2075,0
Brazil,biophysical water consumption,2080,0
Brazil,biophysical water consumption,2010,0
Brazil,desalination,2100,0
Brazil,biophysical water consumption,2015,0
Brazil,biophysical water consumption,2050,0
Brazil,desalination,1990,0
Brazil,desalination,2035,0
Brazil,biophysical water consumption,2025,0
Brazil,seawater,2080,0
Brazil,seawater,1990,0
Brazil,biophysical water consumption,2030,0
Brazil,seawater,2005,0
Brazil,desalination,2020,0
