# ../water-data/level1//L100.runoff_B_bm3.csv
# Written by L100.water.supply.runoff.R
# Wed Mar 28 06:29:47 2018
# " Accessable freshwater runoff by basin ID / Historical and future years "
# " Unit = billion m^3 "
"basin.id","X1975","X1990","X2005","X2010","X2015","X2020","X2025","X2030","X2035","X2040","X2045","X2050","X2055","X2060","X2065","X2070","X2075","X2080","X2085","X2090","X2095","X2100"
145,5.62,4.49,3.88,4.46,5.59,4.37,6.03,4.72,5.12,4.43,6.44,2.26,3.95,4.66,5.75,4.63,6.46,4.99,5.45,4.58,6.81,3.05
146,47.31,37.35,46.71,48.86,44.35,45.65,49.98,41.67,38.52,44.8,49.42,55.13,48.52,51.01,46.82,47.83,52.57,44.12,41.88,48.94,53.19,53.64
147,5.83,4.47,5.35,4.79,4.65,4.81,5.77,5.39,4.73,4.42,6.12,3.79,5.43,5,4.76,5.09,6.16,5.62,5.02,4.63,6.57,4.48
148,26.3,27.25,34.55,31.63,31.38,27.49,26.27,28.47,30.47,27.68,29.51,33.18,33.83,31.25,30.66,26.76,25.56,27.74,29.81,27.14,28.69,32
149,286.39,283.14,370.67,332.79,342.05,299.57,274.41,283.16,220.98,292.19,326.05,328.31,357.3,319.95,329.97,287.18,263.58,271.68,213.63,281.35,312.61,300.7
150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,74.04,74.29,110.24,113.65,88.44,71.19,69.82,81.9,51.73,79.77,82.18,96.04,106.25,111.29,86.26,69.55,69.25,83.35,51.46,80.94,82.49,97.03
152,42.65,40.88,57.67,53.21,58.43,40.05,39.56,35.06,31.8,40.9,43.56,52.5,53.73,48.53,53.49,36.29,35.78,31.53,28.4,37.07,39.71,46.89
153,26.28,28.66,26.56,30.23,30.87,24.75,26.13,26.71,23.86,28.73,28.76,24.24,27.27,31.11,31.61,25.67,27.25,27.81,24.94,29.99,30.09,27.55
154,28.35,25.22,28.49,28.26,32.76,29.91,26.08,25.93,27.75,28.8,32.13,26.64,28.97,28.92,33.49,30.95,26.91,26.85,28.59,30.13,33.12,28.22
155,22.71,24.79,22.54,25.24,22.5,20.5,20.47,21.26,18.51,23.17,22.01,19.33,22.65,25.37,22.51,20.62,20.73,21.54,18.83,23.63,22.19,21.37
156,749.07,716.67,801.95,698.45,730.09,723.91,708.8,835.21,743.9,648.7,718.78,762.74,749.41,648.92,672.54,660.06,645.03,754.96,672.58,584.32,648.65,712.4
157,152.18,98.76,115.71,98.86,105.7,120.2,149.52,98.57,130.53,96.86,111.75,131.82,112.91,95.74,102.66,116.41,145.6,94.96,125.9,93.94,108.05,149.52
158,20.73,18.73,25.14,18.37,15.86,19.2,21.61,17.47,19.05,20.17,16.92,20.04,25.53,18.97,16.53,19.92,22.51,18.47,19.93,21.32,18.19,23.32
159,206.16,167.53,194.74,170.76,176.81,172.52,196.17,168.38,204.6,166.21,181.8,209.01,193.79,170.48,175.9,172.51,195.54,168.49,204.74,166.4,181.5,223.2
160,70.28,77.65,92.24,83.04,92.74,84.1,64.86,63.12,58.92,76.06,71.73,96.92,85.15,76.9,85.53,76.84,59.73,57.73,53.75,68.99,65.73,84.57
161,408.51,400.93,435.79,293.6,300.21,421.34,387.3,343.14,285.16,372.48,325.39,367.35,405.89,267.74,269.46,384.12,348.18,305.34,251.35,332.12,287.92,334.46
162,255.89,226.89,264.79,257.63,251.94,246.75,253.98,252.94,217.9,230,258.65,270.81,259.61,251.6,246.55,240.46,247.33,246.9,213.54,225.1,252.62,258.05
163,235.19,260.21,250.37,222.22,237.76,248.19,234.36,249.03,257.06,242.25,217.15,248.33,249.01,222.03,237.2,247.48,235.6,249.1,258.11,243.23,219.32,249.53
164,103.28,93.91,106.24,87.96,67.12,78.5,107.07,76.36,74.46,86.88,71.99,85.14,103.29,85.53,64.74,75.73,103.85,73.68,71.78,83.59,69.37,94.67
165,500.84,455.24,498.03,451.01,409.46,418.91,495.79,421.89,447.86,429.5,416.44,519.81,496.9,451.17,409.62,418.87,495.4,422.96,449.45,431.1,418.81,557.82
166,136.01,123.03,122.3,99.14,102.35,124.7,127.52,137.71,123,108.34,105.65,117.05,109.77,87.2,89.99,109.02,112.36,120.12,105.53,94.64,90.51,119.72
167,249.25,236.31,260.78,258.2,261.91,300.81,331.38,241.93,291.55,294.51,257.64,312.01,275.38,274.47,279.63,320.05,353.13,263.95,315.54,319.82,283.77,385.09
168,3574.87,2605.82,3024.82,2727.1,2544.16,2675.15,3329.48,2685.39,2542.99,2368.68,2785.97,2843.18,2782.43,2482.29,2288.66,2404.46,2987.46,2384.42,2268.39,2091.13,2478.77,2748.65
169,63.22,55.84,69.08,77.68,77.42,70.34,62.68,74.98,59.38,61.99,74.84,64.06,67.5,75.76,75.4,68.22,60.9,72.75,57.25,60.13,72.83,63.21
170,42.4,35.02,25.21,36.21,46.4,39.29,33.66,40.89,31.7,41.55,39.2,33.73,25.37,36.37,46.83,39.88,33.63,41.36,32.36,43.06,40.2,34.51
171,135.15,137.05,156.22,146.07,186.33,145.34,141.76,178.8,147.87,142.28,163.62,157.33,162.84,153.58,195.14,155.29,151.27,191.06,160.73,154.15,179.24,186.86
172,131.64,89.13,74.05,77.67,108.6,74.21,125.97,76.51,109.76,85.57,96.21,71.5,67.24,68.92,98.08,65.03,112.02,67.92,98.95,75.53,85.86,67.3
173,172.99,156.93,166.3,169.45,181.01,170.35,175.77,151.85,176.66,174.19,161.09,207.38,171.67,175.45,187.54,177.92,184.24,160.59,185.91,183.92,171.28,229.58
174,493.74,503.3,439.57,390.89,421.93,404.23,469.08,484.49,440.24,441.62,407.73,370.24,404.91,361.94,387.02,366.96,427,438.83,401.24,401.04,370.85,343.59
175,118,105.75,105.61,99.97,85.45,99.82,112.04,108.84,105.89,91.23,86.88,96.42,101.74,96.36,82.36,95.57,106.91,103.87,101.04,86.92,83.01,95.89
176,0.72,0.68,0.73,0.74,0.94,0.75,0.8,0.81,0.77,0.79,0.76,0.78,0.76,0.77,0.98,0.82,0.87,0.89,0.86,0.91,0.88,0.92
177,163.29,138.22,104.34,130.23,161.99,153.84,160.53,135.89,175.43,140.45,151.04,134.78,102.52,128.17,158.54,151.06,158.35,132.01,172.02,136.65,148.92,131.09
178,66.74,54.59,46.93,56.42,58.83,61.94,68.06,55.82,59.09,64.88,53.61,71.94,50.53,60.61,63.36,66.91,73.62,61.54,65.3,71.42,60.29,87.69
179,54.01,55.9,52.4,66.97,58.93,54.73,50.14,53.21,47.44,57.24,58.57,55.39,52.11,66.48,59.71,55.53,50.62,55.47,48.57,60.62,59.87,55.53
180,14.79,4.02,8.61,9.27,8.53,10.09,13.96,7.47,9.53,6.12,7.35,17.89,9.34,10.68,9.91,11.66,15.48,9.46,11.63,8.14,9.61,25.47
181,66.55,52.46,56.75,55.54,58.63,65.1,67.19,46.24,64.75,62.75,49.63,68.37,58.31,57.32,60.64,67.41,69.55,48.68,67.35,65.43,52.48,86.44
182,80.9,63.7,78.63,95.37,77.59,81.87,67.31,60.5,76.5,68.14,69.83,70.48,76.26,92.94,75.3,81.46,66.16,59.68,75,68.08,68.79,64.21
183,865.61,813.32,823.31,961,943.84,897.37,824.39,924.41,805.34,836.78,825.45,936.15,802.81,941.11,919,874.17,802.39,908.59,795.07,823.54,822.11,916.14
184,197.27,83.33,111.87,67.35,92.45,95.81,190.59,125.29,92.91,77.98,98.79,112.85,111.49,67.4,93.02,97.51,189.89,124.87,95.37,80.19,100.92,161.13
185,6.1,6.2,6.84,6.67,6.21,5.79,6.28,4.72,5.19,6.79,5.4,6.34,6.91,6.76,6.3,5.9,6.4,4.92,5.33,7.01,5.56,6.87
186,60.01,41.57,30.26,30.19,55.8,33.98,56.15,28.95,55.06,42.62,38.2,31.6,28.5,28.32,51.6,31.61,52.24,27.09,50.76,39.82,35.96,30.52
187,71.86,54.01,42.17,45.26,61.01,44.8,68.97,45.66,61.33,52.75,48.24,37.06,38.06,41.57,55.17,39.74,62.34,42.25,55.65,48.12,43.91,34.26
188,332.91,269.12,310.8,345.92,286.3,256.95,310.23,311.6,247.62,280.18,278.86,336.45,297.1,331.06,273.96,250.26,291.64,295.43,236.46,265.52,269.33,314.01
189,87.95,74.82,78.12,65.37,60.25,62.79,81.1,61.72,61.38,74.77,58.27,68.77,75.39,62.18,57.19,59.56,76.69,58.34,57.38,70.7,54.29,68.25
190,22.85,13.1,15.67,18.75,19.13,12.17,20.14,17.52,14.64,14.35,15.07,18.65,14.5,17.63,17.89,10.94,18.64,15.56,13.2,13.03,13.8,18.66
191,17.46,16.87,15.63,11.57,17.9,13.45,16.77,13.87,11.99,15.92,15.19,14.89,14.82,10.89,16.78,12.34,15.5,13.01,11.19,14.44,13.78,16.62
192,109.62,142.45,107.01,99.85,124.37,120.98,104.2,154.1,137.06,135.04,95.58,96.38,99.64,95.72,118.12,110.71,96.28,146.25,126.68,125.79,88.01,80.51
193,57.1,23.31,27.33,10.74,14.28,16.08,53.2,26,16.69,23.68,18.79,17.69,26.83,10.75,14.38,16.73,50.9,25.41,17.48,24.18,18.8,23.92
194,45.82,33.82,35.8,33.14,33.05,31.82,42.85,31.75,26.66,33.22,32.32,28.72,33.04,28.56,28.5,24.1,38.01,23.74,19.22,28.04,25.51,25.62
195,116.86,131.99,112.24,118.73,127.58,120.14,115.9,127.57,154.7,120.16,113.35,115.05,108.45,114.21,121.64,113.56,110.69,120.18,147.27,112.81,106.94,115.06
196,1.67,0.35,0.94,0.32,0.75,0.62,1.31,0.84,0.48,0.57,0.64,0.53,0.91,0.33,0.72,0.65,1.28,0.82,0.5,0.54,0.66,0.63
197,64.37,32.76,43.28,38.09,36.36,35.76,50.31,35.84,27.47,37.64,32.46,39.81,38.87,33.34,32.33,31.77,43.74,31.35,22.87,32.21,28.36,34.56
198,31.6,24.42,28.95,27.22,26.54,25.57,30.77,24.82,25.98,25,27.24,25.06,27.01,25.05,24.43,23.11,27.72,22.05,23.27,22.34,23.99,24.7
199,30.6,19.36,25.15,22.41,18.9,20.92,27.55,23.98,18.29,18.89,21.63,23.58,22.49,19.88,16.76,18.24,23.84,20.66,15.49,16.12,18.55,22
200,16.04,9.77,10.51,11.02,11.29,10,11.26,12.38,14.45,11,9.93,11.94,9.75,10.39,10.47,9.29,10.35,11.51,13.62,10.37,9.61,10.21
201,127.74,122.87,126.86,116.42,118.38,123.78,128.69,126.99,116.65,119.92,127.5,118.7,127.63,117.25,119.32,125.02,129.78,128.33,118.08,121.19,129.08,120.04
202,9.66,10.54,7.74,6.24,7.47,9.06,9.52,8.14,7.96,10.76,7.14,8.62,7.15,5.82,6.95,8.42,8.71,7.53,7.32,9.91,6.54,7.11
203,9.34,8.06,7.53,8.57,7.2,6.95,9.2,8.79,9.09,8.1,7.01,8.74,7.27,8.2,6.96,6.64,8.87,8.5,8.55,7.68,6.65,9.27
204,2.34,1.78,2.3,1.62,1.62,1.56,2.25,1.33,1.78,1.69,1.83,1.5,2.15,1.44,1.44,1.4,2.01,1.18,1.58,1.5,1.62,1.05
205,4.59,5.4,3.68,5.02,3.88,2.96,4.7,5.29,5.43,5.09,3.32,4.49,3.73,4.98,3.93,3.04,4.87,5.36,5.58,5.13,3.54,5.58
206,780.05,829.06,759.82,758.66,755.1,757.35,773.17,788.27,823.5,767.22,753.09,743.35,747.58,744.71,740.47,740.41,755.44,769.39,804.89,747.74,736.08,745.8
207,6.16,5.47,7,5.94,7.08,5.78,6.17,7.05,9.28,6.7,5.92,6.55,7.4,6.34,7.54,6.42,6.93,7.88,10.18,7.76,7.04,6.97
208,64.41,61.78,57.89,56.77,51.57,54.81,62.56,49.5,56.15,61.26,50.32,60.32,55.47,54.07,48.79,51.95,59.02,46.96,53.12,57.97,47.03,56.29
209,5.78,6.08,5.94,4.24,4.6,4.6,6.01,5.84,6.69,5.38,4.68,5.94,6.03,4.41,4.76,4.83,6.19,5.97,6.82,5.5,4.86,7.27
210,9.87,8.27,8.4,7.09,7.62,7.78,9.98,8.7,8.57,8.59,9.25,6.78,8.59,7.31,7.92,8.15,10.24,8.98,8.83,8.81,9.52,7.54
211,32.88,27.2,31.3,28.1,25.6,33.88,32.52,30.91,28.19,30.02,32.11,27.78,31.61,28.73,26.26,34.59,33.35,31.8,29.25,31.22,33.14,26.78
212,20.29,19.58,22.13,19.14,17.95,16,20.9,22.43,25.56,19.37,18.11,21.86,23.18,20.36,19.6,17.75,22.94,24.27,27.19,21.15,20.28,25.78
213,23.55,17.56,21.16,21.56,21.68,22.36,22.4,26.24,21.51,17.08,24.68,20.34,20.85,21.51,21.53,22.12,22.04,25.83,21.27,16.76,24.56,22.95
214,1.63,1.13,1.5,1.42,1.39,1.41,1.76,2.23,1.97,1.09,1.87,1.63,1.67,1.59,1.62,1.64,2.04,2.51,2.31,1.32,2.21,2.38
215,22.28,18.4,19.14,21.18,24.62,21.37,22.58,24.95,20.27,19.63,24.8,20.47,19.71,21.75,25.23,22.38,23.42,25.9,21.53,20.75,25.51,22.88
216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,86.52,57.55,94.49,91.33,93.58,104.66,89.17,116.78,107.23,64.92,109.86,112.95,98.42,96.43,98.37,108.17,96.48,121,111.78,73.24,114.53,115.84
218,83.99,80,80.59,82.81,81.09,85.43,83.08,85.94,83.36,77.1,86.71,84.42,78.53,80.13,77.64,81.95,79.38,82.43,79.62,73.27,82.26,78.31
219,59.95,60.24,45.78,52.83,44.01,47.32,57.92,50.9,54.33,54.64,46.93,43.82,43.89,50.61,41.73,44.5,54.93,48.05,50.94,51.01,44.07,40.01
220,25.15,26.16,27.42,29.07,30.49,32,26.68,32.16,36.85,27.09,34.3,29.86,28.27,29.7,30.8,32.72,27.46,32.98,36.68,28.43,34.68,29.76
221,16.93,21.6,13.26,21.85,23.89,20.55,16.97,30.87,35.22,21.37,21.26,20.49,12.98,21.06,22.95,20.03,16.62,29.27,33.12,20.98,21.21,16.57
222,25.05,22.17,25.14,24.14,28.87,31.19,27.57,32.28,32.72,25.73,30.8,30.42,26.95,25.62,30.14,32.98,29.25,34.64,35.28,28.6,34.53,33.88
223,186.97,172.09,175.92,187.93,183.86,208.85,190.35,201.15,201.18,171.27,214.65,197.33,179,190.32,186.3,210.25,193.24,203.51,203.32,176.61,215.82,197.69
224,120.81,121.9,89.8,113.8,85.41,114.19,115.81,98.32,124.22,101.26,94.24,87.77,82.61,104.65,77.18,101.26,102.5,87.9,111,88.35,83.15,82.47
225,76.21,84.38,51.28,73.64,55.24,73.18,70.54,65.46,69.29,66.1,56.99,52.41,47.16,66.69,49.91,65.95,63.61,57.29,61.88,57.08,50.4,52.36
226,184.85,173.2,153.18,173.3,167.32,163.79,184.01,174.95,168.64,167.35,172.55,156.55,150.43,169.63,163.65,159.69,178.22,169.78,165.86,163.29,167.42,156.87
227,329.73,331.55,297.39,297.52,320.73,330.61,328.19,318.34,323.04,335.03,324.73,303.85,297,297.13,320.15,331.94,331.23,319.26,327.25,338.12,328.44,290.22
228,89.6,86.86,80.86,82.1,76.11,81.7,89.53,87.01,81.92,83.34,84.44,82.68,79.23,80.32,74.55,79.67,87.71,84.72,79.57,81.34,82.92,75.69
229,265.25,240.07,295.61,293.12,278.09,303.6,274.31,281.02,274,255.42,309.35,289.19,303.22,301.43,290.31,313.31,290.79,295.21,292.18,275.58,324,322.17
230,58.81,55.69,47.9,46.86,40.14,44.72,58.21,47.83,41.06,51.4,49.55,44.26,46.55,44.87,38.35,42.75,56.86,46.31,38.85,48.85,47.37,37.48
231,29.36,35.28,16.01,29.48,24.44,31.47,27.27,31.76,39.74,31.09,23.01,18.2,15.27,26.88,23.12,28.6,25.15,28.52,36.33,28.58,21.75,21.24
232,78.19,64.47,67.67,67.66,59.68,70.18,78.54,67.46,68.07,64.13,70.04,71.95,68.2,68.57,60.54,71.41,79.53,68.8,69.42,65.55,72.15,73.6
233,59.21,51.53,53.31,55.51,46.3,55.81,59.04,56.68,56.25,50.61,58.7,54.95,53.01,55.28,45.98,55.29,58.97,55.86,56.44,49.88,58.74,53.16
234,2.15,4.14,3.04,2.56,3.5,3.5,2.19,4.77,2.33,4.48,2.32,2.2,2.87,2.47,3.33,3.38,2.05,4.54,2.15,4.32,2.25,1.99
235,36.64,29.88,36.4,41.6,29.48,33.82,38.38,35.94,33.99,34.87,36.79,34.47,38.91,44.47,32.2,37,42.1,39.53,37.75,38.94,41.26,41.86
