# ../water-data/level1//L101.groundwater_grades_unconstrained_bm3.csv
# Written by L101.water.supply.groundwater.R
# Wed Mar 28 06:29:49 2018
# " graded ground water supply curve (unconstrained) by basin ID "
# " Unit = billion m^3 "
"basin.id","price","avail","grade"
120,10,0,"grade2"
121,0.01,1e+07,"grade1"
121,10,0,"grade2"
122,0.01,1e+07,"grade1"
122,10,0,"grade2"
123,0.01,1e+07,"grade1"
123,10,0,"grade2"
124,0.01,1e+07,"grade1"
124,10,0,"grade2"
125,0.01,1e+07,"grade1"
125,10,0,"grade2"
126,0.01,1e+07,"grade1"
126,10,0,"grade2"
127,0.01,1e+07,"grade1"
127,10,0,"grade2"
128,0.01,1e+07,"grade1"
128,10,0,"grade2"
129,0.01,1e+07,"grade1"
129,10,0,"grade2"
130,0.01,1e+07,"grade1"
130,10,0,"grade2"
131,0.01,1e+07,"grade1"
131,10,0,"grade2"
132,0.01,1e+07,"grade1"
132,10,0,"grade2"
133,0.01,1e+07,"grade1"
133,10,0,"grade2"
134,0.01,1e+07,"grade1"
134,10,0,"grade2"
135,0.01,1e+07,"grade1"
135,10,0,"grade2"
136,0.01,1e+07,"grade1"
136,10,0,"grade2"
137,0.01,1e+07,"grade1"
137,10,0,"grade2"
138,0.01,1e+07,"grade1"
138,10,0,"grade2"
139,0.01,1e+07,"grade1"
139,10,0,"grade2"
140,0.01,1e+07,"grade1"
140,10,0,"grade2"
141,0.01,1e+07,"grade1"
141,10,0,"grade2"
142,0.01,1e+07,"grade1"
142,10,0,"grade2"
143,0.01,1e+07,"grade1"
143,10,0,"grade2"
144,0.01,1e+07,"grade1"
144,10,0,"grade2"
145,0.01,1e+07,"grade1"
145,10,0,"grade2"
146,0.01,1e+07,"grade1"
146,10,0,"grade2"
147,0.01,1e+07,"grade1"
147,10,0,"grade2"
148,0.01,1e+07,"grade1"
148,10,0,"grade2"
149,0.01,1e+07,"grade1"
149,10,0,"grade2"
150,0.01,1e+07,"grade1"
150,10,0,"grade2"
151,0.01,1e+07,"grade1"
151,10,0,"grade2"
152,0.01,1e+07,"grade1"
152,10,0,"grade2"
153,0.01,1e+07,"grade1"
153,10,0,"grade2"
154,0.01,1e+07,"grade1"
154,10,0,"grade2"
155,0.01,1e+07,"grade1"
155,10,0,"grade2"
156,0.01,1e+07,"grade1"
156,10,0,"grade2"
157,0.01,1e+07,"grade1"
157,10,0,"grade2"
158,0.01,1e+07,"grade1"
158,10,0,"grade2"
159,0.01,1e+07,"grade1"
159,10,0,"grade2"
160,0.01,1e+07,"grade1"
160,10,0,"grade2"
161,0.01,1e+07,"grade1"
161,10,0,"grade2"
162,0.01,1e+07,"grade1"
162,10,0,"grade2"
163,0.01,1e+07,"grade1"
163,10,0,"grade2"
164,0.01,1e+07,"grade1"
164,10,0,"grade2"
165,0.01,1e+07,"grade1"
165,10,0,"grade2"
166,0.01,1e+07,"grade1"
166,10,0,"grade2"
167,0.01,1e+07,"grade1"
167,10,0,"grade2"
168,0.01,1e+07,"grade1"
168,10,0,"grade2"
169,0.01,1e+07,"grade1"
169,10,0,"grade2"
170,0.01,1e+07,"grade1"
170,10,0,"grade2"
171,0.01,1e+07,"grade1"
171,10,0,"grade2"
172,0.01,1e+07,"grade1"
172,10,0,"grade2"
173,0.01,1e+07,"grade1"
173,10,0,"grade2"
174,0.01,1e+07,"grade1"
174,10,0,"grade2"
175,0.01,1e+07,"grade1"
175,10,0,"grade2"
176,0.01,1e+07,"grade1"
176,10,0,"grade2"
177,0.01,1e+07,"grade1"
177,10,0,"grade2"
178,0.01,1e+07,"grade1"
178,10,0,"grade2"
179,0.01,1e+07,"grade1"
179,10,0,"grade2"
180,0.01,1e+07,"grade1"
180,10,0,"grade2"
181,0.01,1e+07,"grade1"
181,10,0,"grade2"
182,0.01,1e+07,"grade1"
182,10,0,"grade2"
183,0.01,1e+07,"grade1"
183,10,0,"grade2"
184,0.01,1e+07,"grade1"
184,10,0,"grade2"
185,0.01,1e+07,"grade1"
185,10,0,"grade2"
186,0.01,1e+07,"grade1"
186,10,0,"grade2"
187,0.01,1e+07,"grade1"
187,10,0,"grade2"
188,0.01,1e+07,"grade1"
188,10,0,"grade2"
189,0.01,1e+07,"grade1"
189,10,0,"grade2"
190,0.01,1e+07,"grade1"
190,10,0,"grade2"
191,0.01,1e+07,"grade1"
191,10,0,"grade2"
192,0.01,1e+07,"grade1"
192,10,0,"grade2"
193,0.01,1e+07,"grade1"
193,10,0,"grade2"
194,0.01,1e+07,"grade1"
194,10,0,"grade2"
195,0.01,1e+07,"grade1"
195,10,0,"grade2"
196,0.01,1e+07,"grade1"
196,10,0,"grade2"
197,0.01,1e+07,"grade1"
197,10,0,"grade2"
198,0.01,1e+07,"grade1"
198,10,0,"grade2"
199,0.01,1e+07,"grade1"
199,10,0,"grade2"
200,0.01,1e+07,"grade1"
200,10,0,"grade2"
201,0.01,1e+07,"grade1"
201,10,0,"grade2"
202,0.01,1e+07,"grade1"
202,10,0,"grade2"
203,0.01,1e+07,"grade1"
203,10,0,"grade2"
204,0.01,1e+07,"grade1"
204,10,0,"grade2"
205,0.01,1e+07,"grade1"
205,10,0,"grade2"
206,0.01,1e+07,"grade1"
206,10,0,"grade2"
207,0.01,1e+07,"grade1"
207,10,0,"grade2"
208,0.01,1e+07,"grade1"
208,10,0,"grade2"
209,0.01,1e+07,"grade1"
209,10,0,"grade2"
210,0.01,1e+07,"grade1"
210,10,0,"grade2"
211,0.01,1e+07,"grade1"
211,10,0,"grade2"
212,0.01,1e+07,"grade1"
212,10,0,"grade2"
213,0.01,1e+07,"grade1"
213,10,0,"grade2"
214,0.01,1e+07,"grade1"
214,10,0,"grade2"
215,0.01,1e+07,"grade1"
215,10,0,"grade2"
216,0.01,1e+07,"grade1"
216,10,0,"grade2"
217,0.01,1e+07,"grade1"
217,10,0,"grade2"
218,0.01,1e+07,"grade1"
218,10,0,"grade2"
219,0.01,1e+07,"grade1"
219,10,0,"grade2"
220,0.01,1e+07,"grade1"
220,10,0,"grade2"
221,0.01,1e+07,"grade1"
221,10,0,"grade2"
222,0.01,1e+07,"grade1"
222,10,0,"grade2"
223,0.01,1e+07,"grade1"
223,10,0,"grade2"
224,0.01,1e+07,"grade1"
224,10,0,"grade2"
225,0.01,1e+07,"grade1"
225,10,0,"grade2"
226,0.01,1e+07,"grade1"
226,10,0,"grade2"
227,0.01,1e+07,"grade1"
227,10,0,"grade2"
228,0.01,1e+07,"grade1"
228,10,0,"grade2"
229,0.01,1e+07,"grade1"
229,10,0,"grade2"
230,0.01,1e+07,"grade1"
230,10,0,"grade2"
231,0.01,1e+07,"grade1"
231,10,0,"grade2"
232,0.01,1e+07,"grade1"
232,10,0,"grade2"
233,0.01,1e+07,"grade1"
233,10,0,"grade2"
234,0.01,1e+07,"grade1"
234,10,0,"grade2"
235,0.01,1e+07,"grade1"
235,10,0,"grade2"
